"task","repeat_id","fold_id","model","t_end","baseline_accuracy","sulfur_accuracy","paired_difference","k_use"
"NUC_vs_CONTROL",18,1,"RF",10,0.849194729136164,0.855051244509517,0.00585651537335286,10
"NUC_vs_CONTROL",18,1,"BinomialLasso",10,0.711566617862372,0.714494875549048,0.00292825768667648,10
"NUC_vs_CONTROL",18,1,"Mahalanobis",10,0.707174231332357,0.715959004392387,0.00878477306002934,10
"NUC_vs_CONTROL",18,2,"RF",10,0.857979502196193,0.85212298682284,-0.00585651537335286,10
"NUC_vs_CONTROL",18,2,"BinomialLasso",10,0.68081991215227,0.685212298682284,0.00439238653001461,10
"NUC_vs_CONTROL",18,2,"Mahalanobis",10,0.68081991215227,0.679355783308931,-0.00146412884333824,10
"NUC_vs_CONTROL",18,3,"RF",10,0.868035190615836,0.851906158357771,-0.0161290322580645,10
"NUC_vs_CONTROL",18,3,"BinomialLasso",10,0.697947214076246,0.690615835777126,-0.00733137829912023,10
"NUC_vs_CONTROL",18,3,"Mahalanobis",10,0.680351906158358,0.673020527859237,-0.00733137829912023,10
"NUC_vs_CONTROL",18,4,"RF",10,0.834067547723935,0.834067547723935,0,10
"NUC_vs_CONTROL",18,4,"BinomialLasso",10,0.674008810572687,0.674008810572687,0,10
"NUC_vs_CONTROL",18,4,"Mahalanobis",10,0.684287812041116,0.6784140969163,-0.00587371512481638,10
"NUC_vs_CONTROL",18,5,"RF",10,0.851688693098385,0.847283406754772,-0.00440528634361226,10
"NUC_vs_CONTROL",18,5,"BinomialLasso",10,0.725403817914831,0.725403817914831,0,10
"NUC_vs_CONTROL",18,5,"Mahalanobis",10,0.71071953010279,0.709251101321586,-0.00146842878120412,10
"NUC_vs_CONTROL",19,1,"RF",10,0.856515373352855,0.859443631039531,0.00292825768667637,10
"NUC_vs_CONTROL",19,1,"BinomialLasso",10,0.69692532942899,0.698389458272328,0.00146412884333824,10
"NUC_vs_CONTROL",19,1,"Mahalanobis",10,0.705710102489019,0.710102489019034,0.00439238653001472,10
"NUC_vs_CONTROL",19,2,"RF",10,0.844802342606149,0.843338213762811,-0.00146412884333824,10
"NUC_vs_CONTROL",19,2,"BinomialLasso",10,0.685212298682284,0.682284040995608,-0.00292825768667648,10
"NUC_vs_CONTROL",19,2,"Mahalanobis",10,0.695461200585652,0.692532942898975,-0.00292825768667637,10
"NUC_vs_CONTROL",19,3,"RF",10,0.848973607038123,0.851906158357771,0.00293255131964809,10
"NUC_vs_CONTROL",19,3,"BinomialLasso",10,0.703812316715543,0.703812316715543,0,10
"NUC_vs_CONTROL",19,3,"Mahalanobis",10,0.705278592375367,0.705278592375367,0,10
"NUC_vs_CONTROL",19,4,"RF",10,0.83553597650514,0.838472834067548,0.00293685756240814,10
"NUC_vs_CONTROL",19,4,"BinomialLasso",10,0.700440528634361,0.700440528634361,0,10
"NUC_vs_CONTROL",19,4,"Mahalanobis",10,0.68575624082232,0.687224669603524,0.00146842878120412,10
"NUC_vs_CONTROL",19,5,"RF",10,0.841409691629956,0.841409691629956,0,10
"NUC_vs_CONTROL",19,5,"BinomialLasso",10,0.701908957415565,0.701908957415565,0,10
"NUC_vs_CONTROL",19,5,"Mahalanobis",10,0.690161527165932,0.688693098384728,-0.00146842878120412,10
"NUC_vs_CONTROL",20,1,"RF",10,0.869692532942899,0.863836017569546,-0.00585651537335286,10
"NUC_vs_CONTROL",20,1,"BinomialLasso",10,0.685212298682284,0.683748169838946,-0.00146412884333824,10
"NUC_vs_CONTROL",20,1,"Mahalanobis",10,0.68814055636896,0.691068814055637,0.00292825768667648,10
"NUC_vs_CONTROL",20,2,"RF",10,0.868228404099561,0.865300146412884,-0.00292825768667648,10
"NUC_vs_CONTROL",20,2,"BinomialLasso",10,0.72913616398243,0.732064421669107,0.00292825768667648,10
"NUC_vs_CONTROL",20,2,"Mahalanobis",10,0.726207906295754,0.726207906295754,0,10
"NUC_vs_CONTROL",20,3,"RF",10,0.859237536656892,0.856304985337243,-0.00293255131964809,10
"NUC_vs_CONTROL",20,3,"BinomialLasso",10,0.703812316715543,0.693548387096774,-0.0102639296187683,10
"NUC_vs_CONTROL",20,3,"Mahalanobis",10,0.696480938416422,0.697947214076246,0.00146627565982405,10
"NUC_vs_CONTROL",20,4,"RF",10,0.850220264317181,0.847283406754772,-0.00293685756240814,10
"NUC_vs_CONTROL",20,4,"BinomialLasso",10,0.676945668135095,0.676945668135095,0,10
"NUC_vs_CONTROL",20,4,"Mahalanobis",10,0.668135095447871,0.669603524229075,0.00146842878120412,10
"NUC_vs_CONTROL",20,5,"RF",10,0.834067547723935,0.828193832599119,-0.00587371512481649,10
"NUC_vs_CONTROL",20,5,"BinomialLasso",10,0.700440528634361,0.701908957415565,0.00146842878120412,10
"NUC_vs_CONTROL",20,5,"Mahalanobis",10,0.696035242290749,0.693098384728341,-0.00293685756240825,10
"HEME_vs_CONTROL",1,1,"RF",10,0.936991869918699,0.934959349593496,-0.00203252032520329,9
"HEME_vs_CONTROL",1,1,"BinomialLasso",10,0.892276422764228,0.892276422764228,0,9
"HEME_vs_CONTROL",1,1,"Mahalanobis",10,0.878048780487805,0.882113821138211,0.00406504065040647,9
"HEME_vs_CONTROL",1,2,"RF",10,0.926829268292683,0.928861788617886,0.00203252032520318,9
"HEME_vs_CONTROL",1,2,"BinomialLasso",10,0.914634146341463,0.91260162601626,-0.00203252032520329,9
"HEME_vs_CONTROL",1,2,"Mahalanobis",10,0.892276422764228,0.894308943089431,0.00203252032520318,9
"HEME_vs_CONTROL",1,3,"RF",10,0.922606924643585,0.926680244399185,0.00407331975560077,8
"HEME_vs_CONTROL",1,3,"BinomialLasso",10,0.881873727087576,0.883910386965377,0.00203665987780044,8
"HEME_vs_CONTROL",1,3,"Mahalanobis",10,0.879837067209776,0.873727087576375,-0.00610997963340121,8
"HEME_vs_CONTROL",1,4,"RF",10,0.942857142857143,0.946938775510204,0.00408163265306127,8
"HEME_vs_CONTROL",1,4,"BinomialLasso",10,0.9,0.910204081632653,0.0102040816326531,8
"HEME_vs_CONTROL",1,4,"Mahalanobis",10,0.885714285714286,0.881632653061225,-0.00408163265306116,8
"HEME_vs_CONTROL",1,5,"RF",10,0.942857142857143,0.948979591836735,0.00612244897959191,9
"HEME_vs_CONTROL",1,5,"BinomialLasso",10,0.902040816326531,0.912244897959184,0.010204081632653,9
"HEME_vs_CONTROL",1,5,"Mahalanobis",10,0.893877551020408,0.895918367346939,0.00204081632653064,9
"HEME_vs_CONTROL",2,1,"RF",10,0.92479674796748,0.91869918699187,-0.00609756097560976,9
"HEME_vs_CONTROL",2,1,"BinomialLasso",10,0.892276422764228,0.894308943089431,0.00203252032520318,9
"HEME_vs_CONTROL",2,1,"Mahalanobis",10,0.863821138211382,0.863821138211382,0,9
"HEME_vs_CONTROL",2,2,"RF",10,0.959349593495935,0.953252032520325,-0.00609756097560976,9
"HEME_vs_CONTROL",2,2,"BinomialLasso",10,0.90650406504065,0.908536585365854,0.00203252032520329,9
"HEME_vs_CONTROL",2,2,"Mahalanobis",10,0.884146341463415,0.886178861788618,0.00203252032520329,9
"HEME_vs_CONTROL",2,3,"RF",10,0.94908350305499,0.945010183299389,-0.00407331975560077,9
"HEME_vs_CONTROL",2,3,"BinomialLasso",10,0.904276985743381,0.89816700610998,-0.00610997963340121,9
"HEME_vs_CONTROL",2,3,"Mahalanobis",10,0.908350305498982,0.914460285132383,0.00610997963340121,9
"HEME_vs_CONTROL",2,4,"RF",10,0.928571428571429,0.930612244897959,0.00204081632653053,8
"HEME_vs_CONTROL",2,4,"BinomialLasso",10,0.893877551020408,0.902040816326531,0.00816326530612255,8
"HEME_vs_CONTROL",2,4,"Mahalanobis",10,0.887755102040816,0.879591836734694,-0.00816326530612244,8
"HEME_vs_CONTROL",2,5,"RF",10,0.938775510204082,0.940816326530612,0.00204081632653053,8
"HEME_vs_CONTROL",2,5,"BinomialLasso",10,0.904081632653061,0.914285714285714,0.0102040816326531,8
"HEME_vs_CONTROL",2,5,"Mahalanobis",10,0.885714285714286,0.887755102040816,0.00204081632653064,8
"HEME_vs_CONTROL",3,1,"RF",10,0.953252032520325,0.951219512195122,-0.00203252032520329,8
"HEME_vs_CONTROL",3,1,"BinomialLasso",10,0.928861788617886,0.932926829268293,0.00406504065040658,8
"HEME_vs_CONTROL",3,1,"Mahalanobis",10,0.908536585365854,0.910569105691057,0.00203252032520318,8
"HEME_vs_CONTROL",3,2,"RF",10,0.934959349593496,0.932926829268293,-0.00203252032520318,8
"HEME_vs_CONTROL",3,2,"BinomialLasso",10,0.888211382113821,0.884146341463415,-0.00406504065040647,8
"HEME_vs_CONTROL",3,2,"Mahalanobis",10,0.878048780487805,0.886178861788618,0.00813008130081305,8
"HEME_vs_CONTROL",3,3,"RF",10,0.928716904276986,0.932790224032587,0.00407331975560088,9
"HEME_vs_CONTROL",3,3,"BinomialLasso",10,0.890020366598778,0.885947046843177,-0.00407331975560088,9
"HEME_vs_CONTROL",3,3,"Mahalanobis",10,0.877800407331976,0.875763747454175,-0.00203665987780033,9
"HEME_vs_CONTROL",3,4,"RF",10,0.93469387755102,0.936734693877551,0.00204081632653064,9
"HEME_vs_CONTROL",3,4,"BinomialLasso",10,0.881632653061225,0.887755102040816,0.0061224489795918,9
"HEME_vs_CONTROL",3,4,"Mahalanobis",10,0.869387755102041,0.873469387755102,0.00408163265306127,9
"HEME_vs_CONTROL",3,5,"RF",10,0.93469387755102,0.93265306122449,-0.00204081632653064,9
"HEME_vs_CONTROL",3,5,"BinomialLasso",10,0.908163265306122,0.914285714285714,0.0061224489795918,9
"HEME_vs_CONTROL",3,5,"Mahalanobis",10,0.895918367346939,0.904081632653061,0.00816326530612244,9
"HEME_vs_CONTROL",4,1,"RF",10,0.939024390243902,0.941056910569106,0.00203252032520329,9
"HEME_vs_CONTROL",4,1,"BinomialLasso",10,0.898373983739837,0.904471544715447,0.00609756097560976,9
"HEME_vs_CONTROL",4,1,"Mahalanobis",10,0.886178861788618,0.894308943089431,0.00813008130081294,9
"HEME_vs_CONTROL",4,2,"RF",10,0.92479674796748,0.922764227642276,-0.00203252032520329,9
"HEME_vs_CONTROL",4,2,"BinomialLasso",10,0.892276422764228,0.898373983739837,0.00609756097560965,9
"HEME_vs_CONTROL",4,2,"Mahalanobis",10,0.882113821138211,0.884146341463415,0.00203252032520329,9
"HEME_vs_CONTROL",4,3,"RF",10,0.926680244399185,0.922606924643585,-0.00407331975560077,8
"HEME_vs_CONTROL",4,3,"BinomialLasso",10,0.90224032586558,0.90224032586558,0,8
"HEME_vs_CONTROL",4,3,"Mahalanobis",10,0.887983706720978,0.885947046843177,-0.00203665987780044,8
"HEME_vs_CONTROL",4,4,"RF",10,0.93469387755102,0.936734693877551,0.00204081632653064,9
"HEME_vs_CONTROL",4,4,"BinomialLasso",10,0.9,0.910204081632653,0.0102040816326531,9
"HEME_vs_CONTROL",4,4,"Mahalanobis",10,0.895918367346939,0.889795918367347,-0.0061224489795918,9
"HEME_vs_CONTROL",4,5,"RF",10,0.942857142857143,0.942857142857143,0,8
"HEME_vs_CONTROL",4,5,"BinomialLasso",10,0.9,0.906122448979592,0.0061224489795918,8
"HEME_vs_CONTROL",4,5,"Mahalanobis",10,0.887755102040816,0.887755102040816,0,8
"HEME_vs_CONTROL",5,1,"RF",10,0.932926829268293,0.939024390243902,0.00609756097560965,9
"HEME_vs_CONTROL",5,1,"BinomialLasso",10,0.908536585365854,0.90650406504065,-0.00203252032520329,9
"HEME_vs_CONTROL",5,1,"Mahalanobis",10,0.892276422764228,0.894308943089431,0.00203252032520318,9
"HEME_vs_CONTROL",5,2,"RF",10,0.934959349593496,0.939024390243902,0.00406504065040647,8
"HEME_vs_CONTROL",5,2,"BinomialLasso",10,0.888211382113821,0.890243902439024,0.00203252032520329,8
"HEME_vs_CONTROL",5,2,"Mahalanobis",10,0.878048780487805,0.876016260162602,-0.00203252032520329,8
"HEME_vs_CONTROL",5,3,"RF",10,0.926680244399185,0.926680244399185,0,9
"HEME_vs_CONTROL",5,3,"BinomialLasso",10,0.892057026476578,0.906313645621181,0.0142566191446029,9
"HEME_vs_CONTROL",5,3,"Mahalanobis",10,0.879837067209776,0.881873727087576,0.00203665987780044,9
"HEME_vs_CONTROL",5,4,"RF",10,0.944897959183673,0.948979591836735,0.00408163265306127,9
"HEME_vs_CONTROL",5,4,"BinomialLasso",10,0.914285714285714,0.914285714285714,0,9
"HEME_vs_CONTROL",5,4,"Mahalanobis",10,0.902040816326531,0.895918367346939,-0.00612244897959191,9
"HEME_vs_CONTROL",5,5,"RF",10,0.922448979591837,0.928571428571429,0.00612244897959191,8
"HEME_vs_CONTROL",5,5,"BinomialLasso",10,0.893877551020408,0.902040816326531,0.00816326530612255,8
"HEME_vs_CONTROL",5,5,"Mahalanobis",10,0.881632653061225,0.877551020408163,-0.00408163265306127,8
"HEME_vs_CONTROL",6,1,"RF",10,0.941056910569106,0.941056910569106,0,8
"HEME_vs_CONTROL",6,1,"BinomialLasso",10,0.902439024390244,0.900406504065041,-0.00203252032520329,8
"HEME_vs_CONTROL",6,1,"Mahalanobis",10,0.886178861788618,0.888211382113821,0.00203252032520318,8
"HEME_vs_CONTROL",6,2,"RF",10,0.92479674796748,0.92479674796748,0,9
"HEME_vs_CONTROL",6,2,"BinomialLasso",10,0.898373983739837,0.904471544715447,0.00609756097560976,9
"HEME_vs_CONTROL",6,2,"Mahalanobis",10,0.902439024390244,0.894308943089431,-0.00813008130081305,9
"HEME_vs_CONTROL",6,3,"RF",10,0.940936863543788,0.938900203665988,-0.00203665987780033,9
"HEME_vs_CONTROL",6,3,"BinomialLasso",10,0.90224032586558,0.896130346232179,-0.00610997963340121,9
"HEME_vs_CONTROL",6,3,"Mahalanobis",10,0.873727087576375,0.871690427698574,-0.00203665987780044,9
"HEME_vs_CONTROL",6,4,"RF",10,0.940816326530612,0.940816326530612,0,9
"HEME_vs_CONTROL",6,4,"BinomialLasso",10,0.904081632653061,0.912244897959184,0.00816326530612244,9
"HEME_vs_CONTROL",6,4,"Mahalanobis",10,0.895918367346939,0.897959183673469,0.00204081632653064,9
"HEME_vs_CONTROL",6,5,"RF",10,0.940816326530612,0.936734693877551,-0.00408163265306116,8
"HEME_vs_CONTROL",6,5,"BinomialLasso",10,0.9,0.912244897959184,0.0122448979591836,8
"HEME_vs_CONTROL",6,5,"Mahalanobis",10,0.885714285714286,0.887755102040816,0.00204081632653064,8
"HEME_vs_CONTROL",7,1,"RF",10,0.943089430894309,0.945121951219512,0.00203252032520318,9
"HEME_vs_CONTROL",7,1,"BinomialLasso",10,0.890243902439024,0.894308943089431,0.00406504065040647,9
"HEME_vs_CONTROL",7,1,"Mahalanobis",10,0.888211382113821,0.890243902439024,0.00203252032520329,9
"HEME_vs_CONTROL",7,2,"RF",10,0.939024390243902,0.939024390243902,0,9
"HEME_vs_CONTROL",7,2,"BinomialLasso",10,0.904471544715447,0.904471544715447,0,9
"HEME_vs_CONTROL",7,2,"Mahalanobis",10,0.884146341463415,0.884146341463415,0,9
"HEME_vs_CONTROL",7,3,"RF",10,0.934826883910387,0.936863543788187,0.00203665987780044,9
"HEME_vs_CONTROL",7,3,"BinomialLasso",10,0.904276985743381,0.906313645621181,0.00203665987780033,9
"HEME_vs_CONTROL",7,3,"Mahalanobis",10,0.89816700610998,0.892057026476578,-0.00610997963340132,9
"HEME_vs_CONTROL",7,4,"RF",10,0.93469387755102,0.93265306122449,-0.00204081632653064,8
"HEME_vs_CONTROL",7,4,"BinomialLasso",10,0.908163265306122,0.914285714285714,0.0061224489795918,8
"HEME_vs_CONTROL",7,4,"Mahalanobis",10,0.902040816326531,0.904081632653061,0.00204081632653053,8
"HEME_vs_CONTROL",7,5,"RF",10,0.924489795918367,0.924489795918367,0,9
"HEME_vs_CONTROL",7,5,"BinomialLasso",10,0.889795918367347,0.895918367346939,0.0061224489795918,9
"HEME_vs_CONTROL",7,5,"Mahalanobis",10,0.877551020408163,0.881632653061225,0.00408163265306127,9
"HEME_vs_CONTROL",8,1,"RF",10,0.951219512195122,0.951219512195122,0,9
"HEME_vs_CONTROL",8,1,"BinomialLasso",10,0.908536585365854,0.91260162601626,0.00406504065040647,9
"HEME_vs_CONTROL",8,1,"Mahalanobis",10,0.863821138211382,0.867886178861789,0.00406504065040658,9
"HEME_vs_CONTROL",8,2,"RF",10,0.934959349593496,0.932926829268293,-0.00203252032520318,9
"HEME_vs_CONTROL",8,2,"BinomialLasso",10,0.880081300813008,0.888211382113821,0.00813008130081294,9
"HEME_vs_CONTROL",8,2,"Mahalanobis",10,0.871951219512195,0.880081300813008,0.00813008130081305,9
"HEME_vs_CONTROL",8,3,"RF",10,0.924643584521385,0.928716904276986,0.00407331975560077,8
"HEME_vs_CONTROL",8,3,"BinomialLasso",10,0.90020366598778,0.90020366598778,0,8
"HEME_vs_CONTROL",8,3,"Mahalanobis",10,0.906313645621181,0.908350305498982,0.00203665987780044,8
"HEME_vs_CONTROL",8,4,"RF",10,0.928571428571429,0.930612244897959,0.00204081632653053,8
"HEME_vs_CONTROL",8,4,"BinomialLasso",10,0.893877551020408,0.9,0.00612244897959191,8
"HEME_vs_CONTROL",8,4,"Mahalanobis",10,0.879591836734694,0.883673469387755,0.00408163265306127,8
"HEME_vs_CONTROL",8,5,"RF",10,0.930612244897959,0.936734693877551,0.00612244897959191,9
"HEME_vs_CONTROL",8,5,"BinomialLasso",10,0.902040816326531,0.910204081632653,0.00816326530612244,9
"HEME_vs_CONTROL",8,5,"Mahalanobis",10,0.893877551020408,0.9,0.00612244897959191,9
"HEME_vs_CONTROL",9,1,"RF",10,0.941056910569106,0.943089430894309,0.00203252032520329,9
"HEME_vs_CONTROL",9,1,"BinomialLasso",10,0.914634146341463,0.904471544715447,-0.0101626016260163,9
"HEME_vs_CONTROL",9,1,"Mahalanobis",10,0.894308943089431,0.894308943089431,0,9
"HEME_vs_CONTROL",9,2,"RF",10,0.932926829268293,0.939024390243902,0.00609756097560965,9
"HEME_vs_CONTROL",9,2,"BinomialLasso",10,0.910569105691057,0.90650406504065,-0.00406504065040647,9
"HEME_vs_CONTROL",9,2,"Mahalanobis",10,0.880081300813008,0.884146341463415,0.00406504065040647,9
"HEME_vs_CONTROL",9,3,"RF",10,0.926680244399185,0.918533604887984,-0.00814663951120154,8
"HEME_vs_CONTROL",9,3,"BinomialLasso",10,0.894093686354379,0.90224032586558,0.00814663951120165,8
"HEME_vs_CONTROL",9,3,"Mahalanobis",10,0.883910386965377,0.877800407331976,-0.00610997963340132,8
"HEME_vs_CONTROL",9,4,"RF",10,0.926530612244898,0.93469387755102,0.00816326530612244,8
"HEME_vs_CONTROL",9,4,"BinomialLasso",10,0.891836734693878,0.9,0.00816326530612244,8
"HEME_vs_CONTROL",9,4,"Mahalanobis",10,0.889795918367347,0.895918367346939,0.0061224489795918,8
"HEME_vs_CONTROL",9,5,"RF",10,0.936734693877551,0.93265306122449,-0.00408163265306127,9
"HEME_vs_CONTROL",9,5,"BinomialLasso",10,0.893877551020408,0.893877551020408,0,9
"HEME_vs_CONTROL",9,5,"Mahalanobis",10,0.877551020408163,0.873469387755102,-0.00408163265306116,9
"HEME_vs_CONTROL",10,1,"RF",10,0.936991869918699,0.936991869918699,0,9
"HEME_vs_CONTROL",10,1,"BinomialLasso",10,0.900406504065041,0.902439024390244,0.00203252032520329,9
"HEME_vs_CONTROL",10,1,"Mahalanobis",10,0.888211382113821,0.890243902439024,0.00203252032520329,9
"HEME_vs_CONTROL",10,2,"RF",10,0.939024390243902,0.939024390243902,0,8
"HEME_vs_CONTROL",10,2,"BinomialLasso",10,0.902439024390244,0.904471544715447,0.00203252032520318,8
"HEME_vs_CONTROL",10,2,"Mahalanobis",10,0.886178861788618,0.892276422764228,0.00609756097560976,8
"HEME_vs_CONTROL",10,3,"RF",10,0.934826883910387,0.934826883910387,0,9
"HEME_vs_CONTROL",10,3,"BinomialLasso",10,0.890020366598778,0.887983706720978,-0.00203665987780044,9
"HEME_vs_CONTROL",10,3,"Mahalanobis",10,0.894093686354379,0.892057026476578,-0.00203665987780044,9
"HEME_vs_CONTROL",10,4,"RF",10,0.928571428571429,0.922448979591837,-0.00612244897959191,8
"HEME_vs_CONTROL",10,4,"BinomialLasso",10,0.9,0.904081632653061,0.00408163265306116,8
"HEME_vs_CONTROL",10,4,"Mahalanobis",10,0.863265306122449,0.869387755102041,0.0061224489795918,8
"HEME_vs_CONTROL",10,5,"RF",10,0.940816326530612,0.938775510204082,-0.00204081632653053,9
"HEME_vs_CONTROL",10,5,"BinomialLasso",10,0.9,0.906122448979592,0.0061224489795918,9
"HEME_vs_CONTROL",10,5,"Mahalanobis",10,0.879591836734694,0.883673469387755,0.00408163265306127,9
"HEME_vs_CONTROL",11,1,"RF",10,0.949186991869919,0.951219512195122,0.00203252032520318,9
"HEME_vs_CONTROL",11,1,"BinomialLasso",10,0.91869918699187,0.916666666666667,-0.00203252032520329,9
"HEME_vs_CONTROL",11,1,"Mahalanobis",10,0.890243902439024,0.890243902439024,0,9
"HEME_vs_CONTROL",11,2,"RF",10,0.902439024390244,0.910569105691057,0.00813008130081294,9
"HEME_vs_CONTROL",11,2,"BinomialLasso",10,0.886178861788618,0.888211382113821,0.00203252032520318,9
"HEME_vs_CONTROL",11,2,"Mahalanobis",10,0.880081300813008,0.865853658536585,-0.0142276422764228,9
"HEME_vs_CONTROL",11,3,"RF",10,0.934826883910387,0.936863543788187,0.00203665987780044,8
"HEME_vs_CONTROL",11,3,"BinomialLasso",10,0.89816700610998,0.90224032586558,0.00407331975560077,8
"HEME_vs_CONTROL",11,3,"Mahalanobis",10,0.890020366598778,0.892057026476578,0.00203665987780033,8
"HEME_vs_CONTROL",11,4,"RF",10,0.944897959183673,0.940816326530612,-0.00408163265306127,8
"HEME_vs_CONTROL",11,4,"BinomialLasso",10,0.891836734693878,0.897959183673469,0.0061224489795918,8
"HEME_vs_CONTROL",11,4,"Mahalanobis",10,0.883673469387755,0.887755102040816,0.00408163265306116,8
"HEME_vs_CONTROL",11,5,"RF",10,0.951020408163265,0.951020408163265,0,9
"HEME_vs_CONTROL",11,5,"BinomialLasso",10,0.916326530612245,0.912244897959184,-0.00408163265306127,9
"HEME_vs_CONTROL",11,5,"Mahalanobis",10,0.895918367346939,0.9,0.00408163265306127,9
"HEME_vs_CONTROL",12,1,"RF",10,0.920731707317073,0.920731707317073,0,9
"HEME_vs_CONTROL",12,1,"BinomialLasso",10,0.892276422764228,0.896341463414634,0.00406504065040647,9
"HEME_vs_CONTROL",12,1,"Mahalanobis",10,0.888211382113821,0.878048780487805,-0.0101626016260162,9
"HEME_vs_CONTROL",12,2,"RF",10,0.941056910569106,0.945121951219512,0.00406504065040647,9
"HEME_vs_CONTROL",12,2,"BinomialLasso",10,0.90650406504065,0.910569105691057,0.00406504065040647,9
"HEME_vs_CONTROL",12,2,"Mahalanobis",10,0.878048780487805,0.882113821138211,0.00406504065040647,9
"HEME_vs_CONTROL",12,3,"RF",10,0.914460285132383,0.914460285132383,0,8
"HEME_vs_CONTROL",12,3,"BinomialLasso",10,0.879837067209776,0.887983706720978,0.00814663951120165,8
"HEME_vs_CONTROL",12,3,"Mahalanobis",10,0.875763747454175,0.881873727087576,0.00610997963340121,8
"HEME_vs_CONTROL",12,4,"RF",10,0.944897959183673,0.944897959183673,0,9
"HEME_vs_CONTROL",12,4,"BinomialLasso",10,0.9,0.9,0,9
"HEME_vs_CONTROL",12,4,"Mahalanobis",10,0.897959183673469,0.904081632653061,0.0061224489795918,9
"HEME_vs_CONTROL",12,5,"RF",10,0.948979591836735,0.948979591836735,0,9
"HEME_vs_CONTROL",12,5,"BinomialLasso",10,0.912244897959184,0.918367346938776,0.00612244897959191,9
"HEME_vs_CONTROL",12,5,"Mahalanobis",10,0.908163265306122,0.902040816326531,-0.0061224489795918,9
"HEME_vs_CONTROL",13,1,"RF",10,0.93089430894309,0.93089430894309,0,8
"HEME_vs_CONTROL",13,1,"BinomialLasso",10,0.898373983739837,0.900406504065041,0.00203252032520329,8
"HEME_vs_CONTROL",13,1,"Mahalanobis",10,0.90650406504065,0.896341463414634,-0.0101626016260162,8
"HEME_vs_CONTROL",13,2,"RF",10,0.920731707317073,0.920731707317073,0,9
"HEME_vs_CONTROL",13,2,"BinomialLasso",10,0.888211382113821,0.898373983739837,0.0101626016260162,9
"HEME_vs_CONTROL",13,2,"Mahalanobis",10,0.886178861788618,0.884146341463415,-0.00203252032520329,9
"HEME_vs_CONTROL",13,3,"RF",10,0.967413441955194,0.969450101832994,0.00203665987780033,9
"HEME_vs_CONTROL",13,3,"BinomialLasso",10,0.920570264765784,0.922606924643585,0.00203665987780044,9
"HEME_vs_CONTROL",13,3,"Mahalanobis",10,0.904276985743381,0.908350305498982,0.00407331975560077,9
"HEME_vs_CONTROL",13,4,"RF",10,0.926530612244898,0.928571428571429,0.00204081632653064,8
"HEME_vs_CONTROL",13,4,"BinomialLasso",10,0.891836734693878,0.897959183673469,0.0061224489795918,8
"HEME_vs_CONTROL",13,4,"Mahalanobis",10,0.857142857142857,0.859183673469388,0.00204081632653064,8
"HEME_vs_CONTROL",13,5,"RF",10,0.920408163265306,0.924489795918367,0.00408163265306116,8
"HEME_vs_CONTROL",13,5,"BinomialLasso",10,0.875510204081633,0.889795918367347,0.0142857142857143,8
"HEME_vs_CONTROL",13,5,"Mahalanobis",10,0.869387755102041,0.86734693877551,-0.00204081632653064,8
"HEME_vs_CONTROL",14,1,"RF",10,0.939024390243902,0.947154471544715,0.00813008130081305,8
"HEME_vs_CONTROL",14,1,"BinomialLasso",10,0.902439024390244,0.908536585365854,0.00609756097560976,8
"HEME_vs_CONTROL",14,1,"Mahalanobis",10,0.902439024390244,0.900406504065041,-0.00203252032520329,8
"HEME_vs_CONTROL",14,2,"RF",10,0.92479674796748,0.934959349593496,0.0101626016260162,8
"HEME_vs_CONTROL",14,2,"BinomialLasso",10,0.867886178861789,0.876016260162602,0.00813008130081294,8
"HEME_vs_CONTROL",14,2,"Mahalanobis",10,0.873983739837398,0.876016260162602,0.00203252032520318,8
"HEME_vs_CONTROL",14,3,"RF",10,0.940936863543788,0.940936863543788,0,9
"HEME_vs_CONTROL",14,3,"BinomialLasso",10,0.90020366598778,0.908350305498982,0.00814663951120165,9
"HEME_vs_CONTROL",14,3,"Mahalanobis",10,0.890020366598778,0.896130346232179,0.00610997963340121,9
"HEME_vs_CONTROL",14,4,"RF",10,0.928571428571429,0.928571428571429,0,8
"HEME_vs_CONTROL",14,4,"BinomialLasso",10,0.906122448979592,0.906122448979592,0,8
"HEME_vs_CONTROL",14,4,"Mahalanobis",10,0.881632653061225,0.885714285714286,0.00408163265306116,8
"HEME_vs_CONTROL",14,5,"RF",10,0.930612244897959,0.930612244897959,0,9
"HEME_vs_CONTROL",14,5,"BinomialLasso",10,0.893877551020408,0.9,0.00612244897959191,9
"HEME_vs_CONTROL",14,5,"Mahalanobis",10,0.86734693877551,0.869387755102041,0.00204081632653064,9
"HEME_vs_CONTROL",15,1,"RF",10,0.939024390243902,0.932926829268293,-0.00609756097560965,8
"HEME_vs_CONTROL",15,1,"BinomialLasso",10,0.890243902439024,0.904471544715447,0.0142276422764227,8
"HEME_vs_CONTROL",15,1,"Mahalanobis",10,0.859756097560976,0.863821138211382,0.00406504065040647,8
"HEME_vs_CONTROL",15,2,"RF",10,0.928861788617886,0.928861788617886,0,9
"HEME_vs_CONTROL",15,2,"BinomialLasso",10,0.900406504065041,0.898373983739837,-0.00203252032520329,9
"HEME_vs_CONTROL",15,2,"Mahalanobis",10,0.882113821138211,0.886178861788618,0.00406504065040658,9
"HEME_vs_CONTROL",15,3,"RF",10,0.942973523421589,0.94704684317719,0.00407331975560088,9
