"task","repeat_id","outer_fold","inner_fold","t_end","lambda","log10_lambda","k_use","accuracy"
"NUC_vs_CONTROL",2,5,2,20,0.000166810053720006,-3.77777777777778,15,0.710622710622711
"NUC_vs_CONTROL",2,5,2,20,1e-04,-4,15,0.710622710622711
"NUC_vs_CONTROL",2,5,3,20,0.01,-2,16,0.712454212454212
"NUC_vs_CONTROL",2,5,3,20,0.00599484250318941,-2.22222222222222,16,0.714285714285714
"NUC_vs_CONTROL",2,5,3,20,0.00359381366380463,-2.44444444444444,16,0.716117216117216
"NUC_vs_CONTROL",2,5,3,20,0.00215443469003188,-2.66666666666667,16,0.712454212454212
"NUC_vs_CONTROL",2,5,3,20,0.00129154966501488,-2.88888888888889,16,0.708791208791209
"NUC_vs_CONTROL",2,5,3,20,0.000774263682681127,-3.11111111111111,16,0.708791208791209
"NUC_vs_CONTROL",2,5,3,20,0.000464158883361278,-3.33333333333333,16,0.708791208791209
"NUC_vs_CONTROL",2,5,3,20,0.000278255940220713,-3.55555555555556,16,0.710622710622711
"NUC_vs_CONTROL",2,5,3,20,0.000166810053720006,-3.77777777777778,16,0.708791208791209
"NUC_vs_CONTROL",2,5,3,20,1e-04,-4,16,0.708791208791209
"NUC_vs_CONTROL",2,5,4,20,0.01,-2,15,0.732110091743119
"NUC_vs_CONTROL",2,5,4,20,0.00599484250318941,-2.22222222222222,15,0.730275229357798
"NUC_vs_CONTROL",2,5,4,20,0.00359381366380463,-2.44444444444444,15,0.730275229357798
"NUC_vs_CONTROL",2,5,4,20,0.00215443469003188,-2.66666666666667,15,0.732110091743119
"NUC_vs_CONTROL",2,5,4,20,0.00129154966501488,-2.88888888888889,15,0.732110091743119
"NUC_vs_CONTROL",2,5,4,20,0.000774263682681127,-3.11111111111111,15,0.730275229357798
"NUC_vs_CONTROL",2,5,4,20,0.000464158883361278,-3.33333333333333,15,0.728440366972477
"NUC_vs_CONTROL",2,5,4,20,0.000278255940220713,-3.55555555555556,15,0.728440366972477
"NUC_vs_CONTROL",2,5,4,20,0.000166810053720006,-3.77777777777778,15,0.728440366972477
"NUC_vs_CONTROL",2,5,4,20,1e-04,-4,15,0.728440366972477
"NUC_vs_CONTROL",2,5,5,20,0.01,-2,15,0.737614678899083
"NUC_vs_CONTROL",2,5,5,20,0.00599484250318941,-2.22222222222222,15,0.737614678899083
"NUC_vs_CONTROL",2,5,5,20,0.00359381366380463,-2.44444444444444,15,0.732110091743119
"NUC_vs_CONTROL",2,5,5,20,0.00215443469003188,-2.66666666666667,15,0.726605504587156
"NUC_vs_CONTROL",2,5,5,20,0.00129154966501488,-2.88888888888889,15,0.728440366972477
"NUC_vs_CONTROL",2,5,5,20,0.000774263682681127,-3.11111111111111,15,0.730275229357798
"NUC_vs_CONTROL",2,5,5,20,0.000464158883361278,-3.33333333333333,15,0.730275229357798
"NUC_vs_CONTROL",2,5,5,20,0.000278255940220713,-3.55555555555556,15,0.730275229357798
"NUC_vs_CONTROL",2,5,5,20,0.000166810053720006,-3.77777777777778,15,0.730275229357798
"NUC_vs_CONTROL",2,5,5,20,1e-04,-4,15,0.730275229357798
"NUC_vs_CONTROL",3,1,1,6,0.01,-2,6,0.67032967032967
"NUC_vs_CONTROL",3,1,1,6,0.00599484250318941,-2.22222222222222,6,0.668498168498168
"NUC_vs_CONTROL",3,1,1,6,0.00359381366380463,-2.44444444444444,6,0.668498168498168
"NUC_vs_CONTROL",3,1,1,6,0.00215443469003188,-2.66666666666667,6,0.668498168498168
"NUC_vs_CONTROL",3,1,1,6,0.00129154966501488,-2.88888888888889,6,0.668498168498168
"NUC_vs_CONTROL",3,1,1,6,0.000774263682681127,-3.11111111111111,6,0.668498168498168
"NUC_vs_CONTROL",3,1,1,6,0.000464158883361278,-3.33333333333333,6,0.668498168498168
"NUC_vs_CONTROL",3,1,1,6,0.000278255940220713,-3.55555555555556,6,0.668498168498168
"NUC_vs_CONTROL",3,1,1,6,0.000166810053720006,-3.77777777777778,6,0.668498168498168
"NUC_vs_CONTROL",3,1,1,6,1e-04,-4,6,0.668498168498168
"NUC_vs_CONTROL",3,1,2,6,0.01,-2,6,0.611721611721612
"NUC_vs_CONTROL",3,1,2,6,0.00599484250318941,-2.22222222222222,6,0.619047619047619
"NUC_vs_CONTROL",3,1,2,6,0.00359381366380463,-2.44444444444444,6,0.63003663003663
"NUC_vs_CONTROL",3,1,2,6,0.00215443469003188,-2.66666666666667,6,0.633699633699634
"NUC_vs_CONTROL",3,1,2,6,0.00129154966501488,-2.88888888888889,6,0.633699633699634
"NUC_vs_CONTROL",3,1,2,6,0.000774263682681127,-3.11111111111111,6,0.633699633699634
"NUC_vs_CONTROL",3,1,2,6,0.000464158883361278,-3.33333333333333,6,0.633699633699634
"NUC_vs_CONTROL",3,1,2,6,0.000278255940220713,-3.55555555555556,6,0.633699633699634
"NUC_vs_CONTROL",3,1,2,6,0.000166810053720006,-3.77777777777778,6,0.633699633699634
"NUC_vs_CONTROL",3,1,2,6,1e-04,-4,6,0.633699633699634
"NUC_vs_CONTROL",3,1,3,6,0.01,-2,6,0.622018348623853
"NUC_vs_CONTROL",3,1,3,6,0.00599484250318941,-2.22222222222222,6,0.622018348623853
"NUC_vs_CONTROL",3,1,3,6,0.00359381366380463,-2.44444444444444,6,0.61651376146789
"NUC_vs_CONTROL",3,1,3,6,0.00215443469003188,-2.66666666666667,6,0.618348623853211
"NUC_vs_CONTROL",3,1,3,6,0.00129154966501488,-2.88888888888889,6,0.614678899082569
"NUC_vs_CONTROL",3,1,3,6,0.000774263682681127,-3.11111111111111,6,0.61651376146789
"NUC_vs_CONTROL",3,1,3,6,0.000464158883361278,-3.33333333333333,6,0.61651376146789
"NUC_vs_CONTROL",3,1,3,6,0.000278255940220713,-3.55555555555556,6,0.61651376146789
"NUC_vs_CONTROL",3,1,3,6,0.000166810053720006,-3.77777777777778,6,0.61651376146789
"NUC_vs_CONTROL",3,1,3,6,1e-04,-4,6,0.61651376146789
"NUC_vs_CONTROL",3,1,4,6,0.01,-2,6,0.634862385321101
"NUC_vs_CONTROL",3,1,4,6,0.00599484250318941,-2.22222222222222,6,0.631192660550459
