"task","repeat_id","outer_fold","inner_fold","t_end","lambda","log10_lambda","k_use","accuracy"
"NUC_vs_CONTROL",1,3,3,6,1e-04,-4,6,0.648351648351648
"NUC_vs_CONTROL",1,3,4,6,0.01,-2,6,0.644036697247706
"NUC_vs_CONTROL",1,3,4,6,0.00599484250318941,-2.22222222222222,6,0.636697247706422
"NUC_vs_CONTROL",1,3,4,6,0.00359381366380463,-2.44444444444444,6,0.634862385321101
"NUC_vs_CONTROL",1,3,4,6,0.00215443469003188,-2.66666666666667,6,0.634862385321101
"NUC_vs_CONTROL",1,3,4,6,0.00129154966501488,-2.88888888888889,6,0.638532110091743
"NUC_vs_CONTROL",1,3,4,6,0.000774263682681127,-3.11111111111111,6,0.638532110091743
"NUC_vs_CONTROL",1,3,4,6,0.000464158883361278,-3.33333333333333,6,0.638532110091743
"NUC_vs_CONTROL",1,3,4,6,0.000278255940220713,-3.55555555555556,6,0.638532110091743
"NUC_vs_CONTROL",1,3,4,6,0.000166810053720006,-3.77777777777778,6,0.636697247706422
"NUC_vs_CONTROL",1,3,4,6,1e-04,-4,6,0.636697247706422
"NUC_vs_CONTROL",1,3,5,6,0.01,-2,6,0.596330275229358
"NUC_vs_CONTROL",1,3,5,6,0.00599484250318941,-2.22222222222222,6,0.598165137614679
"NUC_vs_CONTROL",1,3,5,6,0.00359381366380463,-2.44444444444444,6,0.592660550458716
"NUC_vs_CONTROL",1,3,5,6,0.00215443469003188,-2.66666666666667,6,0.594495412844037
"NUC_vs_CONTROL",1,3,5,6,0.00129154966501488,-2.88888888888889,6,0.596330275229358
"NUC_vs_CONTROL",1,3,5,6,0.000774263682681127,-3.11111111111111,6,0.596330275229358
"NUC_vs_CONTROL",1,3,5,6,0.000464158883361278,-3.33333333333333,6,0.596330275229358
"NUC_vs_CONTROL",1,3,5,6,0.000278255940220713,-3.55555555555556,6,0.596330275229358
"NUC_vs_CONTROL",1,3,5,6,0.000166810053720006,-3.77777777777778,6,0.596330275229358
"NUC_vs_CONTROL",1,3,5,6,1e-04,-4,6,0.596330275229358
"NUC_vs_CONTROL",1,3,1,7,0.01,-2,7,0.661172161172161
"NUC_vs_CONTROL",1,3,1,7,0.00599484250318941,-2.22222222222222,7,0.661172161172161
"NUC_vs_CONTROL",1,3,1,7,0.00359381366380463,-2.44444444444444,7,0.657509157509158
"NUC_vs_CONTROL",1,3,1,7,0.00215443469003188,-2.66666666666667,7,0.659340659340659
"NUC_vs_CONTROL",1,3,1,7,0.00129154966501488,-2.88888888888889,7,0.659340659340659
"NUC_vs_CONTROL",1,3,1,7,0.000774263682681127,-3.11111111111111,7,0.657509157509158
"NUC_vs_CONTROL",1,3,1,7,0.000464158883361278,-3.33333333333333,7,0.657509157509158
"NUC_vs_CONTROL",1,3,1,7,0.000278255940220713,-3.55555555555556,7,0.657509157509158
"NUC_vs_CONTROL",1,3,1,7,0.000166810053720006,-3.77777777777778,7,0.657509157509158
"NUC_vs_CONTROL",1,3,1,7,1e-04,-4,7,0.657509157509158
"NUC_vs_CONTROL",1,3,2,7,0.01,-2,8,0.706959706959707
"NUC_vs_CONTROL",1,3,2,7,0.00599484250318941,-2.22222222222222,8,0.705128205128205
"NUC_vs_CONTROL",1,3,2,7,0.00359381366380463,-2.44444444444444,8,0.703296703296703
"NUC_vs_CONTROL",1,3,2,7,0.00215443469003188,-2.66666666666667,8,0.6996336996337
"NUC_vs_CONTROL",1,3,2,7,0.00129154966501488,-2.88888888888889,8,0.6996336996337
"NUC_vs_CONTROL",1,3,2,7,0.000774263682681127,-3.11111111111111,8,0.6996336996337
"NUC_vs_CONTROL",1,3,2,7,0.000464158883361278,-3.33333333333333,8,0.6996336996337
"NUC_vs_CONTROL",1,3,2,7,0.000278255940220713,-3.55555555555556,8,0.6996336996337
"NUC_vs_CONTROL",1,3,2,7,0.000166810053720006,-3.77777777777778,8,0.6996336996337
"NUC_vs_CONTROL",1,3,2,7,1e-04,-4,8,0.6996336996337
"NUC_vs_CONTROL",1,3,3,7,0.01,-2,8,0.686813186813187
"NUC_vs_CONTROL",1,3,3,7,0.00599484250318941,-2.22222222222222,8,0.694139194139194
"NUC_vs_CONTROL",1,3,3,7,0.00359381366380463,-2.44444444444444,8,0.694139194139194
"NUC_vs_CONTROL",1,3,3,7,0.00215443469003188,-2.66666666666667,8,0.692307692307692
"NUC_vs_CONTROL",1,3,3,7,0.00129154966501488,-2.88888888888889,8,0.692307692307692
"NUC_vs_CONTROL",1,3,3,7,0.000774263682681127,-3.11111111111111,8,0.695970695970696
"NUC_vs_CONTROL",1,3,3,7,0.000464158883361278,-3.33333333333333,8,0.695970695970696
"NUC_vs_CONTROL",1,3,3,7,0.000278255940220713,-3.55555555555556,8,0.697802197802198
"NUC_vs_CONTROL",1,3,3,7,0.000166810053720006,-3.77777777777778,8,0.697802197802198
"NUC_vs_CONTROL",1,3,3,7,1e-04,-4,8,0.697802197802198
"NUC_vs_CONTROL",1,3,4,7,0.01,-2,7,0.642201834862385
"NUC_vs_CONTROL",1,3,4,7,0.00599484250318941,-2.22222222222222,7,0.644036697247706
"NUC_vs_CONTROL",1,3,4,7,0.00359381366380463,-2.44444444444444,7,0.651376146788991
"NUC_vs_CONTROL",1,3,4,7,0.00215443469003188,-2.66666666666667,7,0.651376146788991
"NUC_vs_CONTROL",1,3,4,7,0.00129154966501488,-2.88888888888889,7,0.651376146788991
"NUC_vs_CONTROL",1,3,4,7,0.000774263682681127,-3.11111111111111,7,0.655045871559633
"NUC_vs_CONTROL",1,3,4,7,0.000464158883361278,-3.33333333333333,7,0.655045871559633
"NUC_vs_CONTROL",1,3,4,7,0.000278255940220713,-3.55555555555556,7,0.655045871559633
"NUC_vs_CONTROL",1,3,4,7,0.000166810053720006,-3.77777777777778,7,0.653211009174312
"NUC_vs_CONTROL",1,3,4,7,1e-04,-4,7,0.651376146788991
"NUC_vs_CONTROL",1,3,5,7,0.01,-2,7,0.622018348623853
"NUC_vs_CONTROL",1,3,5,7,0.00599484250318941,-2.22222222222222,7,0.623853211009174
"NUC_vs_CONTROL",1,3,5,7,0.00359381366380463,-2.44444444444444,7,0.623853211009174
"NUC_vs_CONTROL",1,3,5,7,0.00215443469003188,-2.66666666666667,7,0.623853211009174
"NUC_vs_CONTROL",1,3,5,7,0.00129154966501488,-2.88888888888889,7,0.622018348623853
"NUC_vs_CONTROL",1,3,5,7,0.000774263682681127,-3.11111111111111,7,0.618348623853211
"NUC_vs_CONTROL",1,3,5,7,0.000464158883361278,-3.33333333333333,7,0.618348623853211
"NUC_vs_CONTROL",1,3,5,7,0.000278255940220713,-3.55555555555556,7,0.620183486238532
"NUC_vs_CONTROL",1,3,5,7,0.000166810053720006,-3.77777777777778,7,0.620183486238532
"NUC_vs_CONTROL",1,3,5,7,1e-04,-4,7,0.620183486238532
"NUC_vs_CONTROL",1,3,1,8,0.01,-2,8,0.701465201465201
"NUC_vs_CONTROL",1,3,1,8,0.00599484250318941,-2.22222222222222,8,0.701465201465201
"NUC_vs_CONTROL",1,3,1,8,0.00359381366380463,-2.44444444444444,8,0.697802197802198
"NUC_vs_CONTROL",1,3,1,8,0.00215443469003188,-2.66666666666667,8,0.697802197802198
"NUC_vs_CONTROL",1,3,1,8,0.00129154966501488,-2.88888888888889,8,0.6996336996337
"NUC_vs_CONTROL",1,3,1,8,0.000774263682681127,-3.11111111111111,8,0.6996336996337
"NUC_vs_CONTROL",1,3,1,8,0.000464158883361278,-3.33333333333333,8,0.6996336996337
"NUC_vs_CONTROL",1,3,1,8,0.000278255940220713,-3.55555555555556,8,0.701465201465201
"NUC_vs_CONTROL",1,3,1,8,0.000166810053720006,-3.77777777777778,8,0.701465201465201
"NUC_vs_CONTROL",1,3,1,8,1e-04,-4,8,0.701465201465201
"NUC_vs_CONTROL",1,3,2,8,0.01,-2,8,0.710622710622711
"NUC_vs_CONTROL",1,3,2,8,0.00599484250318941,-2.22222222222222,8,0.705128205128205
"NUC_vs_CONTROL",1,3,2,8,0.00359381366380463,-2.44444444444444,8,0.701465201465201
"NUC_vs_CONTROL",1,3,2,8,0.00215443469003188,-2.66666666666667,8,0.701465201465201
"NUC_vs_CONTROL",1,3,2,8,0.00129154966501488,-2.88888888888889,8,0.703296703296703
"NUC_vs_CONTROL",1,3,2,8,0.000774263682681127,-3.11111111111111,8,0.705128205128205
"NUC_vs_CONTROL",1,3,2,8,0.000464158883361278,-3.33333333333333,8,0.705128205128205
"NUC_vs_CONTROL",1,3,2,8,0.000278255940220713,-3.55555555555556,8,0.706959706959707
"NUC_vs_CONTROL",1,3,2,8,0.000166810053720006,-3.77777777777778,8,0.706959706959707
"NUC_vs_CONTROL",1,3,2,8,1e-04,-4,8,0.706959706959707
"NUC_vs_CONTROL",1,3,3,8,0.01,-2,9,0.684981684981685
"NUC_vs_CONTROL",1,3,3,8,0.00599484250318941,-2.22222222222222,9,0.684981684981685
"NUC_vs_CONTROL",1,3,3,8,0.00359381366380463,-2.44444444444444,9,0.69047619047619
"NUC_vs_CONTROL",1,3,3,8,0.00215443469003188,-2.66666666666667,9,0.686813186813187
"NUC_vs_CONTROL",1,3,3,8,0.00129154966501488,-2.88888888888889,9,0.686813186813187
"NUC_vs_CONTROL",1,3,3,8,0.000774263682681127,-3.11111111111111,9,0.688644688644689
"NUC_vs_CONTROL",1,3,3,8,0.000464158883361278,-3.33333333333333,9,0.69047619047619
"NUC_vs_CONTROL",1,3,3,8,0.000278255940220713,-3.55555555555556,9,0.688644688644689
"NUC_vs_CONTROL",1,3,3,8,0.000166810053720006,-3.77777777777778,9,0.688644688644689
"NUC_vs_CONTROL",1,3,3,8,1e-04,-4,9,0.688644688644689
"NUC_vs_CONTROL",1,3,4,8,0.01,-2,8,0.686238532110092
"NUC_vs_CONTROL",1,3,4,8,0.00599484250318941,-2.22222222222222,8,0.686238532110092
"NUC_vs_CONTROL",1,3,4,8,0.00359381366380463,-2.44444444444444,8,0.689908256880734
"NUC_vs_CONTROL",1,3,4,8,0.00215443469003188,-2.66666666666667,8,0.684403669724771
"NUC_vs_CONTROL",1,3,4,8,0.00129154966501488,-2.88888888888889,8,0.686238532110092
"NUC_vs_CONTROL",1,3,4,8,0.000774263682681127,-3.11111111111111,8,0.686238532110092
"NUC_vs_CONTROL",1,3,4,8,0.000464158883361278,-3.33333333333333,8,0.686238532110092
"NUC_vs_CONTROL",1,3,4,8,0.000278255940220713,-3.55555555555556,8,0.686238532110092
"NUC_vs_CONTROL",1,3,4,8,0.000166810053720006,-3.77777777777778,8,0.686238532110092
"NUC_vs_CONTROL",1,3,4,8,1e-04,-4,8,0.686238532110092
"NUC_vs_CONTROL",1,3,5,8,0.01,-2,8,0.669724770642202
"NUC_vs_CONTROL",1,3,5,8,0.00599484250318941,-2.22222222222222,8,0.667889908256881
"NUC_vs_CONTROL",1,3,5,8,0.00359381366380463,-2.44444444444444,8,0.673394495412844
"NUC_vs_CONTROL",1,3,5,8,0.00215443469003188,-2.66666666666667,8,0.671559633027523
"NUC_vs_CONTROL",1,3,5,8,0.00129154966501488,-2.88888888888889,8,0.673394495412844
"NUC_vs_CONTROL",1,3,5,8,0.000774263682681127,-3.11111111111111,8,0.673394495412844
"NUC_vs_CONTROL",1,3,5,8,0.000464158883361278,-3.33333333333333,8,0.673394495412844
"NUC_vs_CONTROL",1,3,5,8,0.000278255940220713,-3.55555555555556,8,0.673394495412844
"NUC_vs_CONTROL",1,3,5,8,0.000166810053720006,-3.77777777777778,8,0.673394495412844
"NUC_vs_CONTROL",1,3,5,8,1e-04,-4,8,0.673394495412844
"NUC_vs_CONTROL",1,3,1,9,0.01,-2,9,0.67948717948718
"NUC_vs_CONTROL",1,3,1,9,0.00599484250318941,-2.22222222222222,9,0.688644688644689
"NUC_vs_CONTROL",1,3,1,9,0.00359381366380463,-2.44444444444444,9,0.684981684981685
"NUC_vs_CONTROL",1,3,1,9,0.00215443469003188,-2.66666666666667,9,0.688644688644689
"NUC_vs_CONTROL",1,3,1,9,0.00129154966501488,-2.88888888888889,9,0.692307692307692
"NUC_vs_CONTROL",1,3,1,9,0.000774263682681127,-3.11111111111111,9,0.692307692307692
"NUC_vs_CONTROL",1,3,1,9,0.000464158883361278,-3.33333333333333,9,0.694139194139194
"NUC_vs_CONTROL",1,3,1,9,0.000278255940220713,-3.55555555555556,9,0.694139194139194
"NUC_vs_CONTROL",1,3,1,9,0.000166810053720006,-3.77777777777778,9,0.694139194139194
"NUC_vs_CONTROL",1,3,1,9,1e-04,-4,9,0.694139194139194
"NUC_vs_CONTROL",1,3,2,9,0.01,-2,9,0.695970695970696
"NUC_vs_CONTROL",1,3,2,9,0.00599484250318941,-2.22222222222222,9,0.694139194139194
"NUC_vs_CONTROL",1,3,2,9,0.00359381366380463,-2.44444444444444,9,0.692307692307692
"NUC_vs_CONTROL",1,3,2,9,0.00215443469003188,-2.66666666666667,9,0.692307692307692
"NUC_vs_CONTROL",1,3,2,9,0.00129154966501488,-2.88888888888889,9,0.692307692307692
"NUC_vs_CONTROL",1,3,2,9,0.000774263682681127,-3.11111111111111,9,0.692307692307692
"NUC_vs_CONTROL",1,3,2,9,0.000464158883361278,-3.33333333333333,9,0.69047619047619
"NUC_vs_CONTROL",1,3,2,9,0.000278255940220713,-3.55555555555556,9,0.69047619047619
"NUC_vs_CONTROL",1,3,2,9,0.000166810053720006,-3.77777777777778,9,0.69047619047619
"NUC_vs_CONTROL",1,3,2,9,1e-04,-4,9,0.69047619047619
"NUC_vs_CONTROL",1,3,3,9,0.01,-2,9,0.684981684981685
"NUC_vs_CONTROL",1,3,3,9,0.00599484250318941,-2.22222222222222,9,0.686813186813187
"NUC_vs_CONTROL",1,3,3,9,0.00359381366380463,-2.44444444444444,9,0.688644688644689
"NUC_vs_CONTROL",1,3,3,9,0.00215443469003188,-2.66666666666667,9,0.686813186813187
"NUC_vs_CONTROL",1,3,3,9,0.00129154966501488,-2.88888888888889,9,0.686813186813187
"NUC_vs_CONTROL",1,3,3,9,0.000774263682681127,-3.11111111111111,9,0.686813186813187
"NUC_vs_CONTROL",1,3,3,9,0.000464158883361278,-3.33333333333333,9,0.686813186813187
"NUC_vs_CONTROL",1,3,3,9,0.000278255940220713,-3.55555555555556,9,0.688644688644689
"NUC_vs_CONTROL",1,3,3,9,0.000166810053720006,-3.77777777777778,9,0.688644688644689
"NUC_vs_CONTROL",1,3,3,9,1e-04,-4,9,0.688644688644689
"NUC_vs_CONTROL",1,3,4,9,0.01,-2,9,0.693577981651376
"NUC_vs_CONTROL",1,3,4,9,0.00599484250318941,-2.22222222222222,9,0.693577981651376
"NUC_vs_CONTROL",1,3,4,9,0.00359381366380463,-2.44444444444444,9,0.695412844036697
"NUC_vs_CONTROL",1,3,4,9,0.00215443469003188,-2.66666666666667,9,0.691743119266055
"NUC_vs_CONTROL",1,3,4,9,0.00129154966501488,-2.88888888888889,9,0.689908256880734
"NUC_vs_CONTROL",1,3,4,9,0.000774263682681127,-3.11111111111111,9,0.689908256880734
"NUC_vs_CONTROL",1,3,4,9,0.000464158883361278,-3.33333333333333,9,0.691743119266055
"NUC_vs_CONTROL",1,3,4,9,0.000278255940220713,-3.55555555555556,9,0.689908256880734
"NUC_vs_CONTROL",1,3,4,9,0.000166810053720006,-3.77777777777778,9,0.689908256880734
"NUC_vs_CONTROL",1,3,4,9,1e-04,-4,9,0.689908256880734
"NUC_vs_CONTROL",1,3,5,9,0.01,-2,9,0.68256880733945
"NUC_vs_CONTROL",1,3,5,9,0.00599484250318941,-2.22222222222222,9,0.678899082568807
"NUC_vs_CONTROL",1,3,5,9,0.00359381366380463,-2.44444444444444,9,0.675229357798165
"NUC_vs_CONTROL",1,3,5,9,0.00215443469003188,-2.66666666666667,9,0.671559633027523
"NUC_vs_CONTROL",1,3,5,9,0.00129154966501488,-2.88888888888889,9,0.677064220183486
"NUC_vs_CONTROL",1,3,5,9,0.000774263682681127,-3.11111111111111,9,0.678899082568807
"NUC_vs_CONTROL",1,3,5,9,0.000464158883361278,-3.33333333333333,9,0.678899082568807
"NUC_vs_CONTROL",1,3,5,9,0.000278255940220713,-3.55555555555556,9,0.678899082568807
"NUC_vs_CONTROL",1,3,5,9,0.000166810053720006,-3.77777777777778,9,0.678899082568807
"NUC_vs_CONTROL",1,3,5,9,1e-04,-4,9,0.678899082568807
"NUC_vs_CONTROL",1,3,1,10,0.01,-2,10,0.69047619047619
"NUC_vs_CONTROL",1,3,1,10,0.00599484250318941,-2.22222222222222,10,0.688644688644689
"NUC_vs_CONTROL",1,3,1,10,0.00359381366380463,-2.44444444444444,10,0.69047619047619
"NUC_vs_CONTROL",1,3,1,10,0.00215443469003188,-2.66666666666667,10,0.692307692307692
"NUC_vs_CONTROL",1,3,1,10,0.00129154966501488,-2.88888888888889,10,0.694139194139194
"NUC_vs_CONTROL",1,3,1,10,0.000774263682681127,-3.11111111111111,10,0.692307692307692
"NUC_vs_CONTROL",1,3,1,10,0.000464158883361278,-3.33333333333333,10,0.692307692307692
"NUC_vs_CONTROL",1,3,1,10,0.000278255940220713,-3.55555555555556,10,0.692307692307692
"NUC_vs_CONTROL",1,3,1,10,0.000166810053720006,-3.77777777777778,10,0.692307692307692
"NUC_vs_CONTROL",1,3,1,10,1e-04,-4,10,0.694139194139194
"NUC_vs_CONTROL",1,3,2,10,0.01,-2,10,0.6996336996337
"NUC_vs_CONTROL",1,3,2,10,0.00599484250318941,-2.22222222222222,10,0.6996336996337
"NUC_vs_CONTROL",1,3,2,10,0.00359381366380463,-2.44444444444444,10,0.705128205128205
"NUC_vs_CONTROL",1,3,2,10,0.00215443469003188,-2.66666666666667,10,0.706959706959707
"NUC_vs_CONTROL",1,3,2,10,0.00129154966501488,-2.88888888888889,10,0.706959706959707
"NUC_vs_CONTROL",1,3,2,10,0.000774263682681127,-3.11111111111111,10,0.708791208791209
"NUC_vs_CONTROL",1,3,2,10,0.000464158883361278,-3.33333333333333,10,0.710622710622711
"NUC_vs_CONTROL",1,3,2,10,0.000278255940220713,-3.55555555555556,10,0.710622710622711
"NUC_vs_CONTROL",1,3,2,10,0.000166810053720006,-3.77777777777778,10,0.710622710622711
"NUC_vs_CONTROL",1,3,2,10,1e-04,-4,10,0.710622710622711
"NUC_vs_CONTROL",1,3,3,10,0.01,-2,10,0.69047619047619
"NUC_vs_CONTROL",1,3,3,10,0.00599484250318941,-2.22222222222222,10,0.705128205128205
"NUC_vs_CONTROL",1,3,3,10,0.00359381366380463,-2.44444444444444,10,0.703296703296703
"NUC_vs_CONTROL",1,3,3,10,0.00215443469003188,-2.66666666666667,10,0.705128205128205
"NUC_vs_CONTROL",1,3,3,10,0.00129154966501488,-2.88888888888889,10,0.708791208791209
"NUC_vs_CONTROL",1,3,3,10,0.000774263682681127,-3.11111111111111,10,0.710622710622711
"NUC_vs_CONTROL",1,3,3,10,0.000464158883361278,-3.33333333333333,10,0.710622710622711
"NUC_vs_CONTROL",1,3,3,10,0.000278255940220713,-3.55555555555556,10,0.710622710622711
"NUC_vs_CONTROL",1,3,3,10,0.000166810053720006,-3.77777777777778,10,0.710622710622711
"NUC_vs_CONTROL",1,3,3,10,1e-04,-4,10,0.710622710622711
"NUC_vs_CONTROL",1,3,4,10,0.01,-2,10,0.693577981651376
"NUC_vs_CONTROL",1,3,4,10,0.00599484250318941,-2.22222222222222,10,0.693577981651376
"NUC_vs_CONTROL",1,3,4,10,0.00359381366380463,-2.44444444444444,10,0.693577981651376
"NUC_vs_CONTROL",1,3,4,10,0.00215443469003188,-2.66666666666667,10,0.697247706422018
"NUC_vs_CONTROL",1,3,4,10,0.00129154966501488,-2.88888888888889,10,0.699082568807339
"NUC_vs_CONTROL",1,3,4,10,0.000774263682681127,-3.11111111111111,10,0.697247706422018
"NUC_vs_CONTROL",1,3,4,10,0.000464158883361278,-3.33333333333333,10,0.697247706422018
"NUC_vs_CONTROL",1,3,4,10,0.000278255940220713,-3.55555555555556,10,0.697247706422018
"NUC_vs_CONTROL",1,3,4,10,0.000166810053720006,-3.77777777777778,10,0.697247706422018
"NUC_vs_CONTROL",1,3,4,10,1e-04,-4,10,0.697247706422018
"NUC_vs_CONTROL",1,3,5,10,0.01,-2,10,0.706422018348624
"NUC_vs_CONTROL",1,3,5,10,0.00599484250318941,-2.22222222222222,10,0.699082568807339
"NUC_vs_CONTROL",1,3,5,10,0.00359381366380463,-2.44444444444444,10,0.697247706422018
"NUC_vs_CONTROL",1,3,5,10,0.00215443469003188,-2.66666666666667,10,0.695412844036697
"NUC_vs_CONTROL",1,3,5,10,0.00129154966501488,-2.88888888888889,10,0.695412844036697
"NUC_vs_CONTROL",1,3,5,10,0.000774263682681127,-3.11111111111111,10,0.695412844036697
"NUC_vs_CONTROL",1,3,5,10,0.000464158883361278,-3.33333333333333,10,0.695412844036697
"NUC_vs_CONTROL",1,3,5,10,0.000278255940220713,-3.55555555555556,10,0.695412844036697
"NUC_vs_CONTROL",1,3,5,10,0.000166810053720006,-3.77777777777778,10,0.695412844036697
"NUC_vs_CONTROL",1,3,5,10,1e-04,-4,10,0.697247706422018
"NUC_vs_CONTROL",1,3,1,11,0.01,-2,10,0.694139194139194
"NUC_vs_CONTROL",1,3,1,11,0.00599484250318941,-2.22222222222222,10,0.692307692307692
"NUC_vs_CONTROL",1,3,1,11,0.00359381366380463,-2.44444444444444,10,0.694139194139194
"NUC_vs_CONTROL",1,3,1,11,0.00215443469003188,-2.66666666666667,10,0.695970695970696
"NUC_vs_CONTROL",1,3,1,11,0.00129154966501488,-2.88888888888889,10,0.695970695970696
"NUC_vs_CONTROL",1,3,1,11,0.000774263682681127,-3.11111111111111,10,0.697802197802198
"NUC_vs_CONTROL",1,3,1,11,0.000464158883361278,-3.33333333333333,10,0.697802197802198
"NUC_vs_CONTROL",1,3,1,11,0.000278255940220713,-3.55555555555556,10,0.6996336996337
"NUC_vs_CONTROL",1,3,1,11,0.000166810053720006,-3.77777777777778,10,0.6996336996337
"NUC_vs_CONTROL",1,3,1,11,1e-04,-4,10,0.6996336996337
"NUC_vs_CONTROL",1,3,2,11,0.01,-2,11,0.708791208791209
"NUC_vs_CONTROL",1,3,2,11,0.00599484250318941,-2.22222222222222,11,0.714285714285714
"NUC_vs_CONTROL",1,3,2,11,0.00359381366380463,-2.44444444444444,11,0.712454212454212
"NUC_vs_CONTROL",1,3,2,11,0.00215443469003188,-2.66666666666667,11,0.712454212454212
"NUC_vs_CONTROL",1,3,2,11,0.00129154966501488,-2.88888888888889,11,0.712454212454212
"NUC_vs_CONTROL",1,3,2,11,0.000774263682681127,-3.11111111111111,11,0.710622710622711
"NUC_vs_CONTROL",1,3,2,11,0.000464158883361278,-3.33333333333333,11,0.710622710622711
"NUC_vs_CONTROL",1,3,2,11,0.000278255940220713,-3.55555555555556,11,0.710622710622711
"NUC_vs_CONTROL",1,3,2,11,0.000166810053720006,-3.77777777777778,11,0.712454212454212
"NUC_vs_CONTROL",1,3,2,11,1e-04,-4,11,0.712454212454212
"NUC_vs_CONTROL",1,3,3,11,0.01,-2,11,0.701465201465201
"NUC_vs_CONTROL",1,3,3,11,0.00599484250318941,-2.22222222222222,11,0.703296703296703
"NUC_vs_CONTROL",1,3,3,11,0.00359381366380463,-2.44444444444444,11,0.703296703296703
"NUC_vs_CONTROL",1,3,3,11,0.00215443469003188,-2.66666666666667,11,0.703296703296703
"NUC_vs_CONTROL",1,3,3,11,0.00129154966501488,-2.88888888888889,11,0.701465201465201
"NUC_vs_CONTROL",1,3,3,11,0.000774263682681127,-3.11111111111111,11,0.701465201465201
"NUC_vs_CONTROL",1,3,3,11,0.000464158883361278,-3.33333333333333,11,0.703296703296703
"NUC_vs_CONTROL",1,3,3,11,0.000278255940220713,-3.55555555555556,11,0.703296703296703
"NUC_vs_CONTROL",1,3,3,11,0.000166810053720006,-3.77777777777778,11,0.703296703296703
"NUC_vs_CONTROL",1,3,3,11,1e-04,-4,11,0.703296703296703
"NUC_vs_CONTROL",1,3,4,11,0.01,-2,11,0.702752293577982
"NUC_vs_CONTROL",1,3,4,11,0.00599484250318941,-2.22222222222222,11,0.708256880733945
"NUC_vs_CONTROL",1,3,4,11,0.00359381366380463,-2.44444444444444,11,0.702752293577982
"NUC_vs_CONTROL",1,3,4,11,0.00215443469003188,-2.66666666666667,11,0.704587155963303
"NUC_vs_CONTROL",1,3,4,11,0.00129154966501488,-2.88888888888889,11,0.704587155963303
"NUC_vs_CONTROL",1,3,4,11,0.000774263682681127,-3.11111111111111,11,0.704587155963303
"NUC_vs_CONTROL",1,3,4,11,0.000464158883361278,-3.33333333333333,11,0.706422018348624
"NUC_vs_CONTROL",1,3,4,11,0.000278255940220713,-3.55555555555556,11,0.706422018348624
"NUC_vs_CONTROL",1,3,4,11,0.000166810053720006,-3.77777777777778,11,0.706422018348624
"NUC_vs_CONTROL",1,3,4,11,1e-04,-4,11,0.706422018348624
"NUC_vs_CONTROL",1,3,5,11,0.01,-2,11,0.710091743119266
"NUC_vs_CONTROL",1,3,5,11,0.00599484250318941,-2.22222222222222,11,0.708256880733945
"NUC_vs_CONTROL",1,3,5,11,0.00359381366380463,-2.44444444444444,11,0.710091743119266
"NUC_vs_CONTROL",1,3,5,11,0.00215443469003188,-2.66666666666667,11,0.711926605504587
"NUC_vs_CONTROL",1,3,5,11,0.00129154966501488,-2.88888888888889,11,0.711926605504587
"NUC_vs_CONTROL",1,3,5,11,0.000774263682681127,-3.11111111111111,11,0.711926605504587
"NUC_vs_CONTROL",1,3,5,11,0.000464158883361278,-3.33333333333333,11,0.711926605504587
"NUC_vs_CONTROL",1,3,5,11,0.000278255940220713,-3.55555555555556,11,0.711926605504587
"NUC_vs_CONTROL",1,3,5,11,0.000166810053720006,-3.77777777777778,11,0.711926605504587
"NUC_vs_CONTROL",1,3,5,11,1e-04,-4,11,0.711926605504587
"NUC_vs_CONTROL",1,3,1,12,0.01,-2,11,0.712454212454212
"NUC_vs_CONTROL",1,3,1,12,0.00599484250318941,-2.22222222222222,11,0.721611721611722
"NUC_vs_CONTROL",1,3,1,12,0.00359381366380463,-2.44444444444444,11,0.71978021978022
"NUC_vs_CONTROL",1,3,1,12,0.00215443469003188,-2.66666666666667,11,0.717948717948718
"NUC_vs_CONTROL",1,3,1,12,0.00129154966501488,-2.88888888888889,11,0.71978021978022
"NUC_vs_CONTROL",1,3,1,12,0.000774263682681127,-3.11111111111111,11,0.716117216117216
"NUC_vs_CONTROL",1,3,1,12,0.000464158883361278,-3.33333333333333,11,0.716117216117216
"NUC_vs_CONTROL",1,3,1,12,0.000278255940220713,-3.55555555555556,11,0.714285714285714
"NUC_vs_CONTROL",1,3,1,12,0.000166810053720006,-3.77777777777778,11,0.714285714285714
"NUC_vs_CONTROL",1,3,1,12,1e-04,-4,11,0.714285714285714
"NUC_vs_CONTROL",1,3,2,12,0.01,-2,11,0.714285714285714
"NUC_vs_CONTROL",1,3,2,12,0.00599484250318941,-2.22222222222222,11,0.717948717948718
"NUC_vs_CONTROL",1,3,2,12,0.00359381366380463,-2.44444444444444,11,0.723443223443223
"NUC_vs_CONTROL",1,3,2,12,0.00215443469003188,-2.66666666666667,11,0.71978021978022
"NUC_vs_CONTROL",1,3,2,12,0.00129154966501488,-2.88888888888889,11,0.716117216117216
"NUC_vs_CONTROL",1,3,2,12,0.000774263682681127,-3.11111111111111,11,0.716117216117216
"NUC_vs_CONTROL",1,3,2,12,0.000464158883361278,-3.33333333333333,11,0.716117216117216
"NUC_vs_CONTROL",1,3,2,12,0.000278255940220713,-3.55555555555556,11,0.714285714285714
"NUC_vs_CONTROL",1,3,2,12,0.000166810053720006,-3.77777777777778,11,0.714285714285714
"NUC_vs_CONTROL",1,3,2,12,1e-04,-4,11,0.714285714285714
