"repeat_id","fold_id","model","t_end","smooth_lambda_name","smooth_lambda","accuracy","k_use"
7,4,"MultinomialLasso",10,"1e-1",0.1,0.759776536312849,6
7,4,"Mahalanobis",10,"1e-1",0.1,0.525139664804469,6
7,5,"RF",10,"1e-4",1e-04,0.769662921348315,6
7,5,"MultinomialLasso",10,"1e-4",1e-04,0.797752808988764,6
7,5,"Mahalanobis",10,"1e-4",1e-04,0.595505617977528,6
7,5,"RF",10,"1e-3",0.001,0.764044943820225,6
7,5,"MultinomialLasso",10,"1e-3",0.001,0.797752808988764,6
7,5,"Mahalanobis",10,"1e-3",0.001,0.595505617977528,6
7,5,"RF",10,"1e-2",0.01,0.769662921348315,6
7,5,"MultinomialLasso",10,"1e-2",0.01,0.797752808988764,6
7,5,"Mahalanobis",10,"1e-2",0.01,0.595505617977528,6
7,5,"RF",10,"1e-1",0.1,0.769662921348315,6
7,5,"MultinomialLasso",10,"1e-1",0.1,0.797752808988764,6
7,5,"Mahalanobis",10,"1e-1",0.1,0.589887640449438,6
8,1,"RF",10,"1e-4",1e-04,0.78804347826087,6
8,1,"MultinomialLasso",10,"1e-4",1e-04,0.777173913043478,6
8,1,"Mahalanobis",10,"1e-4",1e-04,0.554347826086957,6
8,1,"RF",10,"1e-3",0.001,0.78804347826087,6
8,1,"MultinomialLasso",10,"1e-3",0.001,0.777173913043478,6
8,1,"Mahalanobis",10,"1e-3",0.001,0.554347826086957,6
8,1,"RF",10,"1e-2",0.01,0.78804347826087,6
8,1,"MultinomialLasso",10,"1e-2",0.01,0.777173913043478,6
8,1,"Mahalanobis",10,"1e-2",0.01,0.554347826086957,6
8,1,"RF",10,"1e-1",0.1,0.793478260869565,6
8,1,"MultinomialLasso",10,"1e-1",0.1,0.777173913043478,6
8,1,"Mahalanobis",10,"1e-1",0.1,0.554347826086957,6
8,2,"RF",10,"1e-4",1e-04,0.775956284153005,6
8,2,"MultinomialLasso",10,"1e-4",1e-04,0.748633879781421,6
8,2,"Mahalanobis",10,"1e-4",1e-04,0.540983606557377,6
8,2,"RF",10,"1e-3",0.001,0.770491803278688,6
8,2,"MultinomialLasso",10,"1e-3",0.001,0.748633879781421,6
8,2,"Mahalanobis",10,"1e-3",0.001,0.540983606557377,6
8,2,"RF",10,"1e-2",0.01,0.770491803278688,6
8,2,"MultinomialLasso",10,"1e-2",0.01,0.748633879781421,6
8,2,"Mahalanobis",10,"1e-2",0.01,0.540983606557377,6
8,2,"RF",10,"1e-1",0.1,0.765027322404372,6
8,2,"MultinomialLasso",10,"1e-1",0.1,0.748633879781421,6
8,2,"Mahalanobis",10,"1e-1",0.1,0.540983606557377,6
8,3,"RF",10,"1e-4",1e-04,0.738888888888889,6
8,3,"MultinomialLasso",10,"1e-4",1e-04,0.811111111111111,6
8,3,"Mahalanobis",10,"1e-4",1e-04,0.55,6
8,3,"RF",10,"1e-3",0.001,0.761111111111111,6
8,3,"MultinomialLasso",10,"1e-3",0.001,0.811111111111111,6
8,3,"Mahalanobis",10,"1e-3",0.001,0.55,6
8,3,"RF",10,"1e-2",0.01,0.75,6
8,3,"MultinomialLasso",10,"1e-2",0.01,0.811111111111111,6
8,3,"Mahalanobis",10,"1e-2",0.01,0.55,6
8,3,"RF",10,"1e-1",0.1,0.755555555555556,6
8,3,"MultinomialLasso",10,"1e-1",0.1,0.811111111111111,6
8,3,"Mahalanobis",10,"1e-1",0.1,0.55,6
8,4,"RF",10,"1e-4",1e-04,0.849162011173184,7
8,4,"MultinomialLasso",10,"1e-4",1e-04,0.787709497206704,7
8,4,"Mahalanobis",10,"1e-4",1e-04,0.581005586592179,7
8,4,"RF",10,"1e-3",0.001,0.843575418994413,6
8,4,"MultinomialLasso",10,"1e-3",0.001,0.782122905027933,6
8,4,"Mahalanobis",10,"1e-3",0.001,0.569832402234637,6
8,4,"RF",10,"1e-2",0.01,0.832402234636871,6
8,4,"MultinomialLasso",10,"1e-2",0.01,0.782122905027933,6
8,4,"Mahalanobis",10,"1e-2",0.01,0.569832402234637,6
8,4,"RF",10,"1e-1",0.1,0.832402234636871,6
8,4,"MultinomialLasso",10,"1e-1",0.1,0.782122905027933,6
8,4,"Mahalanobis",10,"1e-1",0.1,0.575418994413408,6
8,5,"RF",10,"1e-4",1e-04,0.780898876404494,6
8,5,"MultinomialLasso",10,"1e-4",1e-04,0.786516853932584,6
8,5,"Mahalanobis",10,"1e-4",1e-04,0.601123595505618,6
8,5,"RF",10,"1e-3",0.001,0.792134831460674,6
8,5,"MultinomialLasso",10,"1e-3",0.001,0.786516853932584,6
8,5,"Mahalanobis",10,"1e-3",0.001,0.601123595505618,6
8,5,"RF",10,"1e-2",0.01,0.797752808988764,6
8,5,"MultinomialLasso",10,"1e-2",0.01,0.786516853932584,6
8,5,"Mahalanobis",10,"1e-2",0.01,0.601123595505618,6
8,5,"RF",10,"1e-1",0.1,0.786516853932584,6
8,5,"MultinomialLasso",10,"1e-1",0.1,0.786516853932584,6
8,5,"Mahalanobis",10,"1e-1",0.1,0.601123595505618,6
9,1,"RF",10,"1e-4",1e-04,0.78804347826087,7
9,1,"MultinomialLasso",10,"1e-4",1e-04,0.831521739130435,7
9,1,"Mahalanobis",10,"1e-4",1e-04,0.581521739130435,7
9,1,"RF",10,"1e-3",0.001,0.78804347826087,6
9,1,"MultinomialLasso",10,"1e-3",0.001,0.820652173913043,6
9,1,"Mahalanobis",10,"1e-3",0.001,0.597826086956522,6
9,1,"RF",10,"1e-2",0.01,0.782608695652174,6
9,1,"MultinomialLasso",10,"1e-2",0.01,0.820652173913043,6
9,1,"Mahalanobis",10,"1e-2",0.01,0.597826086956522,6
9,1,"RF",10,"1e-1",0.1,0.777173913043478,6
9,1,"MultinomialLasso",10,"1e-1",0.1,0.820652173913043,6
9,1,"Mahalanobis",10,"1e-1",0.1,0.597826086956522,6
9,2,"RF",10,"1e-4",1e-04,0.759562841530055,6
9,2,"MultinomialLasso",10,"1e-4",1e-04,0.770491803278688,6
9,2,"Mahalanobis",10,"1e-4",1e-04,0.508196721311475,6
9,2,"RF",10,"1e-3",0.001,0.770491803278688,6
9,2,"MultinomialLasso",10,"1e-3",0.001,0.770491803278688,6
9,2,"Mahalanobis",10,"1e-3",0.001,0.508196721311475,6
9,2,"RF",10,"1e-2",0.01,0.754098360655738,6
9,2,"MultinomialLasso",10,"1e-2",0.01,0.770491803278688,6
9,2,"Mahalanobis",10,"1e-2",0.01,0.508196721311475,6
9,2,"RF",10,"1e-1",0.1,0.775956284153005,6
9,2,"MultinomialLasso",10,"1e-1",0.1,0.775956284153005,6
9,2,"Mahalanobis",10,"1e-1",0.1,0.508196721311475,6
9,3,"RF",10,"1e-4",1e-04,0.811111111111111,6
9,3,"MultinomialLasso",10,"1e-4",1e-04,0.766666666666667,6
9,3,"Mahalanobis",10,"1e-4",1e-04,0.633333333333333,6
9,3,"RF",10,"1e-3",0.001,0.811111111111111,6
9,3,"MultinomialLasso",10,"1e-3",0.001,0.766666666666667,6
9,3,"Mahalanobis",10,"1e-3",0.001,0.633333333333333,6
9,3,"RF",10,"1e-2",0.01,0.833333333333333,6
9,3,"MultinomialLasso",10,"1e-2",0.01,0.766666666666667,6
9,3,"Mahalanobis",10,"1e-2",0.01,0.633333333333333,6
9,3,"RF",10,"1e-1",0.1,0.794444444444444,6
9,3,"MultinomialLasso",10,"1e-1",0.1,0.766666666666667,6
9,3,"Mahalanobis",10,"1e-1",0.1,0.633333333333333,6
9,4,"RF",10,"1e-4",1e-04,0.815642458100559,6
9,4,"MultinomialLasso",10,"1e-4",1e-04,0.787709497206704,6
9,4,"Mahalanobis",10,"1e-4",1e-04,0.53072625698324,6
9,4,"RF",10,"1e-3",0.001,0.804469273743017,6
9,4,"MultinomialLasso",10,"1e-3",0.001,0.787709497206704,6
9,4,"Mahalanobis",10,"1e-3",0.001,0.53072625698324,6
9,4,"RF",10,"1e-2",0.01,0.798882681564246,6
9,4,"MultinomialLasso",10,"1e-2",0.01,0.787709497206704,6
9,4,"Mahalanobis",10,"1e-2",0.01,0.53072625698324,6
9,4,"RF",10,"1e-1",0.1,0.815642458100559,6
9,4,"MultinomialLasso",10,"1e-1",0.1,0.787709497206704,6
9,4,"Mahalanobis",10,"1e-1",0.1,0.53072625698324,6
9,5,"RF",10,"1e-4",1e-04,0.735955056179775,6
9,5,"MultinomialLasso",10,"1e-4",1e-04,0.758426966292135,6
9,5,"Mahalanobis",10,"1e-4",1e-04,0.595505617977528,6
9,5,"RF",10,"1e-3",0.001,0.719101123595506,6
9,5,"MultinomialLasso",10,"1e-3",0.001,0.758426966292135,6
9,5,"Mahalanobis",10,"1e-3",0.001,0.595505617977528,6
9,5,"RF",10,"1e-2",0.01,0.724719101123595,6
9,5,"MultinomialLasso",10,"1e-2",0.01,0.758426966292135,6
9,5,"Mahalanobis",10,"1e-2",0.01,0.595505617977528,6
9,5,"RF",10,"1e-1",0.1,0.735955056179775,6
9,5,"MultinomialLasso",10,"1e-1",0.1,0.758426966292135,6
9,5,"Mahalanobis",10,"1e-1",0.1,0.595505617977528,6
10,1,"RF",10,"1e-4",1e-04,0.78804347826087,7
10,1,"MultinomialLasso",10,"1e-4",1e-04,0.755434782608696,7
10,1,"Mahalanobis",10,"1e-4",1e-04,0.559782608695652,7
10,1,"RF",10,"1e-3",0.001,0.78804347826087,7
10,1,"MultinomialLasso",10,"1e-3",0.001,0.755434782608696,7
10,1,"Mahalanobis",10,"1e-3",0.001,0.559782608695652,7
10,1,"RF",10,"1e-2",0.01,0.760869565217391,6
10,1,"MultinomialLasso",10,"1e-2",0.01,0.75,6
10,1,"Mahalanobis",10,"1e-2",0.01,0.548913043478261,6
10,1,"RF",10,"1e-1",0.1,0.771739130434783,6
10,1,"MultinomialLasso",10,"1e-1",0.1,0.75,6
10,1,"Mahalanobis",10,"1e-1",0.1,0.548913043478261,6
10,2,"RF",10,"1e-4",1e-04,0.786885245901639,6
10,2,"MultinomialLasso",10,"1e-4",1e-04,0.80327868852459,6
10,2,"Mahalanobis",10,"1e-4",1e-04,0.546448087431694,6
10,2,"RF",10,"1e-3",0.001,0.792349726775956,6
10,2,"MultinomialLasso",10,"1e-3",0.001,0.80327868852459,6
10,2,"Mahalanobis",10,"1e-3",0.001,0.546448087431694,6
10,2,"RF",10,"1e-2",0.01,0.781420765027322,6
10,2,"MultinomialLasso",10,"1e-2",0.01,0.80327868852459,6
10,2,"Mahalanobis",10,"1e-2",0.01,0.546448087431694,6
10,2,"RF",10,"1e-1",0.1,0.80327868852459,6
10,2,"MultinomialLasso",10,"1e-1",0.1,0.80327868852459,6
10,2,"Mahalanobis",10,"1e-1",0.1,0.546448087431694,6
10,3,"RF",10,"1e-4",1e-04,0.744444444444444,6
10,3,"MultinomialLasso",10,"1e-4",1e-04,0.794444444444444,6
10,3,"Mahalanobis",10,"1e-4",1e-04,0.561111111111111,6
10,3,"RF",10,"1e-3",0.001,0.761111111111111,6
10,3,"MultinomialLasso",10,"1e-3",0.001,0.794444444444444,6
10,3,"Mahalanobis",10,"1e-3",0.001,0.561111111111111,6
10,3,"RF",10,"1e-2",0.01,0.761111111111111,6
10,3,"MultinomialLasso",10,"1e-2",0.01,0.794444444444444,6
10,3,"Mahalanobis",10,"1e-2",0.01,0.561111111111111,6
10,3,"RF",10,"1e-1",0.1,0.761111111111111,6
10,3,"MultinomialLasso",10,"1e-1",0.1,0.794444444444444,6
10,3,"Mahalanobis",10,"1e-1",0.1,0.561111111111111,6
10,4,"RF",10,"1e-4",1e-04,0.798882681564246,6
10,4,"MultinomialLasso",10,"1e-4",1e-04,0.776536312849162,6
10,4,"Mahalanobis",10,"1e-4",1e-04,0.597765363128492,6
10,4,"RF",10,"1e-3",0.001,0.810055865921788,6
10,4,"MultinomialLasso",10,"1e-3",0.001,0.776536312849162,6
10,4,"Mahalanobis",10,"1e-3",0.001,0.597765363128492,6
10,4,"RF",10,"1e-2",0.01,0.815642458100559,6
10,4,"MultinomialLasso",10,"1e-2",0.01,0.776536312849162,6
10,4,"Mahalanobis",10,"1e-2",0.01,0.597765363128492,6
10,4,"RF",10,"1e-1",0.1,0.815642458100559,6
10,4,"MultinomialLasso",10,"1e-1",0.1,0.776536312849162,6
10,4,"Mahalanobis",10,"1e-1",0.1,0.597765363128492,6
10,5,"RF",10,"1e-4",1e-04,0.808988764044944,6
10,5,"MultinomialLasso",10,"1e-4",1e-04,0.808988764044944,6
10,5,"Mahalanobis",10,"1e-4",1e-04,0.584269662921348,6
10,5,"RF",10,"1e-3",0.001,0.803370786516854,6
10,5,"MultinomialLasso",10,"1e-3",0.001,0.808988764044944,6
10,5,"Mahalanobis",10,"1e-3",0.001,0.584269662921348,6
10,5,"RF",10,"1e-2",0.01,0.808988764044944,6
10,5,"MultinomialLasso",10,"1e-2",0.01,0.808988764044944,6
10,5,"Mahalanobis",10,"1e-2",0.01,0.584269662921348,6
10,5,"RF",10,"1e-1",0.1,0.797752808988764,6
10,5,"MultinomialLasso",10,"1e-1",0.1,0.808988764044944,6
10,5,"Mahalanobis",10,"1e-1",0.1,0.578651685393258,6
11,1,"RF",10,"1e-4",1e-04,0.78804347826087,6
11,1,"MultinomialLasso",10,"1e-4",1e-04,0.777173913043478,6
11,1,"Mahalanobis",10,"1e-4",1e-04,0.58695652173913,6
11,1,"RF",10,"1e-3",0.001,0.760869565217391,6
11,1,"MultinomialLasso",10,"1e-3",0.001,0.777173913043478,6
11,1,"Mahalanobis",10,"1e-3",0.001,0.58695652173913,6
11,1,"RF",10,"1e-2",0.01,0.782608695652174,6
11,1,"MultinomialLasso",10,"1e-2",0.01,0.777173913043478,6
11,1,"Mahalanobis",10,"1e-2",0.01,0.58695652173913,6
11,1,"RF",10,"1e-1",0.1,0.766304347826087,6
11,1,"MultinomialLasso",10,"1e-1",0.1,0.777173913043478,6
11,1,"Mahalanobis",10,"1e-1",0.1,0.58695652173913,6
11,2,"RF",10,"1e-4",1e-04,0.781420765027322,6
11,2,"MultinomialLasso",10,"1e-4",1e-04,0.770491803278688,6
11,2,"Mahalanobis",10,"1e-4",1e-04,0.540983606557377,6
11,2,"RF",10,"1e-3",0.001,0.786885245901639,6
11,2,"MultinomialLasso",10,"1e-3",0.001,0.770491803278688,6
11,2,"Mahalanobis",10,"1e-3",0.001,0.540983606557377,6
11,2,"RF",10,"1e-2",0.01,0.775956284153005,6
11,2,"MultinomialLasso",10,"1e-2",0.01,0.770491803278688,6
11,2,"Mahalanobis",10,"1e-2",0.01,0.540983606557377,6
11,2,"RF",10,"1e-1",0.1,0.792349726775956,6
11,2,"MultinomialLasso",10,"1e-1",0.1,0.770491803278688,6
11,2,"Mahalanobis",10,"1e-1",0.1,0.546448087431694,6
11,3,"RF",10,"1e-4",1e-04,0.822222222222222,6
11,3,"MultinomialLasso",10,"1e-4",1e-04,0.783333333333333,6
11,3,"Mahalanobis",10,"1e-4",1e-04,0.577777777777778,6
11,3,"RF",10,"1e-3",0.001,0.816666666666667,6
11,3,"MultinomialLasso",10,"1e-3",0.001,0.783333333333333,6
11,3,"Mahalanobis",10,"1e-3",0.001,0.577777777777778,6
11,3,"RF",10,"1e-2",0.01,0.816666666666667,6
11,3,"MultinomialLasso",10,"1e-2",0.01,0.783333333333333,6
11,3,"Mahalanobis",10,"1e-2",0.01,0.577777777777778,6
11,3,"RF",10,"1e-1",0.1,0.816666666666667,6
11,3,"MultinomialLasso",10,"1e-1",0.1,0.783333333333333,6
11,3,"Mahalanobis",10,"1e-1",0.1,0.577777777777778,6
11,4,"RF",10,"1e-4",1e-04,0.76536312849162,6
11,4,"MultinomialLasso",10,"1e-4",1e-04,0.810055865921788,6
11,4,"Mahalanobis",10,"1e-4",1e-04,0.608938547486033,6
11,4,"RF",10,"1e-3",0.001,0.782122905027933,6
11,4,"MultinomialLasso",10,"1e-3",0.001,0.810055865921788,6
11,4,"Mahalanobis",10,"1e-3",0.001,0.608938547486033,6
11,4,"RF",10,"1e-2",0.01,0.787709497206704,6
11,4,"MultinomialLasso",10,"1e-2",0.01,0.810055865921788,6
11,4,"Mahalanobis",10,"1e-2",0.01,0.608938547486033,6
11,4,"RF",10,"1e-1",0.1,0.782122905027933,6
11,4,"MultinomialLasso",10,"1e-1",0.1,0.810055865921788,6
11,4,"Mahalanobis",10,"1e-1",0.1,0.608938547486033,6
11,5,"RF",10,"1e-4",1e-04,0.786516853932584,6
11,5,"MultinomialLasso",10,"1e-4",1e-04,0.769662921348315,6
11,5,"Mahalanobis",10,"1e-4",1e-04,0.567415730337079,6
11,5,"RF",10,"1e-3",0.001,0.797752808988764,6
11,5,"MultinomialLasso",10,"1e-3",0.001,0.769662921348315,6
11,5,"Mahalanobis",10,"1e-3",0.001,0.567415730337079,6
11,5,"RF",10,"1e-2",0.01,0.797752808988764,6
11,5,"MultinomialLasso",10,"1e-2",0.01,0.769662921348315,6
11,5,"Mahalanobis",10,"1e-2",0.01,0.567415730337079,6
11,5,"RF",10,"1e-1",0.1,0.797752808988764,6
11,5,"MultinomialLasso",10,"1e-1",0.1,0.769662921348315,6
11,5,"Mahalanobis",10,"1e-1",0.1,0.573033707865168,6
12,1,"RF",10,"1e-4",1e-04,0.847826086956522,6
12,1,"MultinomialLasso",10,"1e-4",1e-04,0.815217391304348,6
12,1,"Mahalanobis",10,"1e-4",1e-04,0.581521739130435,6
12,1,"RF",10,"1e-3",0.001,0.842391304347826,6
12,1,"MultinomialLasso",10,"1e-3",0.001,0.815217391304348,6
12,1,"Mahalanobis",10,"1e-3",0.001,0.581521739130435,6
12,1,"RF",10,"1e-2",0.01,0.847826086956522,6
12,1,"MultinomialLasso",10,"1e-2",0.01,0.815217391304348,6
12,1,"Mahalanobis",10,"1e-2",0.01,0.581521739130435,6
12,1,"RF",10,"1e-1",0.1,0.831521739130435,6
12,1,"MultinomialLasso",10,"1e-1",0.1,0.815217391304348,6
12,1,"Mahalanobis",10,"1e-1",0.1,0.581521739130435,6
12,2,"RF",10,"1e-4",1e-04,0.797814207650273,6
12,2,"MultinomialLasso",10,"1e-4",1e-04,0.781420765027322,6
12,2,"Mahalanobis",10,"1e-4",1e-04,0.568306010928962,6
12,2,"RF",10,"1e-3",0.001,0.781420765027322,6
12,2,"MultinomialLasso",10,"1e-3",0.001,0.781420765027322,6
12,2,"Mahalanobis",10,"1e-3",0.001,0.568306010928962,6
12,2,"RF",10,"1e-2",0.01,0.792349726775956,6
12,2,"MultinomialLasso",10,"1e-2",0.01,0.781420765027322,6
12,2,"Mahalanobis",10,"1e-2",0.01,0.562841530054645,6
12,2,"RF",10,"1e-1",0.1,0.792349726775956,6
12,2,"MultinomialLasso",10,"1e-1",0.1,0.781420765027322,6
12,2,"Mahalanobis",10,"1e-1",0.1,0.562841530054645,6
12,3,"RF",10,"1e-4",1e-04,0.783333333333333,6
12,3,"MultinomialLasso",10,"1e-4",1e-04,0.772222222222222,6
12,3,"Mahalanobis",10,"1e-4",1e-04,0.611111111111111,6
12,3,"RF",10,"1e-3",0.001,0.783333333333333,6
12,3,"MultinomialLasso",10,"1e-3",0.001,0.772222222222222,6
12,3,"Mahalanobis",10,"1e-3",0.001,0.611111111111111,6
12,3,"RF",10,"1e-2",0.01,0.783333333333333,6
12,3,"MultinomialLasso",10,"1e-2",0.01,0.772222222222222,6
12,3,"Mahalanobis",10,"1e-2",0.01,0.611111111111111,6
12,3,"RF",10,"1e-1",0.1,0.783333333333333,6
12,3,"MultinomialLasso",10,"1e-1",0.1,0.772222222222222,6
12,3,"Mahalanobis",10,"1e-1",0.1,0.611111111111111,6
12,4,"RF",10,"1e-4",1e-04,0.782122905027933,6
12,4,"MultinomialLasso",10,"1e-4",1e-04,0.748603351955307,6
12,4,"Mahalanobis",10,"1e-4",1e-04,0.636871508379888,6
12,4,"RF",10,"1e-3",0.001,0.776536312849162,6
12,4,"MultinomialLasso",10,"1e-3",0.001,0.748603351955307,6
12,4,"Mahalanobis",10,"1e-3",0.001,0.636871508379888,6
12,4,"RF",10,"1e-2",0.01,0.782122905027933,6
12,4,"MultinomialLasso",10,"1e-2",0.01,0.748603351955307,6
12,4,"Mahalanobis",10,"1e-2",0.01,0.636871508379888,6
12,4,"RF",10,"1e-1",0.1,0.782122905027933,6
12,4,"MultinomialLasso",10,"1e-1",0.1,0.748603351955307,6
12,4,"Mahalanobis",10,"1e-1",0.1,0.636871508379888,6
12,5,"RF",10,"1e-4",1e-04,0.797752808988764,6
12,5,"MultinomialLasso",10,"1e-4",1e-04,0.780898876404494,6
12,5,"Mahalanobis",10,"1e-4",1e-04,0.443820224719101,6
12,5,"RF",10,"1e-3",0.001,0.797752808988764,6
12,5,"MultinomialLasso",10,"1e-3",0.001,0.780898876404494,6
12,5,"Mahalanobis",10,"1e-3",0.001,0.443820224719101,6
12,5,"RF",10,"1e-2",0.01,0.797752808988764,6
12,5,"MultinomialLasso",10,"1e-2",0.01,0.780898876404494,6
12,5,"Mahalanobis",10,"1e-2",0.01,0.443820224719101,6
12,5,"RF",10,"1e-1",0.1,0.780898876404494,6
12,5,"MultinomialLasso",10,"1e-1",0.1,0.780898876404494,6
12,5,"Mahalanobis",10,"1e-1",0.1,0.443820224719101,6
13,1,"RF",10,"1e-4",1e-04,0.766304347826087,6
13,1,"MultinomialLasso",10,"1e-4",1e-04,0.766304347826087,6
13,1,"Mahalanobis",10,"1e-4",1e-04,0.570652173913043,6
13,1,"RF",10,"1e-3",0.001,0.755434782608696,6
13,1,"MultinomialLasso",10,"1e-3",0.001,0.766304347826087,6
13,1,"Mahalanobis",10,"1e-3",0.001,0.570652173913043,6
13,1,"RF",10,"1e-2",0.01,0.771739130434783,6
13,1,"MultinomialLasso",10,"1e-2",0.01,0.766304347826087,6
13,1,"Mahalanobis",10,"1e-2",0.01,0.570652173913043,6
13,1,"RF",10,"1e-1",0.1,0.777173913043478,6
13,1,"MultinomialLasso",10,"1e-1",0.1,0.766304347826087,6
13,1,"Mahalanobis",10,"1e-1",0.1,0.570652173913043,6
13,2,"RF",10,"1e-4",1e-04,0.814207650273224,6
13,2,"MultinomialLasso",10,"1e-4",1e-04,0.808743169398907,6
13,2,"Mahalanobis",10,"1e-4",1e-04,0.551912568306011,6
13,2,"RF",10,"1e-3",0.001,0.808743169398907,6
13,2,"MultinomialLasso",10,"1e-3",0.001,0.808743169398907,6
13,2,"Mahalanobis",10,"1e-3",0.001,0.551912568306011,6
13,2,"RF",10,"1e-2",0.01,0.80327868852459,6
13,2,"MultinomialLasso",10,"1e-2",0.01,0.808743169398907,6
13,2,"Mahalanobis",10,"1e-2",0.01,0.551912568306011,6
13,2,"RF",10,"1e-1",0.1,0.814207650273224,6
13,2,"MultinomialLasso",10,"1e-1",0.1,0.80327868852459,6
13,2,"Mahalanobis",10,"1e-1",0.1,0.551912568306011,6
13,3,"RF",10,"1e-4",1e-04,0.777777777777778,6
13,3,"MultinomialLasso",10,"1e-4",1e-04,0.777777777777778,6
13,3,"Mahalanobis",10,"1e-4",1e-04,0.561111111111111,6
13,3,"RF",10,"1e-3",0.001,0.777777777777778,6
13,3,"MultinomialLasso",10,"1e-3",0.001,0.777777777777778,6
13,3,"Mahalanobis",10,"1e-3",0.001,0.561111111111111,6
13,3,"RF",10,"1e-2",0.01,0.783333333333333,6
13,3,"MultinomialLasso",10,"1e-2",0.01,0.777777777777778,6
13,3,"Mahalanobis",10,"1e-2",0.01,0.561111111111111,6
13,3,"RF",10,"1e-1",0.1,0.772222222222222,6
13,3,"MultinomialLasso",10,"1e-1",0.1,0.783333333333333,6
13,3,"Mahalanobis",10,"1e-1",0.1,0.561111111111111,6
13,4,"RF",10,"1e-4",1e-04,0.715083798882682,6
13,4,"MultinomialLasso",10,"1e-4",1e-04,0.737430167597765,6
13,4,"Mahalanobis",10,"1e-4",1e-04,0.547486033519553,6
13,4,"RF",10,"1e-3",0.001,0.726256983240223,6
13,4,"MultinomialLasso",10,"1e-3",0.001,0.737430167597765,6
13,4,"Mahalanobis",10,"1e-3",0.001,0.547486033519553,6
13,4,"RF",10,"1e-2",0.01,0.726256983240223,6
13,4,"MultinomialLasso",10,"1e-2",0.01,0.737430167597765,6
13,4,"Mahalanobis",10,"1e-2",0.01,0.547486033519553,6
13,4,"RF",10,"1e-1",0.1,0.726256983240223,6
13,4,"MultinomialLasso",10,"1e-1",0.1,0.743016759776536,6
13,4,"Mahalanobis",10,"1e-1",0.1,0.547486033519553,6
13,5,"RF",10,"1e-4",1e-04,0.820224719101124,6
13,5,"MultinomialLasso",10,"1e-4",1e-04,0.803370786516854,6
13,5,"Mahalanobis",10,"1e-4",1e-04,0.623595505617977,6
13,5,"RF",10,"1e-3",0.001,0.814606741573034,6
13,5,"MultinomialLasso",10,"1e-3",0.001,0.803370786516854,6
13,5,"Mahalanobis",10,"1e-3",0.001,0.623595505617977,6
13,5,"RF",10,"1e-2",0.01,0.808988764044944,6
13,5,"MultinomialLasso",10,"1e-2",0.01,0.803370786516854,6
13,5,"Mahalanobis",10,"1e-2",0.01,0.623595505617977,6
13,5,"RF",10,"1e-1",0.1,0.808988764044944,6
13,5,"MultinomialLasso",10,"1e-1",0.1,0.792134831460674,6
13,5,"Mahalanobis",10,"1e-1",0.1,0.617977528089888,6
14,1,"RF",10,"1e-4",1e-04,0.809782608695652,6
14,1,"MultinomialLasso",10,"1e-4",1e-04,0.771739130434783,6
14,1,"Mahalanobis",10,"1e-4",1e-04,0.641304347826087,6
14,1,"RF",10,"1e-3",0.001,0.809782608695652,6
14,1,"MultinomialLasso",10,"1e-3",0.001,0.771739130434783,6
14,1,"Mahalanobis",10,"1e-3",0.001,0.641304347826087,6
14,1,"RF",10,"1e-2",0.01,0.804347826086957,6
14,1,"MultinomialLasso",10,"1e-2",0.01,0.771739130434783,6
14,1,"Mahalanobis",10,"1e-2",0.01,0.641304347826087,6
14,1,"RF",10,"1e-1",0.1,0.804347826086957,6
14,1,"MultinomialLasso",10,"1e-1",0.1,0.777173913043478,6
14,1,"Mahalanobis",10,"1e-1",0.1,0.641304347826087,6
14,2,"RF",10,"1e-4",1e-04,0.819672131147541,6
14,2,"MultinomialLasso",10,"1e-4",1e-04,0.792349726775956,6
14,2,"Mahalanobis",10,"1e-4",1e-04,0.612021857923497,6
14,2,"RF",10,"1e-3",0.001,0.814207650273224,6
14,2,"MultinomialLasso",10,"1e-3",0.001,0.792349726775956,6
14,2,"Mahalanobis",10,"1e-3",0.001,0.60655737704918,6
14,2,"RF",10,"1e-2",0.01,0.808743169398907,6
14,2,"MultinomialLasso",10,"1e-2",0.01,0.792349726775956,6
14,2,"Mahalanobis",10,"1e-2",0.01,0.60655737704918,6
14,2,"RF",10,"1e-1",0.1,0.808743169398907,6
14,2,"MultinomialLasso",10,"1e-1",0.1,0.797814207650273,6
14,2,"Mahalanobis",10,"1e-1",0.1,0.60655737704918,6
14,3,"RF",10,"1e-4",1e-04,0.772222222222222,6
14,3,"MultinomialLasso",10,"1e-4",1e-04,0.727777777777778,6
14,3,"Mahalanobis",10,"1e-4",1e-04,0.561111111111111,6
14,3,"RF",10,"1e-3",0.001,0.772222222222222,6
14,3,"MultinomialLasso",10,"1e-3",0.001,0.727777777777778,6
14,3,"Mahalanobis",10,"1e-3",0.001,0.561111111111111,6
14,3,"RF",10,"1e-2",0.01,0.783333333333333,6
14,3,"MultinomialLasso",10,"1e-2",0.01,0.727777777777778,6
14,3,"Mahalanobis",10,"1e-2",0.01,0.561111111111111,6
14,3,"RF",10,"1e-1",0.1,0.772222222222222,6
14,3,"MultinomialLasso",10,"1e-1",0.1,0.727777777777778,6
14,3,"Mahalanobis",10,"1e-1",0.1,0.561111111111111,6
14,4,"RF",10,"1e-4",1e-04,0.748603351955307,6
14,4,"MultinomialLasso",10,"1e-4",1e-04,0.76536312849162,6
