"repeat_id","outer_fold","inner_fold","t_end","lambda","log10_lambda","k_use","accuracy"
1,1,4,6,0.000464158883361278,-3.33333333333333,4,0.788732394366197
1,1,4,6,0.000278255940220713,-3.55555555555556,4,0.788732394366197
1,1,4,6,0.000166810053720006,-3.77777777777778,4,0.788732394366197
1,1,4,6,1e-04,-4,4,0.788732394366197
1,1,5,6,0.01,-2,4,0.709219858156028
1,1,5,6,0.00599484250318941,-2.22222222222222,4,0.709219858156028
1,1,5,6,0.00359381366380463,-2.44444444444444,4,0.723404255319149
1,1,5,6,0.00215443469003188,-2.66666666666667,4,0.75177304964539
1,1,5,6,0.00129154966501488,-2.88888888888889,4,0.73758865248227
1,1,5,6,0.000774263682681127,-3.11111111111111,4,0.73758865248227
1,1,5,6,0.000464158883361278,-3.33333333333333,4,0.75177304964539
1,1,5,6,0.000278255940220713,-3.55555555555556,4,0.75886524822695
1,1,5,6,0.000166810053720006,-3.77777777777778,4,0.773049645390071
1,1,5,6,1e-04,-4,4,0.773049645390071
1,1,1,7,0.01,-2,5,0.707482993197279
1,1,1,7,0.00599484250318941,-2.22222222222222,5,0.714285714285714
1,1,1,7,0.00359381366380463,-2.44444444444444,5,0.714285714285714
1,1,1,7,0.00215443469003188,-2.66666666666667,5,0.727891156462585
1,1,1,7,0.00129154966501488,-2.88888888888889,5,0.73469387755102
1,1,1,7,0.000774263682681127,-3.11111111111111,5,0.73469387755102
1,1,1,7,0.000464158883361278,-3.33333333333333,5,0.73469387755102
1,1,1,7,0.000278255940220713,-3.55555555555556,5,0.727891156462585
1,1,1,7,0.000166810053720006,-3.77777777777778,5,0.727891156462585
1,1,1,7,1e-04,-4,5,0.727891156462585
1,1,2,7,0.01,-2,5,0.719178082191781
1,1,2,7,0.00599484250318941,-2.22222222222222,5,0.76027397260274
1,1,2,7,0.00359381366380463,-2.44444444444444,5,0.773972602739726
1,1,2,7,0.00215443469003188,-2.66666666666667,5,0.787671232876712
1,1,2,7,0.00129154966501488,-2.88888888888889,5,0.787671232876712
1,1,2,7,0.000774263682681127,-3.11111111111111,5,0.787671232876712
1,1,2,7,0.000464158883361278,-3.33333333333333,5,0.787671232876712
1,1,2,7,0.000278255940220713,-3.55555555555556,5,0.787671232876712
1,1,2,7,0.000166810053720006,-3.77777777777778,5,0.787671232876712
1,1,2,7,1e-04,-4,5,0.787671232876712
1,1,3,7,0.01,-2,5,0.743055555555556
1,1,3,7,0.00599484250318941,-2.22222222222222,5,0.763888888888889
1,1,3,7,0.00359381366380463,-2.44444444444444,5,0.770833333333333
1,1,3,7,0.00215443469003188,-2.66666666666667,5,0.756944444444444
1,1,3,7,0.00129154966501488,-2.88888888888889,5,0.784722222222222
1,1,3,7,0.000774263682681127,-3.11111111111111,5,0.770833333333333
1,1,3,7,0.000464158883361278,-3.33333333333333,5,0.770833333333333
