"t_end","fold","classifier","accuracy","k_use"
14,1,"MultinomialLasso",0.728260869565217,8
14,1,"Mahalanobis",0.635869565217391,8
14,2,"RF",0.759562841530055,8
14,2,"MultinomialLasso",0.759562841530055,8
14,2,"Mahalanobis",0.53551912568306,8
14,3,"RF",0.755555555555556,8
14,3,"MultinomialLasso",0.777777777777778,8
14,3,"Mahalanobis",0.516666666666667,8
14,4,"RF",0.782122905027933,8
14,4,"MultinomialLasso",0.810055865921788,8
14,4,"Mahalanobis",0.502793296089385,8
14,5,"RF",0.752808988764045,8
14,5,"MultinomialLasso",0.752808988764045,8
14,5,"Mahalanobis",0.595505617977528,8
14.2,1,"RF",0.75,8
14.2,1,"MultinomialLasso",0.733695652173913,8
14.2,1,"Mahalanobis",0.641304347826087,8
14.2,2,"RF",0.759562841530055,8
14.2,2,"MultinomialLasso",0.748633879781421,8
14.2,2,"Mahalanobis",0.53551912568306,8
14.2,3,"RF",0.755555555555556,8
14.2,3,"MultinomialLasso",0.777777777777778,8
14.2,3,"Mahalanobis",0.522222222222222,8
14.2,4,"RF",0.787709497206704,8
14.2,4,"MultinomialLasso",0.798882681564246,8
14.2,4,"Mahalanobis",0.508379888268156,8
14.2,5,"RF",0.758426966292135,8
14.2,5,"MultinomialLasso",0.752808988764045,8
14.2,5,"Mahalanobis",0.595505617977528,8
14.4,1,"RF",0.760869565217391,8
14.4,1,"MultinomialLasso",0.733695652173913,8
14.4,1,"Mahalanobis",0.630434782608696,8
14.4,2,"RF",0.748633879781421,8
14.4,2,"MultinomialLasso",0.743169398907104,8
14.4,2,"Mahalanobis",0.540983606557377,8
14.4,3,"RF",0.744444444444444,8
14.4,3,"MultinomialLasso",0.772222222222222,8
14.4,3,"Mahalanobis",0.522222222222222,8
14.4,4,"RF",0.793296089385475,8
14.4,4,"MultinomialLasso",0.793296089385475,8
14.4,4,"Mahalanobis",0.508379888268156,8
14.4,5,"RF",0.741573033707865,8
14.4,5,"MultinomialLasso",0.752808988764045,8
14.4,5,"Mahalanobis",0.595505617977528,8
14.6,1,"RF",0.739130434782609,8
14.6,1,"MultinomialLasso",0.733695652173913,8
14.6,1,"Mahalanobis",0.635869565217391,8
14.6,2,"RF",0.759562841530055,8
14.6,2,"MultinomialLasso",0.748633879781421,8
14.6,2,"Mahalanobis",0.530054644808743,8
14.6,3,"RF",0.755555555555556,8
14.6,3,"MultinomialLasso",0.766666666666667,8
14.6,3,"Mahalanobis",0.522222222222222,8
14.6,4,"RF",0.793296089385475,8
14.6,4,"MultinomialLasso",0.787709497206704,8
14.6,4,"Mahalanobis",0.502793296089385,8
14.6,5,"RF",0.764044943820225,8
14.6,5,"MultinomialLasso",0.752808988764045,8
14.6,5,"Mahalanobis",0.606741573033708,8
14.8,1,"RF",0.766304347826087,8
14.8,1,"MultinomialLasso",0.733695652173913,8
14.8,1,"Mahalanobis",0.625,8
14.8,2,"RF",0.759562841530055,8
14.8,2,"MultinomialLasso",0.743169398907104,8
14.8,2,"Mahalanobis",0.530054644808743,8
14.8,3,"RF",0.761111111111111,8
14.8,3,"MultinomialLasso",0.772222222222222,8
14.8,3,"Mahalanobis",0.533333333333333,8
14.8,4,"RF",0.804469273743017,8
14.8,4,"MultinomialLasso",0.793296089385475,8
14.8,4,"Mahalanobis",0.497206703910615,8
14.8,5,"RF",0.769662921348315,8
14.8,5,"MultinomialLasso",0.752808988764045,8
14.8,5,"Mahalanobis",0.612359550561798,8
15,1,"RF",0.75,8
15,1,"MultinomialLasso",0.744565217391304,8
15,1,"Mahalanobis",0.625,8
15,2,"RF",0.759562841530055,8
15,2,"MultinomialLasso",0.743169398907104,8
15,2,"Mahalanobis",0.530054644808743,8
15,3,"RF",0.755555555555556,8
15,3,"MultinomialLasso",0.772222222222222,8
15,3,"Mahalanobis",0.538888888888889,8
15,4,"RF",0.804469273743017,8
15,4,"MultinomialLasso",0.793296089385475,8
15,4,"Mahalanobis",0.497206703910615,8
15,5,"RF",0.780898876404494,8
15,5,"MultinomialLasso",0.764044943820225,8
15,5,"Mahalanobis",0.612359550561798,8
15.2,1,"RF",0.744565217391304,8
15.2,1,"MultinomialLasso",0.739130434782609,8
15.2,1,"Mahalanobis",0.625,8
15.2,2,"RF",0.765027322404372,8
15.2,2,"MultinomialLasso",0.754098360655738,8
15.2,2,"Mahalanobis",0.53551912568306,8
15.2,3,"RF",0.75,8
15.2,3,"MultinomialLasso",0.772222222222222,8
15.2,3,"Mahalanobis",0.538888888888889,8
15.2,4,"RF",0.787709497206704,8
15.2,4,"MultinomialLasso",0.793296089385475,8
15.2,4,"Mahalanobis",0.497206703910615,8
15.2,5,"RF",0.752808988764045,8
15.2,5,"MultinomialLasso",0.764044943820225,8
15.2,5,"Mahalanobis",0.617977528089888,8
15.4,1,"RF",0.744565217391304,8
15.4,1,"MultinomialLasso",0.744565217391304,8
15.4,1,"Mahalanobis",0.619565217391304,8
15.4,2,"RF",0.765027322404372,8
15.4,2,"MultinomialLasso",0.754098360655738,8
15.4,2,"Mahalanobis",0.53551912568306,8
15.4,3,"RF",0.75,8
15.4,3,"MultinomialLasso",0.772222222222222,8
15.4,3,"Mahalanobis",0.544444444444444,8
15.4,4,"RF",0.798882681564246,8
15.4,4,"MultinomialLasso",0.787709497206704,8
15.4,4,"Mahalanobis",0.502793296089385,8
15.4,5,"RF",0.758426966292135,8
15.4,5,"MultinomialLasso",0.764044943820225,8
15.4,5,"Mahalanobis",0.617977528089888,8
15.6,1,"RF",0.733695652173913,8
15.6,1,"MultinomialLasso",0.744565217391304,8
15.6,1,"Mahalanobis",0.619565217391304,8
15.6,2,"RF",0.759562841530055,8
15.6,2,"MultinomialLasso",0.743169398907104,8
15.6,2,"Mahalanobis",0.53551912568306,8
15.6,3,"RF",0.761111111111111,8
15.6,3,"MultinomialLasso",0.777777777777778,8
15.6,3,"Mahalanobis",0.544444444444444,8
15.6,4,"RF",0.810055865921788,8
15.6,4,"MultinomialLasso",0.798882681564246,8
15.6,4,"Mahalanobis",0.502793296089385,8
15.6,5,"RF",0.780898876404494,8
15.6,5,"MultinomialLasso",0.775280898876405,8
15.6,5,"Mahalanobis",0.623595505617977,8
15.8,1,"RF",0.75,8
15.8,1,"MultinomialLasso",0.75,8
15.8,1,"Mahalanobis",0.619565217391304,8
15.8,2,"RF",0.759562841530055,8
15.8,2,"MultinomialLasso",0.737704918032787,8
15.8,2,"Mahalanobis",0.530054644808743,8
15.8,3,"RF",0.777777777777778,8
15.8,3,"MultinomialLasso",0.777777777777778,8
15.8,3,"Mahalanobis",0.544444444444444,8
15.8,4,"RF",0.798882681564246,8
15.8,4,"MultinomialLasso",0.793296089385475,8
15.8,4,"Mahalanobis",0.508379888268156,8
15.8,5,"RF",0.769662921348315,8
15.8,5,"MultinomialLasso",0.769662921348315,8
15.8,5,"Mahalanobis",0.617977528089888,8
16,1,"RF",0.733695652173913,8
16,1,"MultinomialLasso",0.75,8
16,1,"Mahalanobis",0.619565217391304,8
16,2,"RF",0.743169398907104,8
16,2,"MultinomialLasso",0.73224043715847,8
16,2,"Mahalanobis",0.524590163934426,8
16,3,"RF",0.788888888888889,8
16,3,"MultinomialLasso",0.772222222222222,8
16,3,"Mahalanobis",0.55,8
16,4,"RF",0.793296089385475,8
16,4,"MultinomialLasso",0.798882681564246,8
16,4,"Mahalanobis",0.519553072625698,8
16,5,"RF",0.792134831460674,9
16,5,"MultinomialLasso",0.758426966292135,9
16,5,"Mahalanobis",0.595505617977528,9
16.2,1,"RF",0.733695652173913,8
16.2,1,"MultinomialLasso",0.75,8
16.2,1,"Mahalanobis",0.614130434782609,8
16.2,2,"RF",0.748633879781421,8
16.2,2,"MultinomialLasso",0.743169398907104,8
16.2,2,"Mahalanobis",0.524590163934426,8
16.2,3,"RF",0.805555555555556,8
16.2,3,"MultinomialLasso",0.772222222222222,8
16.2,3,"Mahalanobis",0.555555555555556,8
16.2,4,"RF",0.793296089385475,9
16.2,4,"MultinomialLasso",0.82122905027933,9
16.2,4,"Mahalanobis",0.536312849162011,9
16.2,5,"RF",0.769662921348315,9
16.2,5,"MultinomialLasso",0.764044943820225,9
16.2,5,"Mahalanobis",0.601123595505618,9
16.4,1,"RF",0.733695652173913,8
16.4,1,"MultinomialLasso",0.755434782608696,8
16.4,1,"Mahalanobis",0.608695652173913,8
16.4,2,"RF",0.748633879781421,9
16.4,2,"MultinomialLasso",0.781420765027322,9
16.4,2,"Mahalanobis",0.519125683060109,9
16.4,3,"RF",0.772222222222222,9
16.4,3,"MultinomialLasso",0.755555555555556,9
16.4,3,"Mahalanobis",0.55,9
16.4,4,"RF",0.798882681564246,9
16.4,4,"MultinomialLasso",0.826815642458101,9
16.4,4,"Mahalanobis",0.536312849162011,9
16.4,5,"RF",0.792134831460674,9
16.4,5,"MultinomialLasso",0.764044943820225,9
16.4,5,"Mahalanobis",0.601123595505618,9
16.6,1,"RF",0.739130434782609,9
16.6,1,"MultinomialLasso",0.722826086956522,9
16.6,1,"Mahalanobis",0.625,9
16.6,2,"RF",0.781420765027322,9
16.6,2,"MultinomialLasso",0.770491803278688,9
16.6,2,"Mahalanobis",0.524590163934426,9
16.6,3,"RF",0.772222222222222,9
16.6,3,"MultinomialLasso",0.755555555555556,9
16.6,3,"Mahalanobis",0.544444444444444,9
16.6,4,"RF",0.793296089385475,9
16.6,4,"MultinomialLasso",0.826815642458101,9
16.6,4,"Mahalanobis",0.536312849162011,9
16.6,5,"RF",0.792134831460674,9
16.6,5,"MultinomialLasso",0.758426966292135,9
16.6,5,"Mahalanobis",0.606741573033708,9
16.8,1,"RF",0.739130434782609,9
16.8,1,"MultinomialLasso",0.717391304347826,9
16.8,1,"Mahalanobis",0.625,9
16.8,2,"RF",0.781420765027322,9
16.8,2,"MultinomialLasso",0.748633879781421,9
16.8,2,"Mahalanobis",0.530054644808743,9
16.8,3,"RF",0.755555555555556,9
16.8,3,"MultinomialLasso",0.755555555555556,9
16.8,3,"Mahalanobis",0.544444444444444,9
16.8,4,"RF",0.793296089385475,9
16.8,4,"MultinomialLasso",0.82122905027933,9
16.8,4,"Mahalanobis",0.53072625698324,9
16.8,5,"RF",0.797752808988764,9
16.8,5,"MultinomialLasso",0.758426966292135,9
16.8,5,"Mahalanobis",0.606741573033708,9
17,1,"RF",0.722826086956522,9
17,1,"MultinomialLasso",0.717391304347826,9
17,1,"Mahalanobis",0.625,9
17,2,"RF",0.754098360655738,9
17,2,"MultinomialLasso",0.765027322404372,9
17,2,"Mahalanobis",0.530054644808743,9
17,3,"RF",0.755555555555556,9
17,3,"MultinomialLasso",0.755555555555556,9
17,3,"Mahalanobis",0.544444444444444,9
17,4,"RF",0.810055865921788,9
17,4,"MultinomialLasso",0.826815642458101,9
17,4,"Mahalanobis",0.53072625698324,9
17,5,"RF",0.786516853932584,9
17,5,"MultinomialLasso",0.752808988764045,9
17,5,"Mahalanobis",0.606741573033708,9
17.2,1,"RF",0.744565217391304,9
17.2,1,"MultinomialLasso",0.71195652173913,9
17.2,1,"Mahalanobis",0.625,9
17.2,2,"RF",0.759562841530055,9
17.2,2,"MultinomialLasso",0.754098360655738,9
17.2,2,"Mahalanobis",0.53551912568306,9
17.2,3,"RF",0.744444444444444,9
17.2,3,"MultinomialLasso",0.761111111111111,9
17.2,3,"Mahalanobis",0.527777777777778,9
17.2,4,"RF",0.82122905027933,9
17.2,4,"MultinomialLasso",0.837988826815642,9
17.2,4,"Mahalanobis",0.53072625698324,9
17.2,5,"RF",0.775280898876405,9
17.2,5,"MultinomialLasso",0.758426966292135,9
17.2,5,"Mahalanobis",0.606741573033708,9
17.4,1,"RF",0.728260869565217,9
17.4,1,"MultinomialLasso",0.717391304347826,9
17.4,1,"Mahalanobis",0.619565217391304,9
17.4,2,"RF",0.748633879781421,9
17.4,2,"MultinomialLasso",0.754098360655738,9
17.4,2,"Mahalanobis",0.530054644808743,9
17.4,3,"RF",0.755555555555556,9
17.4,3,"MultinomialLasso",0.766666666666667,9
17.4,3,"Mahalanobis",0.533333333333333,9
17.4,4,"RF",0.82122905027933,9
17.4,4,"MultinomialLasso",0.837988826815642,9
17.4,4,"Mahalanobis",0.519553072625698,9
17.4,5,"RF",0.775280898876405,9
17.4,5,"MultinomialLasso",0.764044943820225,9
17.4,5,"Mahalanobis",0.601123595505618,9
17.6,1,"RF",0.717391304347826,9
17.6,1,"MultinomialLasso",0.722826086956522,9
17.6,1,"Mahalanobis",0.625,9
17.6,2,"RF",0.748633879781421,9
17.6,2,"MultinomialLasso",0.754098360655738,9
17.6,2,"Mahalanobis",0.53551912568306,9
17.6,3,"RF",0.75,9
17.6,3,"MultinomialLasso",0.755555555555556,9
17.6,3,"Mahalanobis",0.544444444444444,9
17.6,4,"RF",0.798882681564246,9
17.6,4,"MultinomialLasso",0.826815642458101,9
17.6,4,"Mahalanobis",0.53072625698324,9
17.6,5,"RF",0.797752808988764,9
17.6,5,"MultinomialLasso",0.758426966292135,9
17.6,5,"Mahalanobis",0.606741573033708,9
17.8,1,"RF",0.744565217391304,9
17.8,1,"MultinomialLasso",0.717391304347826,9
17.8,1,"Mahalanobis",0.619565217391304,9
17.8,2,"RF",0.73224043715847,9
17.8,2,"MultinomialLasso",0.759562841530055,9
17.8,2,"Mahalanobis",0.530054644808743,9
17.8,3,"RF",0.738888888888889,9
17.8,3,"MultinomialLasso",0.755555555555556,9
17.8,3,"Mahalanobis",0.538888888888889,9
17.8,4,"RF",0.804469273743017,9
17.8,4,"MultinomialLasso",0.826815642458101,9
17.8,4,"Mahalanobis",0.53072625698324,9
17.8,5,"RF",0.775280898876405,9
17.8,5,"MultinomialLasso",0.758426966292135,9
17.8,5,"Mahalanobis",0.601123595505618,9
18,1,"RF",0.739130434782609,9
18,1,"MultinomialLasso",0.717391304347826,9
18,1,"Mahalanobis",0.630434782608696,9
18,2,"RF",0.748633879781421,9
18,2,"MultinomialLasso",0.754098360655738,9
18,2,"Mahalanobis",0.530054644808743,9
18,3,"RF",0.738888888888889,9
18,3,"MultinomialLasso",0.755555555555556,9
18,3,"Mahalanobis",0.55,9
18,4,"RF",0.82122905027933,9
18,4,"MultinomialLasso",0.826815642458101,9
18,4,"Mahalanobis",0.53072625698324,9
18,5,"RF",0.797752808988764,9
18,5,"MultinomialLasso",0.758426966292135,9
18,5,"Mahalanobis",0.595505617977528,9
18.2,1,"RF",0.75,9
18.2,1,"MultinomialLasso",0.717391304347826,9
18.2,1,"Mahalanobis",0.641304347826087,9
18.2,2,"RF",0.748633879781421,9
18.2,2,"MultinomialLasso",0.754098360655738,9
18.2,2,"Mahalanobis",0.53551912568306,9
18.2,3,"RF",0.744444444444444,9
18.2,3,"MultinomialLasso",0.75,9
18.2,3,"Mahalanobis",0.555555555555556,9
18.2,4,"RF",0.810055865921788,9
18.2,4,"MultinomialLasso",0.82122905027933,9
18.2,4,"Mahalanobis",0.519553072625698,9
18.2,5,"RF",0.797752808988764,10
18.2,5,"MultinomialLasso",0.752808988764045,10
18.2,5,"Mahalanobis",0.612359550561798,10
18.4,1,"RF",0.733695652173913,9
18.4,1,"MultinomialLasso",0.717391304347826,9
18.4,1,"Mahalanobis",0.641304347826087,9
18.4,2,"RF",0.759562841530055,9
18.4,2,"MultinomialLasso",0.754098360655738,9
18.4,2,"Mahalanobis",0.53551912568306,9
18.4,3,"RF",0.733333333333333,9
18.4,3,"MultinomialLasso",0.744444444444444,9
18.4,3,"Mahalanobis",0.555555555555556,9
18.4,4,"RF",0.798882681564246,9
18.4,4,"MultinomialLasso",0.815642458100559,9
18.4,4,"Mahalanobis",0.519553072625698,9
18.4,5,"RF",0.786516853932584,10
18.4,5,"MultinomialLasso",0.752808988764045,10
18.4,5,"Mahalanobis",0.612359550561798,10
18.6,1,"RF",0.739130434782609,9
18.6,1,"MultinomialLasso",0.728260869565217,9
18.6,1,"Mahalanobis",0.646739130434783,9
18.6,2,"RF",0.759562841530055,9
18.6,2,"MultinomialLasso",0.754098360655738,9
18.6,2,"Mahalanobis",0.530054644808743,9
18.6,3,"RF",0.727777777777778,9
18.6,3,"MultinomialLasso",0.75,9
18.6,3,"Mahalanobis",0.561111111111111,9
18.6,4,"RF",0.787709497206704,10
18.6,4,"MultinomialLasso",0.82122905027933,10
18.6,4,"Mahalanobis",0.502793296089385,10
18.6,5,"RF",0.780898876404494,10
18.6,5,"MultinomialLasso",0.752808988764045,10
18.6,5,"Mahalanobis",0.612359550561798,10
18.8,1,"RF",0.755434782608696,9
18.8,1,"MultinomialLasso",0.728260869565217,9
18.8,1,"Mahalanobis",0.641304347826087,9
18.8,2,"RF",0.737704918032787,10
18.8,2,"MultinomialLasso",0.765027322404372,10
18.8,2,"Mahalanobis",0.513661202185792,10
18.8,3,"RF",0.738888888888889,10
18.8,3,"MultinomialLasso",0.755555555555556,10
18.8,3,"Mahalanobis",0.544444444444444,10
18.8,4,"RF",0.782122905027933,10
18.8,4,"MultinomialLasso",0.82122905027933,10
18.8,4,"Mahalanobis",0.508379888268156,10
18.8,5,"RF",0.792134831460674,10
18.8,5,"MultinomialLasso",0.747191011235955,10
18.8,5,"Mahalanobis",0.606741573033708,10
19,1,"RF",0.75,10
19,1,"MultinomialLasso",0.733695652173913,10
19,1,"Mahalanobis",0.641304347826087,10
19,2,"RF",0.726775956284153,10
19,2,"MultinomialLasso",0.775956284153005,10
19,2,"Mahalanobis",0.508196721311475,10
19,3,"RF",0.716666666666667,10
19,3,"MultinomialLasso",0.761111111111111,10
19,3,"Mahalanobis",0.544444444444444,10
19,4,"RF",0.793296089385475,10
19,4,"MultinomialLasso",0.826815642458101,10
19,4,"Mahalanobis",0.508379888268156,10
19,5,"RF",0.775280898876405,10
19,5,"MultinomialLasso",0.747191011235955,10
19,5,"Mahalanobis",0.606741573033708,10
19.2,1,"RF",0.739130434782609,10
19.2,1,"MultinomialLasso",0.733695652173913,10
19.2,1,"Mahalanobis",0.646739130434783,10
19.2,2,"RF",0.737704918032787,10
19.2,2,"MultinomialLasso",0.770491803278688,10
19.2,2,"Mahalanobis",0.502732240437158,10
19.2,3,"RF",0.722222222222222,10
19.2,3,"MultinomialLasso",0.755555555555556,10
19.2,3,"Mahalanobis",0.544444444444444,10
19.2,4,"RF",0.776536312849162,10
19.2,4,"MultinomialLasso",0.815642458100559,10
19.2,4,"Mahalanobis",0.497206703910615,10
19.2,5,"RF",0.786516853932584,10
19.2,5,"MultinomialLasso",0.747191011235955,10
19.2,5,"Mahalanobis",0.601123595505618,10
19.4,1,"RF",0.744565217391304,10
19.4,1,"MultinomialLasso",0.739130434782609,10
19.4,1,"Mahalanobis",0.646739130434783,10
19.4,2,"RF",0.743169398907104,10
19.4,2,"MultinomialLasso",0.770491803278688,10
19.4,2,"Mahalanobis",0.508196721311475,10
19.4,3,"RF",0.738888888888889,10
19.4,3,"MultinomialLasso",0.755555555555556,10
19.4,3,"Mahalanobis",0.538888888888889,10
19.4,4,"RF",0.782122905027933,10
19.4,4,"MultinomialLasso",0.815642458100559,10
19.4,4,"Mahalanobis",0.497206703910615,10
19.4,5,"RF",0.769662921348315,10
19.4,5,"MultinomialLasso",0.747191011235955,10
19.4,5,"Mahalanobis",0.601123595505618,10
19.6,1,"RF",0.739130434782609,10
19.6,1,"MultinomialLasso",0.739130434782609,10
19.6,1,"Mahalanobis",0.652173913043478,10
19.6,2,"RF",0.737704918032787,10
19.6,2,"MultinomialLasso",0.754098360655738,10
19.6,2,"Mahalanobis",0.508196721311475,10
19.6,3,"RF",0.733333333333333,10
19.6,3,"MultinomialLasso",0.744444444444444,10
19.6,3,"Mahalanobis",0.533333333333333,10
19.6,4,"RF",0.810055865921788,10
19.6,4,"MultinomialLasso",0.826815642458101,10
19.6,4,"Mahalanobis",0.497206703910615,10
19.6,5,"RF",0.769662921348315,10
19.6,5,"MultinomialLasso",0.747191011235955,10
19.6,5,"Mahalanobis",0.601123595505618,10
19.8,1,"RF",0.75,10
19.8,1,"MultinomialLasso",0.75,10
19.8,1,"Mahalanobis",0.641304347826087,10
19.8,2,"RF",0.754098360655738,10
19.8,2,"MultinomialLasso",0.754098360655738,10
19.8,2,"Mahalanobis",0.508196721311475,10
19.8,3,"RF",0.733333333333333,10
19.8,3,"MultinomialLasso",0.738888888888889,10
19.8,3,"Mahalanobis",0.527777777777778,10
19.8,4,"RF",0.787709497206704,10
19.8,4,"MultinomialLasso",0.826815642458101,10
19.8,4,"Mahalanobis",0.497206703910615,10
19.8,5,"RF",0.769662921348315,10
19.8,5,"MultinomialLasso",0.747191011235955,10
19.8,5,"Mahalanobis",0.595505617977528,10
20,1,"RF",0.760869565217391,10
20,1,"MultinomialLasso",0.75,10
20,1,"Mahalanobis",0.641304347826087,10
20,2,"RF",0.754098360655738,10
20,2,"MultinomialLasso",0.748633879781421,10
20,2,"Mahalanobis",0.508196721311475,10
20,3,"RF",0.738888888888889,10
20,3,"MultinomialLasso",0.738888888888889,10
20,3,"Mahalanobis",0.533333333333333,10
20,4,"RF",0.798882681564246,10
20,4,"MultinomialLasso",0.810055865921788,10
20,4,"Mahalanobis",0.502793296089385,10
20,5,"RF",0.752808988764045,10
20,5,"MultinomialLasso",0.747191011235955,10
20,5,"Mahalanobis",0.589887640449438,10
