"repeat_id","outer_fold","inner_fold","t_end","num.trees","mtry_rule","min.node.size","k_use","mtry","accuracy"
1,2,3,14,400,"floor_sqrt_p",2,8,2,0.722222222222222
1,2,3,14,400,"floor_sqrt_p",5,8,2,0.736111111111111
1,2,3,14,400,"floor_sqrt_p",7,8,2,0.729166666666667
1,2,4,14,400,"floor_sqrt_p",2,7,2,0.774647887323944
1,2,4,14,400,"floor_sqrt_p",5,7,2,0.78169014084507
1,2,4,14,400,"floor_sqrt_p",7,7,2,0.78169014084507
1,2,5,14,400,"floor_sqrt_p",2,8,2,0.815602836879433
1,2,5,14,400,"floor_sqrt_p",5,8,2,0.801418439716312
1,2,5,14,400,"floor_sqrt_p",7,8,2,0.808510638297872
1,2,1,15,400,"floor_sqrt_p",2,8,2,0.716216216216216
1,2,1,15,400,"floor_sqrt_p",5,8,2,0.716216216216216
1,2,1,15,400,"floor_sqrt_p",7,8,2,0.702702702702703
1,2,2,15,400,"floor_sqrt_p",2,8,2,0.780821917808219
1,2,2,15,400,"floor_sqrt_p",5,8,2,0.773972602739726
1,2,2,15,400,"floor_sqrt_p",7,8,2,0.773972602739726
1,2,3,15,400,"floor_sqrt_p",2,8,2,0.736111111111111
1,2,3,15,400,"floor_sqrt_p",5,8,2,0.722222222222222
1,2,3,15,400,"floor_sqrt_p",7,8,2,0.729166666666667
1,2,4,15,400,"floor_sqrt_p",2,8,2,0.774647887323944
1,2,4,15,400,"floor_sqrt_p",5,8,2,0.788732394366197
1,2,4,15,400,"floor_sqrt_p",7,8,2,0.76056338028169
1,2,5,15,400,"floor_sqrt_p",2,8,2,0.787234042553192
1,2,5,15,400,"floor_sqrt_p",5,8,2,0.794326241134752
1,2,5,15,400,"floor_sqrt_p",7,8,2,0.794326241134752
1,2,1,16,400,"floor_sqrt_p",2,8,2,0.75
1,2,1,16,400,"floor_sqrt_p",5,8,2,0.756756756756757
1,2,1,16,400,"floor_sqrt_p",7,8,2,0.763513513513513
1,2,2,16,400,"floor_sqrt_p",2,8,2,0.787671232876712
1,2,2,16,400,"floor_sqrt_p",5,8,2,0.794520547945205
1,2,2,16,400,"floor_sqrt_p",7,8,2,0.767123287671233
1,2,3,16,400,"floor_sqrt_p",2,8,2,0.729166666666667
1,2,3,16,400,"floor_sqrt_p",5,8,2,0.75
1,2,3,16,400,"floor_sqrt_p",7,8,2,0.729166666666667
1,2,4,16,400,"floor_sqrt_p",2,8,2,0.78169014084507
1,2,4,16,400,"floor_sqrt_p",5,8,2,0.774647887323944
1,2,4,16,400,"floor_sqrt_p",7,8,2,0.774647887323944
1,2,5,16,400,"floor_sqrt_p",2,9,3,0.801418439716312
1,2,5,16,400,"floor_sqrt_p",5,9,3,0.801418439716312
1,2,5,16,400,"floor_sqrt_p",7,9,3,0.794326241134752
1,2,1,17,400,"floor_sqrt_p",2,9,3,0.77027027027027
1,2,1,17,400,"floor_sqrt_p",5,9,3,0.756756756756757
1,2,1,17,400,"floor_sqrt_p",7,9,3,0.756756756756757
