"repeat_id","outer_fold","inner_fold","t_end","eps","log10_eps","k_use","accuracy"
1,1,5,13,1e-06,-6,7,0.524822695035461
1,1,1,14,1e-06,-6,7,0.482993197278912
1,1,2,14,1e-06,-6,8,0.568493150684932
1,1,3,14,1e-06,-6,8,0.576388888888889
1,1,4,14,1e-06,-6,7,0.598591549295775
1,1,5,14,1e-06,-6,7,0.50354609929078
1,1,1,15,1e-06,-6,8,0.523809523809524
1,1,2,15,1e-06,-6,8,0.554794520547945
1,1,3,15,1e-06,-6,8,0.569444444444444
1,1,4,15,1e-06,-6,8,0.570422535211268
1,1,5,15,1e-06,-6,8,0.581560283687943
1,1,1,16,1e-06,-6,8,0.54421768707483
1,1,2,16,1e-06,-6,8,0.547945205479452
1,1,3,16,1e-06,-6,9,0.555555555555556
1,1,4,16,1e-06,-6,8,0.563380281690141
1,1,5,16,1e-06,-6,8,0.546099290780142
1,1,1,17,1e-06,-6,9,0.537414965986395
1,1,2,17,1e-06,-6,9,0.575342465753425
1,1,3,17,1e-06,-6,9,0.5625
1,1,4,17,1e-06,-6,8,0.535211267605634
1,1,5,17,1e-06,-6,9,0.524822695035461
1,1,1,18,1e-06,-6,9,0.551020408163265
1,1,2,18,1e-06,-6,9,0.582191780821918
1,1,3,18,1e-06,-6,9,0.569444444444444
1,1,4,18,1e-06,-6,9,0.556338028169014
1,1,5,18,1e-06,-6,9,0.531914893617021
1,1,1,19,1e-06,-6,9,0.564625850340136
1,1,2,19,1e-06,-6,9,0.575342465753425
1,1,3,19,1e-06,-6,10,0.583333333333333
1,1,4,19,1e-06,-6,9,0.563380281690141
1,1,5,19,1e-06,-6,9,0.560283687943262
1,1,1,20,1e-06,-6,10,0.557823129251701
1,1,2,20,1e-06,-6,10,0.554794520547945
1,1,3,20,1e-06,-6,10,0.5625
1,1,4,20,1e-06,-6,10,0.528169014084507
1,1,5,20,1e-06,-6,10,0.531914893617021
1,2,1,6,1e-06,-6,4,0.662162162162162
1,2,2,6,1e-06,-6,4,0.643835616438356
1,2,3,6,1e-06,-6,4,0.5625
1,2,4,6,1e-06,-6,4,0.605633802816901
1,2,5,6,1e-06,-6,4,0.631205673758865
1,2,1,7,1e-06,-6,5,0.641891891891892
1,2,2,7,1e-06,-6,5,0.657534246575342
1,2,3,7,1e-06,-6,5,0.631944444444444
1,2,4,7,1e-06,-6,5,0.598591549295775
1,2,5,7,1e-06,-6,5,0.617021276595745
1,2,1,8,1e-06,-6,5,0.648648648648649
1,2,2,8,1e-06,-6,5,0.643835616438356
1,2,3,8,1e-06,-6,5,0.625
1,2,4,8,1e-06,-6,5,0.591549295774648
1,2,5,8,1e-06,-6,5,0.617021276595745
1,2,1,9,1e-06,-6,6,0.601351351351351
1,2,2,9,1e-06,-6,6,0.602739726027397
1,2,3,9,1e-06,-6,6,0.576388888888889
1,2,4,9,1e-06,-6,6,0.563380281690141
1,2,5,9,1e-06,-6,6,0.638297872340426
1,2,1,10,1e-06,-6,6,0.635135135135135
1,2,2,10,1e-06,-6,6,0.602739726027397
1,2,3,10,1e-06,-6,6,0.527777777777778
1,2,4,10,1e-06,-6,6,0.485915492957746
1,2,5,10,1e-06,-6,6,0.588652482269504
1,2,1,11,1e-06,-6,7,0.648648648648649
1,2,2,11,1e-06,-6,7,0.561643835616438
1,2,3,11,1e-06,-6,7,0.506944444444444
1,2,4,11,1e-06,-6,7,0.514084507042254
1,2,5,11,1e-06,-6,7,0.581560283687943
1,2,1,12,1e-06,-6,7,0.655405405405405
1,2,2,12,1e-06,-6,7,0.547945205479452
1,2,3,12,1e-06,-6,7,0.493055555555556
1,2,4,12,1e-06,-6,7,0.492957746478873
1,2,5,12,1e-06,-6,7,0.595744680851064
1,2,1,13,1e-06,-6,7,0.648648648648649
1,2,2,13,1e-06,-6,7,0.520547945205479
1,2,3,13,1e-06,-6,7,0.493055555555556
1,2,4,13,1e-06,-6,7,0.492957746478873
1,2,5,13,1e-06,-6,7,0.567375886524823
1,2,1,14,1e-06,-6,8,0.628378378378378
1,2,2,14,1e-06,-6,8,0.506849315068493
1,2,3,14,1e-06,-6,8,0.534722222222222
1,2,4,14,1e-06,-6,7,0.542253521126761
1,2,5,14,1e-06,-6,8,0.595744680851064
1,2,1,15,1e-06,-6,8,0.628378378378378
1,2,2,15,1e-06,-6,8,0.506849315068493
1,2,3,15,1e-06,-6,8,0.527777777777778
1,2,4,15,1e-06,-6,8,0.556338028169014
1,2,5,15,1e-06,-6,8,0.602836879432624
1,2,1,16,1e-06,-6,8,0.662162162162162
1,2,2,16,1e-06,-6,8,0.527397260273973
1,2,3,16,1e-06,-6,8,0.520833333333333
1,2,4,16,1e-06,-6,8,0.549295774647887
1,2,5,16,1e-06,-6,9,0.631205673758865
1,2,1,17,1e-06,-6,9,0.648648648648649
1,2,2,17,1e-06,-6,9,0.534246575342466
1,2,3,17,1e-06,-6,9,0.555555555555556
1,2,4,17,1e-06,-6,9,0.549295774647887
1,2,5,17,1e-06,-6,9,0.602836879432624
1,2,1,18,1e-06,-6,9,0.682432432432432
1,2,2,18,1e-06,-6,9,0.541095890410959
1,2,3,18,1e-06,-6,9,0.548611111111111
1,2,4,18,1e-06,-6,9,0.535211267605634
1,2,5,18,1e-06,-6,9,0.588652482269504
1,2,1,19,1e-06,-6,10,0.655405405405405
1,2,2,19,1e-06,-6,10,0.547945205479452
1,2,3,19,1e-06,-6,10,0.555555555555556
1,2,4,19,1e-06,-6,9,0.528169014084507
1,2,5,19,1e-06,-6,10,0.588652482269504
1,2,1,20,1e-06,-6,10,0.648648648648649
1,2,2,20,1e-06,-6,10,0.541095890410959
1,2,3,20,1e-06,-6,10,0.555555555555556
1,2,4,20,1e-06,-6,10,0.542253521126761
1,2,5,20,1e-06,-6,10,0.588652482269504
1,3,1,6,1e-06,-6,4,0.624161073825503
1,3,2,6,1e-06,-6,4,0.605442176870748
1,3,3,6,1e-06,-6,4,0.673611111111111
1,3,4,6,1e-06,-6,4,0.626760563380282
1,3,5,6,1e-06,-6,4,0.556338028169014
1,3,1,7,1e-06,-6,5,0.61744966442953
1,3,2,7,1e-06,-6,5,0.612244897959184
1,3,3,7,1e-06,-6,5,0.6875
1,3,4,7,1e-06,-6,5,0.654929577464789
1,3,5,7,1e-06,-6,5,0.535211267605634
1,3,1,8,1e-06,-6,5,0.61744966442953
1,3,2,8,1e-06,-6,5,0.578231292517007
1,3,3,8,1e-06,-6,5,0.6875
1,3,4,8,1e-06,-6,5,0.669014084507042
1,3,5,8,1e-06,-6,5,0.563380281690141
1,3,1,9,1e-06,-6,6,0.630872483221476
1,3,2,9,1e-06,-6,5,0.585034013605442
1,3,3,9,1e-06,-6,6,0.645833333333333
1,3,4,9,1e-06,-6,6,0.647887323943662
1,3,5,9,1e-06,-6,6,0.542253521126761
1,3,1,10,1e-06,-6,6,0.577181208053691
1,3,2,10,1e-06,-6,6,0.564625850340136
1,3,3,10,1e-06,-6,6,0.631944444444444
1,3,4,10,1e-06,-6,6,0.626760563380282
1,3,5,10,1e-06,-6,6,0.507042253521127
1,3,1,11,1e-06,-6,7,0.583892617449664
1,3,2,11,1e-06,-6,7,0.510204081632653
1,3,3,11,1e-06,-6,7,0.673611111111111
1,3,4,11,1e-06,-6,7,0.591549295774648
1,3,5,11,1e-06,-6,7,0.514084507042254
1,3,1,12,1e-06,-6,7,0.550335570469799
1,3,2,12,1e-06,-6,7,0.510204081632653
1,3,3,12,1e-06,-6,7,0.680555555555556
1,3,4,12,1e-06,-6,7,0.619718309859155
1,3,5,12,1e-06,-6,7,0.514084507042254
1,3,1,13,1e-06,-6,7,0.550335570469799
1,3,2,13,1e-06,-6,7,0.510204081632653
1,3,3,13,1e-06,-6,7,0.659722222222222
1,3,4,13,1e-06,-6,7,0.612676056338028
1,3,5,13,1e-06,-6,7,0.514084507042254
1,3,1,14,1e-06,-6,8,0.577181208053691
1,3,2,14,1e-06,-6,8,0.482993197278912
1,3,3,14,1e-06,-6,8,0.652777777777778
1,3,4,14,1e-06,-6,8,0.591549295774648
1,3,5,14,1e-06,-6,8,0.549295774647887
1,3,1,15,1e-06,-6,8,0.570469798657718
1,3,2,15,1e-06,-6,8,0.489795918367347
1,3,3,15,1e-06,-6,8,0.645833333333333
1,3,4,15,1e-06,-6,8,0.612676056338028
1,3,5,15,1e-06,-6,8,0.556338028169014
1,3,1,16,1e-06,-6,8,0.570469798657718
1,3,2,16,1e-06,-6,8,0.517006802721088
1,3,3,16,1e-06,-6,8,0.611111111111111
1,3,4,16,1e-06,-6,9,0.619718309859155
1,3,5,16,1e-06,-6,8,0.52112676056338
1,3,1,17,1e-06,-6,9,0.577181208053691
1,3,2,17,1e-06,-6,9,0.537414965986395
1,3,3,17,1e-06,-6,9,0.618055555555556
1,3,4,17,1e-06,-6,9,0.633802816901408
1,3,5,17,1e-06,-6,9,0.542253521126761
1,3,1,18,1e-06,-6,9,0.590604026845638
1,3,2,18,1e-06,-6,9,0.551020408163265
1,3,3,18,1e-06,-6,9,0.625
1,3,4,18,1e-06,-6,9,0.633802816901408
1,3,5,18,1e-06,-6,9,0.528169014084507
1,3,1,19,1e-06,-6,9,0.590604026845638
1,3,2,19,1e-06,-6,10,0.54421768707483
1,3,3,19,1e-06,-6,10,0.618055555555556
1,3,4,19,1e-06,-6,10,0.669014084507042
1,3,5,19,1e-06,-6,9,0.542253521126761
1,3,1,20,1e-06,-6,10,0.583892617449664
1,3,2,20,1e-06,-6,10,0.557823129251701
1,3,3,20,1e-06,-6,10,0.590277777777778
1,3,4,20,1e-06,-6,10,0.647887323943662
1,3,5,20,1e-06,-6,10,0.514084507042254
1,4,1,6,1e-06,-6,4,0.677852348993289
1,4,2,6,1e-06,-6,4,0.687074829931973
1,4,3,6,1e-06,-6,4,0.572413793103448
1,4,4,6,1e-06,-6,4,0.626760563380282
1,4,5,6,1e-06,-6,4,0.556338028169014
1,4,1,7,1e-06,-6,5,0.624161073825503
1,4,2,7,1e-06,-6,5,0.700680272108844
1,4,3,7,1e-06,-6,5,0.593103448275862
1,4,4,7,1e-06,-6,5,0.640845070422535
1,4,5,7,1e-06,-6,5,0.584507042253521
1,4,1,8,1e-06,-6,5,0.610738255033557
1,4,2,8,1e-06,-6,5,0.714285714285714
1,4,3,8,1e-06,-6,5,0.6
1,4,4,8,1e-06,-6,5,0.619718309859155
1,4,5,8,1e-06,-6,5,0.584507042253521
1,4,1,9,1e-06,-6,6,0.61744966442953
1,4,2,9,1e-06,-6,6,0.659863945578231
1,4,3,9,1e-06,-6,6,0.606896551724138
1,4,4,9,1e-06,-6,6,0.598591549295775
1,4,5,9,1e-06,-6,6,0.598591549295775
1,4,1,10,1e-06,-6,6,0.610738255033557
1,4,2,10,1e-06,-6,6,0.612244897959184
1,4,3,10,1e-06,-6,6,0.572413793103448
1,4,4,10,1e-06,-6,6,0.591549295774648
1,4,5,10,1e-06,-6,6,0.556338028169014
1,4,1,11,1e-06,-6,7,0.604026845637584
1,4,2,11,1e-06,-6,7,0.625850340136054
1,4,3,11,1e-06,-6,7,0.6
1,4,4,11,1e-06,-6,7,0.598591549295775
1,4,5,11,1e-06,-6,7,0.549295774647887
1,4,1,12,1e-06,-6,7,0.577181208053691
1,4,2,12,1e-06,-6,7,0.578231292517007
1,4,3,12,1e-06,-6,7,0.6
1,4,4,12,1e-06,-6,7,0.612676056338028
1,4,5,12,1e-06,-6,7,0.535211267605634
1,4,1,13,1e-06,-6,7,0.563758389261745
1,4,2,13,1e-06,-6,7,0.571428571428571
1,4,3,13,1e-06,-6,7,0.572413793103448
1,4,4,13,1e-06,-6,7,0.605633802816901
1,4,5,13,1e-06,-6,7,0.528169014084507
1,4,1,14,1e-06,-6,8,0.550335570469799
1,4,2,14,1e-06,-6,8,0.625850340136054
1,4,3,14,1e-06,-6,8,0.558620689655172
1,4,4,14,1e-06,-6,8,0.591549295774648
1,4,5,14,1e-06,-6,8,0.556338028169014
1,4,1,15,1e-06,-6,8,0.570469798657718
1,4,2,15,1e-06,-6,8,0.598639455782313
1,4,3,15,1e-06,-6,8,0.572413793103448
1,4,4,15,1e-06,-6,8,0.577464788732394
1,4,5,15,1e-06,-6,8,0.549295774647887
1,4,1,16,1e-06,-6,9,0.563758389261745
1,4,2,16,1e-06,-6,8,0.591836734693878
1,4,3,16,1e-06,-6,8,0.558620689655172
1,4,4,16,1e-06,-6,8,0.584507042253521
1,4,5,16,1e-06,-6,8,0.549295774647887
1,4,1,17,1e-06,-6,9,0.543624161073825
1,4,2,17,1e-06,-6,9,0.571428571428571
1,4,3,17,1e-06,-6,9,0.6
1,4,4,17,1e-06,-6,9,0.584507042253521
1,4,5,17,1e-06,-6,9,0.549295774647887
1,4,1,18,1e-06,-6,9,0.530201342281879
1,4,2,18,1e-06,-6,9,0.571428571428571
1,4,3,18,1e-06,-6,9,0.586206896551724
1,4,4,18,1e-06,-6,9,0.570422535211268
1,4,5,18,1e-06,-6,9,0.542253521126761
1,4,1,19,1e-06,-6,10,0.530201342281879
1,4,2,19,1e-06,-6,10,0.585034013605442
1,4,3,19,1e-06,-6,9,0.586206896551724
1,4,4,19,1e-06,-6,10,0.584507042253521
1,4,5,19,1e-06,-6,10,0.535211267605634
1,4,1,20,1e-06,-6,10,0.530201342281879
1,4,2,20,1e-06,-6,10,0.598639455782313
1,4,3,20,1e-06,-6,10,0.606896551724138
1,4,4,20,1e-06,-6,10,0.584507042253521
1,4,5,20,1e-06,-6,10,0.549295774647887
1,5,1,6,1e-06,-6,4,0.557046979865772
1,5,2,6,1e-06,-6,4,0.646258503401361
1,5,3,6,1e-06,-6,4,0.606896551724138
1,5,4,6,1e-06,-6,4,0.636363636363636
1,5,5,6,1e-06,-6,4,0.612676056338028
1,5,1,7,1e-06,-6,5,0.630872483221476
1,5,2,7,1e-06,-6,5,0.612244897959184
1,5,3,7,1e-06,-6,5,0.620689655172414
1,5,4,7,1e-06,-6,5,0.615384615384615
1,5,5,7,1e-06,-6,5,0.598591549295775
1,5,1,8,1e-06,-6,5,0.61744966442953
1,5,2,8,1e-06,-6,5,0.578231292517007
1,5,3,8,1e-06,-6,5,0.593103448275862
1,5,4,8,1e-06,-6,5,0.629370629370629
1,5,5,8,1e-06,-6,5,0.591549295774648
1,5,1,9,1e-06,-6,6,0.550335570469799
1,5,2,9,1e-06,-6,6,0.517006802721088
1,5,3,9,1e-06,-6,6,0.558620689655172
1,5,4,9,1e-06,-6,6,0.608391608391608
1,5,5,9,1e-06,-6,6,0.591549295774648
1,5,1,10,1e-06,-6,7,0.577181208053691
1,5,2,10,1e-06,-6,6,0.503401360544218
1,5,3,10,1e-06,-6,6,0.558620689655172
1,5,4,10,1e-06,-6,7,0.615384615384615
1,5,5,10,1e-06,-6,6,0.549295774647887
1,5,1,11,1e-06,-6,7,0.563758389261745
1,5,2,11,1e-06,-6,7,0.557823129251701
1,5,3,11,1e-06,-6,7,0.558620689655172
1,5,4,11,1e-06,-6,7,0.58041958041958
1,5,5,11,1e-06,-6,7,0.528169014084507
1,5,1,12,1e-06,-6,7,0.550335570469799
1,5,2,12,1e-06,-6,7,0.564625850340136
1,5,3,12,1e-06,-6,7,0.56551724137931
1,5,4,12,1e-06,-6,7,0.601398601398601
1,5,5,12,1e-06,-6,7,0.52112676056338
1,5,1,13,1e-06,-6,7,0.557046979865772
1,5,2,13,1e-06,-6,7,0.530612244897959
1,5,3,13,1e-06,-6,8,0.579310344827586
1,5,4,13,1e-06,-6,8,0.615384615384615
1,5,5,13,1e-06,-6,7,0.535211267605634
1,5,1,14,1e-06,-6,8,0.530201342281879
1,5,2,14,1e-06,-6,8,0.551020408163265
1,5,3,14,1e-06,-6,8,0.586206896551724
1,5,4,14,1e-06,-6,8,0.601398601398601
1,5,5,14,1e-06,-6,8,0.535211267605634
1,5,1,15,1e-06,-6,8,0.563758389261745
1,5,2,15,1e-06,-6,8,0.557823129251701
1,5,3,15,1e-06,-6,8,0.586206896551724
1,5,4,15,1e-06,-6,8,0.573426573426573
1,5,5,15,1e-06,-6,8,0.528169014084507
1,5,1,16,1e-06,-6,9,0.550335570469799
1,5,2,16,1e-06,-6,8,0.530612244897959
1,5,3,16,1e-06,-6,9,0.579310344827586
1,5,4,16,1e-06,-6,9,0.58041958041958
1,5,5,16,1e-06,-6,8,0.535211267605634
1,5,1,17,1e-06,-6,9,0.530201342281879
1,5,2,17,1e-06,-6,9,0.557823129251701
1,5,3,17,1e-06,-6,9,0.579310344827586
1,5,4,17,1e-06,-6,9,0.55944055944056
1,5,5,17,1e-06,-6,9,0.535211267605634
1,5,1,18,1e-06,-6,9,0.516778523489933
1,5,2,18,1e-06,-6,9,0.564625850340136
1,5,3,18,1e-06,-6,10,0.579310344827586
1,5,4,18,1e-06,-6,10,0.566433566433566
1,5,5,18,1e-06,-6,9,0.528169014084507
1,5,1,19,1e-06,-6,10,0.51006711409396
1,5,2,19,1e-06,-6,10,0.571428571428571
1,5,3,19,1e-06,-6,10,0.586206896551724
1,5,4,19,1e-06,-6,10,0.552447552447552
1,5,5,19,1e-06,-6,9,0.528169014084507
1,5,1,20,1e-06,-6,10,0.516778523489933
1,5,2,20,1e-06,-6,10,0.564625850340136
1,5,3,20,1e-06,-6,10,0.606896551724138
1,5,4,20,1e-06,-6,10,0.55944055944056
1,5,5,20,1e-06,-6,10,0.535211267605634
2,1,1,6,1e-06,-6,4,0.653061224489796
2,1,2,6,1e-06,-6,4,0.623287671232877
2,1,3,6,1e-06,-6,4,0.680555555555556
2,1,4,6,1e-06,-6,4,0.605633802816901
2,1,5,6,1e-06,-6,4,0.588652482269504
2,1,1,7,1e-06,-6,5,0.639455782312925
2,1,2,7,1e-06,-6,5,0.602739726027397
2,1,3,7,1e-06,-6,5,0.673611111111111
2,1,4,7,1e-06,-6,5,0.626760563380282
2,1,5,7,1e-06,-6,5,0.581560283687943
2,1,1,8,1e-06,-6,5,0.63265306122449
2,1,2,8,1e-06,-6,5,0.595890410958904
2,1,3,8,1e-06,-6,5,0.652777777777778
2,1,4,8,1e-06,-6,5,0.612676056338028
2,1,5,8,1e-06,-6,5,0.595744680851064
2,1,1,9,1e-06,-6,6,0.564625850340136
2,1,2,9,1e-06,-6,6,0.582191780821918
2,1,3,9,1e-06,-6,6,0.631944444444444
2,1,4,9,1e-06,-6,6,0.577464788732394
2,1,5,9,1e-06,-6,6,0.574468085106383
2,1,1,10,1e-06,-6,6,0.537414965986395
2,1,2,10,1e-06,-6,6,0.575342465753425
2,1,3,10,1e-06,-6,6,0.638888888888889
2,1,4,10,1e-06,-6,6,0.514084507042254
2,1,5,10,1e-06,-6,6,0.574468085106383
2,1,1,11,1e-06,-6,7,0.503401360544218
2,1,2,11,1e-06,-6,7,0.554794520547945
2,1,3,11,1e-06,-6,7,0.659722222222222
2,1,4,11,1e-06,-6,7,0.570422535211268
2,1,5,11,1e-06,-6,6,0.574468085106383
2,1,1,12,1e-06,-6,7,0.496598639455782
2,1,2,12,1e-06,-6,7,0.568493150684932
2,1,3,12,1e-06,-6,7,0.652777777777778
2,1,4,12,1e-06,-6,7,0.591549295774648
2,1,5,12,1e-06,-6,7,0.567375886524823
2,1,1,13,1e-06,-6,7,0.489795918367347
2,1,2,13,1e-06,-6,7,0.554794520547945
2,1,3,13,1e-06,-6,7,0.638888888888889
2,1,4,13,1e-06,-6,7,0.584507042253521
2,1,5,13,1e-06,-6,7,0.581560283687943
2,1,1,14,1e-06,-6,7,0.476190476190476
2,1,2,14,1e-06,-6,7,0.575342465753425
2,1,3,14,1e-06,-6,7,0.618055555555556
2,1,4,14,1e-06,-6,8,0.584507042253521
2,1,5,14,1e-06,-6,7,0.560283687943262
2,1,1,15,1e-06,-6,8,0.510204081632653
2,1,2,15,1e-06,-6,8,0.575342465753425
2,1,3,15,1e-06,-6,8,0.576388888888889
2,1,4,15,1e-06,-6,8,0.556338028169014
2,1,5,15,1e-06,-6,8,0.588652482269504
2,1,1,16,1e-06,-6,8,0.503401360544218
2,1,2,16,1e-06,-6,8,0.582191780821918
2,1,3,16,1e-06,-6,8,0.576388888888889
2,1,4,16,1e-06,-6,8,0.556338028169014
2,1,5,16,1e-06,-6,8,0.595744680851064
2,1,1,17,1e-06,-6,9,0.482993197278912
2,1,2,17,1e-06,-6,9,0.60958904109589
2,1,3,17,1e-06,-6,9,0.583333333333333
2,1,4,17,1e-06,-6,9,0.563380281690141
2,1,5,17,1e-06,-6,8,0.588652482269504
2,1,1,18,1e-06,-6,9,0.523809523809524
2,1,2,18,1e-06,-6,9,0.60958904109589
2,1,3,18,1e-06,-6,9,0.611111111111111
2,1,4,18,1e-06,-6,9,0.563380281690141
2,1,5,18,1e-06,-6,9,0.602836879432624
2,1,1,19,1e-06,-6,10,0.517006802721088
2,1,2,19,1e-06,-6,9,0.616438356164384
2,1,3,19,1e-06,-6,9,0.604166666666667
2,1,4,19,1e-06,-6,10,0.577464788732394
2,1,5,19,1e-06,-6,9,0.581560283687943
2,1,1,20,1e-06,-6,10,0.530612244897959
2,1,2,20,1e-06,-6,10,0.595890410958904
2,1,3,20,1e-06,-6,10,0.555555555555556
2,1,4,20,1e-06,-6,10,0.591549295774648
2,1,5,20,1e-06,-6,9,0.595744680851064
2,2,1,6,1e-06,-6,4,0.581081081081081
2,2,2,6,1e-06,-6,4,0.650684931506849
2,2,3,6,1e-06,-6,4,0.645833333333333
2,2,4,6,1e-06,-6,4,0.570422535211268
2,2,5,6,1e-06,-6,4,0.553191489361702
2,2,1,7,1e-06,-6,5,0.648648648648649
2,2,2,7,1e-06,-6,5,0.60958904109589
2,2,3,7,1e-06,-6,5,0.604166666666667
2,2,4,7,1e-06,-6,5,0.577464788732394
2,2,5,7,1e-06,-6,5,0.581560283687943
2,2,1,8,1e-06,-6,5,0.594594594594595
2,2,2,8,1e-06,-6,5,0.602739726027397
2,2,3,8,1e-06,-6,5,0.604166666666667
2,2,4,8,1e-06,-6,5,0.591549295774648
2,2,5,8,1e-06,-6,5,0.553191489361702
2,2,1,9,1e-06,-6,6,0.594594594594595
2,2,2,9,1e-06,-6,6,0.602739726027397
2,2,3,9,1e-06,-6,6,0.590277777777778
2,2,4,9,1e-06,-6,6,0.542253521126761
2,2,5,9,1e-06,-6,6,0.567375886524823
2,2,1,10,1e-06,-6,6,0.554054054054054
2,2,2,10,1e-06,-6,6,0.554794520547945
2,2,3,10,1e-06,-6,6,0.583333333333333
2,2,4,10,1e-06,-6,6,0.542253521126761
2,2,5,10,1e-06,-6,6,0.560283687943262
2,2,1,11,1e-06,-6,7,0.547297297297297
2,2,2,11,1e-06,-6,7,0.582191780821918
2,2,3,11,1e-06,-6,7,0.590277777777778
2,2,4,11,1e-06,-6,7,0.570422535211268
2,2,5,11,1e-06,-6,7,0.553191489361702
2,2,1,12,1e-06,-6,7,0.587837837837838
2,2,2,12,1e-06,-6,7,0.547945205479452
2,2,3,12,1e-06,-6,7,0.555555555555556
2,2,4,12,1e-06,-6,7,0.584507042253521
2,2,5,12,1e-06,-6,7,0.531914893617021
2,2,1,13,1e-06,-6,7,0.574324324324324
2,2,2,13,1e-06,-6,7,0.513698630136986
2,2,3,13,1e-06,-6,7,0.569444444444444
2,2,4,13,1e-06,-6,7,0.563380281690141
2,2,5,13,1e-06,-6,7,0.524822695035461
2,2,1,14,1e-06,-6,8,0.608108108108108
2,2,2,14,1e-06,-6,8,0.534246575342466
2,2,3,14,1e-06,-6,7,0.548611111111111
2,2,4,14,1e-06,-6,8,0.535211267605634
2,2,5,14,1e-06,-6,7,0.51063829787234
2,2,1,15,1e-06,-6,8,0.614864864864865
2,2,2,15,1e-06,-6,8,0.520547945205479
2,2,3,15,1e-06,-6,8,0.548611111111111
2,2,4,15,1e-06,-6,8,0.556338028169014
2,2,5,15,1e-06,-6,8,0.531914893617021
2,2,1,16,1e-06,-6,8,0.594594594594595
2,2,2,16,1e-06,-6,9,0.5
2,2,3,16,1e-06,-6,8,0.569444444444444
2,2,4,16,1e-06,-6,8,0.570422535211268
2,2,5,16,1e-06,-6,8,0.531914893617021
2,2,1,17,1e-06,-6,9,0.581081081081081
2,2,2,17,1e-06,-6,9,0.527397260273973
2,2,3,17,1e-06,-6,8,0.548611111111111
2,2,4,17,1e-06,-6,9,0.556338028169014
2,2,5,17,1e-06,-6,9,0.539007092198582
2,2,1,18,1e-06,-6,9,0.587837837837838
2,2,2,18,1e-06,-6,9,0.527397260273973
2,2,3,18,1e-06,-6,9,0.541666666666667
2,2,4,18,1e-06,-6,9,0.542253521126761
2,2,5,18,1e-06,-6,9,0.546099290780142
2,2,1,19,1e-06,-6,10,0.581081081081081
2,2,2,19,1e-06,-6,10,0.513698630136986
2,2,3,19,1e-06,-6,9,0.541666666666667
2,2,4,19,1e-06,-6,10,0.542253521126761
2,2,5,19,1e-06,-6,9,0.553191489361702
2,2,1,20,1e-06,-6,10,0.594594594594595
2,2,2,20,1e-06,-6,10,0.527397260273973
2,2,3,20,1e-06,-6,10,0.548611111111111
2,2,4,20,1e-06,-6,10,0.570422535211268
2,2,5,20,1e-06,-6,10,0.560283687943262
2,3,1,6,1e-06,-6,4,0.577181208053691
2,3,2,6,1e-06,-6,4,0.653061224489796
2,3,3,6,1e-06,-6,4,0.590277777777778
2,3,4,6,1e-06,-6,4,0.591549295774648
2,3,5,6,1e-06,-6,4,0.626760563380282
2,3,1,7,1e-06,-6,5,0.630872483221476
2,3,2,7,1e-06,-6,5,0.659863945578231
2,3,3,7,1e-06,-6,5,0.618055555555556
2,3,4,7,1e-06,-6,5,0.626760563380282
2,3,5,7,1e-06,-6,5,0.619718309859155
2,3,1,8,1e-06,-6,5,0.610738255033557
2,3,2,8,1e-06,-6,5,0.639455782312925
2,3,3,8,1e-06,-6,5,0.604166666666667
2,3,4,8,1e-06,-6,5,0.612676056338028
2,3,5,8,1e-06,-6,5,0.619718309859155
2,3,1,9,1e-06,-6,6,0.597315436241611
2,3,2,9,1e-06,-6,6,0.639455782312925
2,3,3,9,1e-06,-6,6,0.604166666666667
2,3,4,9,1e-06,-6,6,0.612676056338028
2,3,5,9,1e-06,-6,6,0.556338028169014
2,3,1,10,1e-06,-6,6,0.583892617449664
2,3,2,10,1e-06,-6,6,0.619047619047619
2,3,3,10,1e-06,-6,6,0.597222222222222
2,3,4,10,1e-06,-6,6,0.612676056338028
2,3,5,10,1e-06,-6,6,0.542253521126761
2,3,1,11,1e-06,-6,7,0.563758389261745
2,3,2,11,1e-06,-6,7,0.625850340136054
2,3,3,11,1e-06,-6,7,0.625
2,3,4,11,1e-06,-6,7,0.598591549295775
2,3,5,11,1e-06,-6,7,0.507042253521127
2,3,1,12,1e-06,-6,7,0.557046979865772
2,3,2,12,1e-06,-6,7,0.591836734693878
2,3,3,12,1e-06,-6,7,0.625
2,3,4,12,1e-06,-6,7,0.591549295774648
2,3,5,12,1e-06,-6,7,0.528169014084507
2,3,1,13,1e-06,-6,7,0.557046979865772
2,3,2,13,1e-06,-6,7,0.585034013605442
2,3,3,13,1e-06,-6,7,0.631944444444444
2,3,4,13,1e-06,-6,7,0.577464788732394
2,3,5,13,1e-06,-6,7,0.514084507042254
2,3,1,14,1e-06,-6,8,0.557046979865772
2,3,2,14,1e-06,-6,8,0.571428571428571
2,3,3,14,1e-06,-6,7,0.625
2,3,4,14,1e-06,-6,8,0.570422535211268
2,3,5,14,1e-06,-6,8,0.570422535211268
2,3,1,15,1e-06,-6,8,0.570469798657718
2,3,2,15,1e-06,-6,8,0.571428571428571
2,3,3,15,1e-06,-6,8,0.631944444444444
2,3,4,15,1e-06,-6,8,0.584507042253521
2,3,5,15,1e-06,-6,8,0.563380281690141
2,3,1,16,1e-06,-6,8,0.590604026845638
2,3,2,16,1e-06,-6,8,0.564625850340136
