"threshold","repeat_id","fold_id","feature_set","classifier","accuracy"
5.3,10,5,"CDPA_only","Mahalanobis",0.544943820224719
5.3,11,1,"ILR_CDPA","RF",0.744565217391304
5.3,11,1,"ILR_CDPA","MultinomialLasso",0.777173913043478
5.3,11,1,"ILR_CDPA","Mahalanobis",0.592391304347826
5.3,11,1,"ILR_only","RF",0.516304347826087
5.3,11,1,"ILR_only","MultinomialLasso",0.467391304347826
5.3,11,1,"ILR_only","Mahalanobis",0.429347826086957
5.3,11,1,"CDPA_only","RF",0.71195652173913
5.3,11,1,"CDPA_only","MultinomialLasso",0.728260869565217
5.3,11,1,"CDPA_only","Mahalanobis",0.559782608695652
5.3,11,2,"ILR_CDPA","RF",0.759562841530055
5.3,11,2,"ILR_CDPA","MultinomialLasso",0.748633879781421
5.3,11,2,"ILR_CDPA","Mahalanobis",0.546448087431694
5.3,11,2,"ILR_only","RF",0.497267759562842
5.3,11,2,"ILR_only","MultinomialLasso",0.453551912568306
5.3,11,2,"ILR_only","Mahalanobis",0.448087431693989
5.3,11,2,"CDPA_only","RF",0.721311475409836
5.3,11,2,"CDPA_only","MultinomialLasso",0.704918032786885
5.3,11,2,"CDPA_only","Mahalanobis",0.519125683060109
5.3,11,3,"ILR_CDPA","RF",0.766666666666667
5.3,11,3,"ILR_CDPA","MultinomialLasso",0.722222222222222
5.3,11,3,"ILR_CDPA","Mahalanobis",0.622222222222222
5.3,11,3,"ILR_only","RF",0.5
5.3,11,3,"ILR_only","MultinomialLasso",0.472222222222222
5.3,11,3,"ILR_only","Mahalanobis",0.388888888888889
5.3,11,3,"CDPA_only","RF",0.766666666666667
5.3,11,3,"CDPA_only","MultinomialLasso",0.727777777777778
5.3,11,3,"CDPA_only","Mahalanobis",0.544444444444444
5.3,11,4,"ILR_CDPA","RF",0.759776536312849
5.3,11,4,"ILR_CDPA","MultinomialLasso",0.76536312849162
5.3,11,4,"ILR_CDPA","Mahalanobis",0.603351955307263
5.3,11,4,"ILR_only","RF",0.480446927374302
5.3,11,4,"ILR_only","MultinomialLasso",0.497206703910615
5.3,11,4,"ILR_only","Mahalanobis",0.402234636871508
5.3,11,4,"CDPA_only","RF",0.720670391061452
5.3,11,4,"CDPA_only","MultinomialLasso",0.731843575418994
5.3,11,4,"CDPA_only","Mahalanobis",0.536312849162011
5.3,11,5,"ILR_CDPA","RF",0.775280898876405
5.3,11,5,"ILR_CDPA","MultinomialLasso",0.741573033707865
5.3,11,5,"ILR_CDPA","Mahalanobis",0.589887640449438
5.3,11,5,"ILR_only","RF",0.426966292134831
5.3,11,5,"ILR_only","MultinomialLasso",0.460674157303371
5.3,11,5,"ILR_only","Mahalanobis",0.382022471910112
5.3,11,5,"CDPA_only","RF",0.758426966292135
5.3,11,5,"CDPA_only","MultinomialLasso",0.735955056179775
5.3,11,5,"CDPA_only","Mahalanobis",0.550561797752809
5.3,12,1,"ILR_CDPA","RF",0.744565217391304
5.3,12,1,"ILR_CDPA","MultinomialLasso",0.722826086956522
5.3,12,1,"ILR_CDPA","Mahalanobis",0.532608695652174
5.3,12,1,"ILR_only","RF",0.483695652173913
5.3,12,1,"ILR_only","MultinomialLasso",0.46195652173913
5.3,12,1,"ILR_only","Mahalanobis",0.375
5.3,12,1,"CDPA_only","RF",0.695652173913043
5.3,12,1,"CDPA_only","MultinomialLasso",0.701086956521739
5.3,12,1,"CDPA_only","Mahalanobis",0.505434782608696
5.3,12,2,"ILR_CDPA","RF",0.726775956284153
5.3,12,2,"ILR_CDPA","MultinomialLasso",0.759562841530055
5.3,12,2,"ILR_CDPA","Mahalanobis",0.546448087431694
5.3,12,2,"ILR_only","RF",0.469945355191257
5.3,12,2,"ILR_only","MultinomialLasso",0.469945355191257
5.3,12,2,"ILR_only","Mahalanobis",0.40983606557377
5.3,12,2,"CDPA_only","RF",0.683060109289617
5.3,12,2,"CDPA_only","MultinomialLasso",0.710382513661202
5.3,12,2,"CDPA_only","Mahalanobis",0.519125683060109
5.3,12,3,"ILR_CDPA","RF",0.788888888888889
5.3,12,3,"ILR_CDPA","MultinomialLasso",0.783333333333333
5.3,12,3,"ILR_CDPA","Mahalanobis",0.683333333333333
5.3,12,3,"ILR_only","RF",0.5
5.3,12,3,"ILR_only","MultinomialLasso",0.455555555555556
5.3,12,3,"ILR_only","Mahalanobis",0.466666666666667
5.3,12,3,"CDPA_only","RF",0.788888888888889
5.3,12,3,"CDPA_only","MultinomialLasso",0.755555555555556
5.3,12,3,"CDPA_only","Mahalanobis",0.566666666666667
5.3,12,4,"ILR_CDPA","RF",0.798882681564246
5.3,12,4,"ILR_CDPA","MultinomialLasso",0.798882681564246
5.3,12,4,"ILR_CDPA","Mahalanobis",0.625698324022346
5.3,12,4,"ILR_only","RF",0.508379888268156
5.3,12,4,"ILR_only","MultinomialLasso",0.480446927374302
5.3,12,4,"ILR_only","Mahalanobis",0.452513966480447
5.3,12,4,"CDPA_only","RF",0.782122905027933
5.3,12,4,"CDPA_only","MultinomialLasso",0.76536312849162
5.3,12,4,"CDPA_only","Mahalanobis",0.58659217877095
5.3,12,5,"ILR_CDPA","RF",0.758426966292135
5.3,12,5,"ILR_CDPA","MultinomialLasso",0.713483146067416
5.3,12,5,"ILR_CDPA","Mahalanobis",0.556179775280899
5.3,12,5,"ILR_only","RF",0.48876404494382
5.3,12,5,"ILR_only","MultinomialLasso",0.48314606741573
5.3,12,5,"ILR_only","Mahalanobis",0.365168539325843
5.3,12,5,"CDPA_only","RF",0.724719101123595
5.3,12,5,"CDPA_only","MultinomialLasso",0.696629213483146
5.3,12,5,"CDPA_only","Mahalanobis",0.567415730337079
5.3,13,1,"ILR_CDPA","RF",0.782608695652174
5.3,13,1,"ILR_CDPA","MultinomialLasso",0.782608695652174
5.3,13,1,"ILR_CDPA","Mahalanobis",0.679347826086957
5.3,13,1,"ILR_only","RF",0.510869565217391
5.3,13,1,"ILR_only","MultinomialLasso",0.489130434782609
5.3,13,1,"ILR_only","Mahalanobis",0.434782608695652
5.3,13,1,"CDPA_only","RF",0.744565217391304
5.3,13,1,"CDPA_only","MultinomialLasso",0.728260869565217
5.3,13,1,"CDPA_only","Mahalanobis",0.646739130434783
5.3,13,2,"ILR_CDPA","RF",0.759562841530055
5.3,13,2,"ILR_CDPA","MultinomialLasso",0.737704918032787
5.3,13,2,"ILR_CDPA","Mahalanobis",0.573770491803279
5.3,13,2,"ILR_only","RF",0.453551912568306
5.3,13,2,"ILR_only","MultinomialLasso",0.437158469945355
5.3,13,2,"ILR_only","Mahalanobis",0.39344262295082
5.3,13,2,"CDPA_only","RF",0.73224043715847
5.3,13,2,"CDPA_only","MultinomialLasso",0.715846994535519
5.3,13,2,"CDPA_only","Mahalanobis",0.530054644808743
5.3,13,3,"ILR_CDPA","RF",0.783333333333333
5.3,13,3,"ILR_CDPA","MultinomialLasso",0.783333333333333
5.3,13,3,"ILR_CDPA","Mahalanobis",0.55
5.3,13,3,"ILR_only","RF",0.5
5.3,13,3,"ILR_only","MultinomialLasso",0.483333333333333
5.3,13,3,"ILR_only","Mahalanobis",0.405555555555556
5.3,13,3,"CDPA_only","RF",0.744444444444444
5.3,13,3,"CDPA_only","MultinomialLasso",0.727777777777778
5.3,13,3,"CDPA_only","Mahalanobis",0.5
5.3,13,4,"ILR_CDPA","RF",0.698324022346369
5.3,13,4,"ILR_CDPA","MultinomialLasso",0.715083798882682
5.3,13,4,"ILR_CDPA","Mahalanobis",0.608938547486033
5.3,13,4,"ILR_only","RF",0.491620111731844
5.3,13,4,"ILR_only","MultinomialLasso",0.463687150837989
5.3,13,4,"ILR_only","Mahalanobis",0.418994413407821
5.3,13,4,"CDPA_only","RF",0.709497206703911
5.3,13,4,"CDPA_only","MultinomialLasso",0.726256983240223
5.3,13,4,"CDPA_only","Mahalanobis",0.508379888268156
5.3,13,5,"ILR_CDPA","RF",0.741573033707865
5.3,13,5,"ILR_CDPA","MultinomialLasso",0.713483146067416
5.3,13,5,"ILR_CDPA","Mahalanobis",0.573033707865168
5.3,13,5,"ILR_only","RF",0.5
5.3,13,5,"ILR_only","MultinomialLasso",0.466292134831461
5.3,13,5,"ILR_only","Mahalanobis",0.404494382022472
5.3,13,5,"CDPA_only","RF",0.719101123595506
5.3,13,5,"CDPA_only","MultinomialLasso",0.702247191011236
5.3,13,5,"CDPA_only","Mahalanobis",0.544943820224719
5.3,14,1,"ILR_CDPA","RF",0.728260869565217
5.3,14,1,"ILR_CDPA","MultinomialLasso",0.733695652173913
5.3,14,1,"ILR_CDPA","Mahalanobis",0.58695652173913
5.3,14,1,"ILR_only","RF",0.483695652173913
5.3,14,1,"ILR_only","MultinomialLasso",0.46195652173913
5.3,14,1,"ILR_only","Mahalanobis",0.440217391304348
5.3,14,1,"CDPA_only","RF",0.71195652173913
5.3,14,1,"CDPA_only","MultinomialLasso",0.71195652173913
5.3,14,1,"CDPA_only","Mahalanobis",0.53804347826087
5.3,14,2,"ILR_CDPA","RF",0.781420765027322
5.3,14,2,"ILR_CDPA","MultinomialLasso",0.754098360655738
5.3,14,2,"ILR_CDPA","Mahalanobis",0.622950819672131
5.3,14,2,"ILR_only","RF",0.475409836065574
5.3,14,2,"ILR_only","MultinomialLasso",0.486338797814208
5.3,14,2,"ILR_only","Mahalanobis",0.404371584699454
5.3,14,2,"CDPA_only","RF",0.770491803278688
5.3,14,2,"CDPA_only","MultinomialLasso",0.748633879781421
5.3,14,2,"CDPA_only","Mahalanobis",0.546448087431694
5.3,14,3,"ILR_CDPA","RF",0.744444444444444
5.3,14,3,"ILR_CDPA","MultinomialLasso",0.738888888888889
5.3,14,3,"ILR_CDPA","Mahalanobis",0.616666666666667
5.3,14,3,"ILR_only","RF",0.533333333333333
5.3,14,3,"ILR_only","MultinomialLasso",0.466666666666667
5.3,14,3,"ILR_only","Mahalanobis",0.405555555555556
5.3,14,3,"CDPA_only","RF",0.75
5.3,14,3,"CDPA_only","MultinomialLasso",0.738888888888889
5.3,14,3,"CDPA_only","Mahalanobis",0.55
5.3,14,4,"ILR_CDPA","RF",0.76536312849162
5.3,14,4,"ILR_CDPA","MultinomialLasso",0.720670391061452
5.3,14,4,"ILR_CDPA","Mahalanobis",0.513966480446927
5.3,14,4,"ILR_only","RF",0.491620111731844
5.3,14,4,"ILR_only","MultinomialLasso",0.458100558659218
5.3,14,4,"ILR_only","Mahalanobis",0.435754189944134
5.3,14,4,"CDPA_only","RF",0.715083798882682
5.3,14,4,"CDPA_only","MultinomialLasso",0.681564245810056
5.3,14,4,"CDPA_only","Mahalanobis",0.502793296089385
5.3,14,5,"ILR_CDPA","RF",0.780898876404494
5.3,14,5,"ILR_CDPA","MultinomialLasso",0.758426966292135
5.3,14,5,"ILR_CDPA","Mahalanobis",0.595505617977528
5.3,14,5,"ILR_only","RF",0.48314606741573
5.3,14,5,"ILR_only","MultinomialLasso",0.471910112359551
5.3,14,5,"ILR_only","Mahalanobis",0.398876404494382
5.3,14,5,"CDPA_only","RF",0.719101123595506
5.3,14,5,"CDPA_only","MultinomialLasso",0.735955056179775
5.3,14,5,"CDPA_only","Mahalanobis",0.556179775280899
5.3,15,1,"ILR_CDPA","RF",0.733695652173913
5.3,15,1,"ILR_CDPA","MultinomialLasso",0.728260869565217
5.3,15,1,"ILR_CDPA","Mahalanobis",0.58695652173913
5.3,15,1,"ILR_only","RF",0.5
5.3,15,1,"ILR_only","MultinomialLasso",0.46195652173913
5.3,15,1,"ILR_only","Mahalanobis",0.402173913043478
5.3,15,1,"CDPA_only","RF",0.71195652173913
5.3,15,1,"CDPA_only","MultinomialLasso",0.722826086956522
5.3,15,1,"CDPA_only","Mahalanobis",0.581521739130435
5.3,15,2,"ILR_CDPA","RF",0.759562841530055
5.3,15,2,"ILR_CDPA","MultinomialLasso",0.786885245901639
5.3,15,2,"ILR_CDPA","Mahalanobis",0.562841530054645
5.3,15,2,"ILR_only","RF",0.448087431693989
5.3,15,2,"ILR_only","MultinomialLasso",0.469945355191257
5.3,15,2,"ILR_only","Mahalanobis",0.442622950819672
5.3,15,2,"CDPA_only","RF",0.73224043715847
5.3,15,2,"CDPA_only","MultinomialLasso",0.737704918032787
5.3,15,2,"CDPA_only","Mahalanobis",0.551912568306011
5.3,15,3,"ILR_CDPA","RF",0.777777777777778
5.3,15,3,"ILR_CDPA","MultinomialLasso",0.783333333333333
5.3,15,3,"ILR_CDPA","Mahalanobis",0.672222222222222
5.3,15,3,"ILR_only","RF",0.483333333333333
5.3,15,3,"ILR_only","MultinomialLasso",0.494444444444444
5.3,15,3,"ILR_only","Mahalanobis",0.416666666666667
5.3,15,3,"CDPA_only","RF",0.733333333333333
5.3,15,3,"CDPA_only","MultinomialLasso",0.755555555555556
5.3,15,3,"CDPA_only","Mahalanobis",0.555555555555556
5.3,15,4,"ILR_CDPA","RF",0.698324022346369
5.3,15,4,"ILR_CDPA","MultinomialLasso",0.715083798882682
5.3,15,4,"ILR_CDPA","Mahalanobis",0.575418994413408
5.3,15,4,"ILR_only","RF",0.508379888268156
5.3,15,4,"ILR_only","MultinomialLasso",0.458100558659218
5.3,15,4,"ILR_only","Mahalanobis",0.385474860335196
5.3,15,4,"CDPA_only","RF",0.687150837988827
5.3,15,4,"CDPA_only","MultinomialLasso",0.720670391061452
5.3,15,4,"CDPA_only","Mahalanobis",0.513966480446927
5.3,15,5,"ILR_CDPA","RF",0.769662921348315
5.3,15,5,"ILR_CDPA","MultinomialLasso",0.752808988764045
5.3,15,5,"ILR_CDPA","Mahalanobis",0.573033707865168
5.3,15,5,"ILR_only","RF",0.48876404494382
5.3,15,5,"ILR_only","MultinomialLasso",0.460674157303371
5.3,15,5,"ILR_only","Mahalanobis",0.398876404494382
5.3,15,5,"CDPA_only","RF",0.730337078651685
5.3,15,5,"CDPA_only","MultinomialLasso",0.741573033707865
5.3,15,5,"CDPA_only","Mahalanobis",0.539325842696629
5.3,16,1,"ILR_CDPA","RF",0.744565217391304
5.3,16,1,"ILR_CDPA","MultinomialLasso",0.733695652173913
5.3,16,1,"ILR_CDPA","Mahalanobis",0.581521739130435
5.3,16,1,"ILR_only","RF",0.505434782608696
5.3,16,1,"ILR_only","MultinomialLasso",0.489130434782609
5.3,16,1,"ILR_only","Mahalanobis",0.41304347826087
5.3,16,1,"CDPA_only","RF",0.722826086956522
5.3,16,1,"CDPA_only","MultinomialLasso",0.728260869565217
5.3,16,1,"CDPA_only","Mahalanobis",0.548913043478261
5.3,16,2,"ILR_CDPA","RF",0.765027322404372
5.3,16,2,"ILR_CDPA","MultinomialLasso",0.765027322404372
5.3,16,2,"ILR_CDPA","Mahalanobis",0.622950819672131
5.3,16,2,"ILR_only","RF",0.46448087431694
5.3,16,2,"ILR_only","MultinomialLasso",0.46448087431694
5.3,16,2,"ILR_only","Mahalanobis",0.437158469945355
5.3,16,2,"CDPA_only","RF",0.710382513661202
5.3,16,2,"CDPA_only","MultinomialLasso",0.743169398907104
5.3,16,2,"CDPA_only","Mahalanobis",0.540983606557377
5.3,16,3,"ILR_CDPA","RF",0.711111111111111
5.3,16,3,"ILR_CDPA","MultinomialLasso",0.722222222222222
5.3,16,3,"ILR_CDPA","Mahalanobis",0.594444444444444
5.3,16,3,"ILR_only","RF",0.533333333333333
5.3,16,3,"ILR_only","MultinomialLasso",0.472222222222222
5.3,16,3,"ILR_only","Mahalanobis",0.433333333333333
5.3,16,3,"CDPA_only","RF",0.7
5.3,16,3,"CDPA_only","MultinomialLasso",0.694444444444444
5.3,16,3,"CDPA_only","Mahalanobis",0.477777777777778
5.3,16,4,"ILR_CDPA","RF",0.770949720670391
5.3,16,4,"ILR_CDPA","MultinomialLasso",0.759776536312849
5.3,16,4,"ILR_CDPA","Mahalanobis",0.569832402234637
5.3,16,4,"ILR_only","RF",0.435754189944134
5.3,16,4,"ILR_only","MultinomialLasso",0.441340782122905
5.3,16,4,"ILR_only","Mahalanobis",0.340782122905028
5.3,16,4,"CDPA_only","RF",0.743016759776536
5.3,16,4,"CDPA_only","MultinomialLasso",0.754189944134078
5.3,16,4,"CDPA_only","Mahalanobis",0.581005586592179
5.3,16,5,"ILR_CDPA","RF",0.775280898876405
5.3,16,5,"ILR_CDPA","MultinomialLasso",0.758426966292135
5.3,16,5,"ILR_CDPA","Mahalanobis",0.539325842696629
5.3,16,5,"ILR_only","RF",0.51685393258427
5.3,16,5,"ILR_only","MultinomialLasso",0.471910112359551
5.3,16,5,"ILR_only","Mahalanobis",0.393258426966292
5.3,16,5,"CDPA_only","RF",0.747191011235955
5.3,16,5,"CDPA_only","MultinomialLasso",0.741573033707865
5.3,16,5,"CDPA_only","Mahalanobis",0.533707865168539
5.3,17,1,"ILR_CDPA","RF",0.78804347826087
5.3,17,1,"ILR_CDPA","MultinomialLasso",0.728260869565217
5.3,17,1,"ILR_CDPA","Mahalanobis",0.592391304347826
5.3,17,1,"ILR_only","RF",0.521739130434783
5.3,17,1,"ILR_only","MultinomialLasso",0.478260869565217
5.3,17,1,"ILR_only","Mahalanobis",0.440217391304348
5.3,17,1,"CDPA_only","RF",0.777173913043478
5.3,17,1,"CDPA_only","MultinomialLasso",0.706521739130435
5.3,17,1,"CDPA_only","Mahalanobis",0.489130434782609
5.3,17,2,"ILR_CDPA","RF",0.754098360655738
5.3,17,2,"ILR_CDPA","MultinomialLasso",0.765027322404372
5.3,17,2,"ILR_CDPA","Mahalanobis",0.622950819672131
5.3,17,2,"ILR_only","RF",0.459016393442623
5.3,17,2,"ILR_only","MultinomialLasso",0.469945355191257
5.3,17,2,"ILR_only","Mahalanobis",0.420765027322404
5.3,17,2,"CDPA_only","RF",0.748633879781421
5.3,17,2,"CDPA_only","MultinomialLasso",0.754098360655738
5.3,17,2,"CDPA_only","Mahalanobis",0.59016393442623
5.3,17,3,"ILR_CDPA","RF",0.772222222222222
5.3,17,3,"ILR_CDPA","MultinomialLasso",0.805555555555556
5.3,17,3,"ILR_CDPA","Mahalanobis",0.605555555555556
5.3,17,3,"ILR_only","RF",0.466666666666667
5.3,17,3,"ILR_only","MultinomialLasso",0.461111111111111
5.3,17,3,"ILR_only","Mahalanobis",0.416666666666667
5.3,17,3,"CDPA_only","RF",0.716666666666667
5.3,17,3,"CDPA_only","MultinomialLasso",0.755555555555556
5.3,17,3,"CDPA_only","Mahalanobis",0.555555555555556
5.3,17,4,"ILR_CDPA","RF",0.748603351955307
5.3,17,4,"ILR_CDPA","MultinomialLasso",0.720670391061452
5.3,17,4,"ILR_CDPA","Mahalanobis",0.581005586592179
5.3,17,4,"ILR_only","RF",0.513966480446927
5.3,17,4,"ILR_only","MultinomialLasso",0.474860335195531
5.3,17,4,"ILR_only","Mahalanobis",0.480446927374302
5.3,17,4,"CDPA_only","RF",0.731843575418994
5.3,17,4,"CDPA_only","MultinomialLasso",0.692737430167598
5.3,17,4,"CDPA_only","Mahalanobis",0.508379888268156
5.3,17,5,"ILR_CDPA","RF",0.691011235955056
5.3,17,5,"ILR_CDPA","MultinomialLasso",0.747191011235955
5.3,17,5,"ILR_CDPA","Mahalanobis",0.556179775280899
5.3,17,5,"ILR_only","RF",0.47752808988764
5.3,17,5,"ILR_only","MultinomialLasso",0.443820224719101
5.3,17,5,"ILR_only","Mahalanobis",0.342696629213483
5.3,17,5,"CDPA_only","RF",0.674157303370786
5.3,17,5,"CDPA_only","MultinomialLasso",0.747191011235955
5.3,17,5,"CDPA_only","Mahalanobis",0.567415730337079
5.3,18,1,"ILR_CDPA","RF",0.755434782608696
5.3,18,1,"ILR_CDPA","MultinomialLasso",0.777173913043478
5.3,18,1,"ILR_CDPA","Mahalanobis",0.630434782608696
5.3,18,1,"ILR_only","RF",0.532608695652174
5.3,18,1,"ILR_only","MultinomialLasso",0.483695652173913
5.3,18,1,"ILR_only","Mahalanobis",0.46195652173913
5.3,18,1,"CDPA_only","RF",0.739130434782609
5.3,18,1,"CDPA_only","MultinomialLasso",0.728260869565217
5.3,18,1,"CDPA_only","Mahalanobis",0.570652173913043
5.3,18,2,"ILR_CDPA","RF",0.770491803278688
5.3,18,2,"ILR_CDPA","MultinomialLasso",0.770491803278688
5.3,18,2,"ILR_CDPA","Mahalanobis",0.628415300546448
5.3,18,2,"ILR_only","RF",0.513661202185792
5.3,18,2,"ILR_only","MultinomialLasso",0.486338797814208
5.3,18,2,"ILR_only","Mahalanobis",0.420765027322404
5.3,18,2,"CDPA_only","RF",0.726775956284153
5.3,18,2,"CDPA_only","MultinomialLasso",0.748633879781421
5.3,18,2,"CDPA_only","Mahalanobis",0.562841530054645
5.3,18,3,"ILR_CDPA","RF",0.738888888888889
5.3,18,3,"ILR_CDPA","MultinomialLasso",0.694444444444444
5.3,18,3,"ILR_CDPA","Mahalanobis",0.572222222222222
5.3,18,3,"ILR_only","RF",0.466666666666667
5.3,18,3,"ILR_only","MultinomialLasso",0.466666666666667
5.3,18,3,"ILR_only","Mahalanobis",0.405555555555556
5.3,18,3,"CDPA_only","RF",0.716666666666667
5.3,18,3,"CDPA_only","MultinomialLasso",0.711111111111111
5.3,18,3,"CDPA_only","Mahalanobis",0.533333333333333
5.3,18,4,"ILR_CDPA","RF",0.76536312849162
5.3,18,4,"ILR_CDPA","MultinomialLasso",0.776536312849162
5.3,18,4,"ILR_CDPA","Mahalanobis",0.597765363128492
5.3,18,4,"ILR_only","RF",0.491620111731844
5.3,18,4,"ILR_only","MultinomialLasso",0.491620111731844
5.3,18,4,"ILR_only","Mahalanobis",0.407821229050279
5.3,18,4,"CDPA_only","RF",0.743016759776536
5.3,18,4,"CDPA_only","MultinomialLasso",0.743016759776536
5.3,18,4,"CDPA_only","Mahalanobis",0.525139664804469
5.3,18,5,"ILR_CDPA","RF",0.747191011235955
5.3,18,5,"ILR_CDPA","MultinomialLasso",0.724719101123595
5.3,18,5,"ILR_CDPA","Mahalanobis",0.584269662921348
5.3,18,5,"ILR_only","RF",0.449438202247191
5.3,18,5,"ILR_only","MultinomialLasso",0.443820224719101
5.3,18,5,"ILR_only","Mahalanobis",0.376404494382022
5.3,18,5,"CDPA_only","RF",0.719101123595506
5.3,18,5,"CDPA_only","MultinomialLasso",0.691011235955056
5.3,18,5,"CDPA_only","Mahalanobis",0.578651685393258
5.3,19,1,"ILR_CDPA","RF",0.706521739130435
5.3,19,1,"ILR_CDPA","MultinomialLasso",0.75
5.3,19,1,"ILR_CDPA","Mahalanobis",0.608695652173913
5.3,19,1,"ILR_only","RF",0.478260869565217
5.3,19,1,"ILR_only","MultinomialLasso",0.472826086956522
5.3,19,1,"ILR_only","Mahalanobis",0.451086956521739
5.3,19,1,"CDPA_only","RF",0.657608695652174
5.3,19,1,"CDPA_only","MultinomialLasso",0.717391304347826
5.3,19,1,"CDPA_only","Mahalanobis",0.554347826086957
5.3,19,2,"ILR_CDPA","RF",0.748633879781421
5.3,19,2,"ILR_CDPA","MultinomialLasso",0.693989071038251
5.3,19,2,"ILR_CDPA","Mahalanobis",0.513661202185792
5.3,19,2,"ILR_only","RF",0.486338797814208
5.3,19,2,"ILR_only","MultinomialLasso",0.459016393442623
5.3,19,2,"ILR_only","Mahalanobis",0.360655737704918
5.3,19,2,"CDPA_only","RF",0.672131147540984
5.3,19,2,"CDPA_only","MultinomialLasso",0.704918032786885
5.3,19,2,"CDPA_only","Mahalanobis",0.502732240437158
5.3,19,3,"ILR_CDPA","RF",0.727777777777778
5.3,19,3,"ILR_CDPA","MultinomialLasso",0.761111111111111
5.3,19,3,"ILR_CDPA","Mahalanobis",0.577777777777778
5.3,19,3,"ILR_only","RF",0.511111111111111
5.3,19,3,"ILR_only","MultinomialLasso",0.455555555555556
5.3,19,3,"ILR_only","Mahalanobis",0.411111111111111
5.3,19,3,"CDPA_only","RF",0.688888888888889
5.3,19,3,"CDPA_only","MultinomialLasso",0.705555555555556
5.3,19,3,"CDPA_only","Mahalanobis",0.522222222222222
5.3,19,4,"ILR_CDPA","RF",0.804469273743017
5.3,19,4,"ILR_CDPA","MultinomialLasso",0.798882681564246
5.3,19,4,"ILR_CDPA","Mahalanobis",0.58659217877095
5.3,19,4,"ILR_only","RF",0.491620111731844
5.3,19,4,"ILR_only","MultinomialLasso",0.480446927374302
5.3,19,4,"ILR_only","Mahalanobis",0.368715083798883
5.3,19,4,"CDPA_only","RF",0.776536312849162
5.3,19,4,"CDPA_only","MultinomialLasso",0.776536312849162
5.3,19,4,"CDPA_only","Mahalanobis",0.581005586592179
5.3,19,5,"ILR_CDPA","RF",0.764044943820225
5.3,19,5,"ILR_CDPA","MultinomialLasso",0.769662921348315
5.3,19,5,"ILR_CDPA","Mahalanobis",0.674157303370786
5.3,19,5,"ILR_only","RF",0.51123595505618
5.3,19,5,"ILR_only","MultinomialLasso",0.47752808988764
5.3,19,5,"ILR_only","Mahalanobis",0.466292134831461
5.3,19,5,"CDPA_only","RF",0.769662921348315
5.3,19,5,"CDPA_only","MultinomialLasso",0.735955056179775
5.3,19,5,"CDPA_only","Mahalanobis",0.578651685393258
5.3,20,1,"ILR_CDPA","RF",0.771739130434783
5.3,20,1,"ILR_CDPA","MultinomialLasso",0.739130434782609
5.3,20,1,"ILR_CDPA","Mahalanobis",0.592391304347826
5.3,20,1,"ILR_only","RF",0.5
5.3,20,1,"ILR_only","MultinomialLasso",0.472826086956522
5.3,20,1,"ILR_only","Mahalanobis",0.440217391304348
5.3,20,1,"CDPA_only","RF",0.717391304347826
5.3,20,1,"CDPA_only","MultinomialLasso",0.728260869565217
5.3,20,1,"CDPA_only","Mahalanobis",0.532608695652174
5.3,20,2,"ILR_CDPA","RF",0.765027322404372
5.3,20,2,"ILR_CDPA","MultinomialLasso",0.781420765027322
5.3,20,2,"ILR_CDPA","Mahalanobis",0.59016393442623
5.3,20,2,"ILR_only","RF",0.502732240437158
5.3,20,2,"ILR_only","MultinomialLasso",0.469945355191257
5.3,20,2,"ILR_only","Mahalanobis",0.420765027322404
5.3,20,2,"CDPA_only","RF",0.699453551912568
5.3,20,2,"CDPA_only","MultinomialLasso",0.726775956284153
5.3,20,2,"CDPA_only","Mahalanobis",0.524590163934426
5.3,20,3,"ILR_CDPA","RF",0.805555555555556
5.3,20,3,"ILR_CDPA","MultinomialLasso",0.766666666666667
5.3,20,3,"ILR_CDPA","Mahalanobis",0.655555555555556
5.3,20,3,"ILR_only","RF",0.466666666666667
5.3,20,3,"ILR_only","MultinomialLasso",0.477777777777778
5.3,20,3,"ILR_only","Mahalanobis",0.455555555555556
5.3,20,3,"CDPA_only","RF",0.805555555555556
5.3,20,3,"CDPA_only","MultinomialLasso",0.766666666666667
5.3,20,3,"CDPA_only","Mahalanobis",0.6
5.3,20,4,"ILR_CDPA","RF",0.754189944134078
5.3,20,4,"ILR_CDPA","MultinomialLasso",0.737430167597765
5.3,20,4,"ILR_CDPA","Mahalanobis",0.592178770949721
5.3,20,4,"ILR_only","RF",0.474860335195531
5.3,20,4,"ILR_only","MultinomialLasso",0.46927374301676
5.3,20,4,"ILR_only","Mahalanobis",0.407821229050279
5.3,20,4,"CDPA_only","RF",0.720670391061452
5.3,20,4,"CDPA_only","MultinomialLasso",0.698324022346369
5.3,20,4,"CDPA_only","Mahalanobis",0.558659217877095
5.3,20,5,"ILR_CDPA","RF",0.691011235955056
5.3,20,5,"ILR_CDPA","MultinomialLasso",0.719101123595506
5.3,20,5,"ILR_CDPA","Mahalanobis",0.573033707865168
5.3,20,5,"ILR_only","RF",0.466292134831461
5.3,20,5,"ILR_only","MultinomialLasso",0.455056179775281
5.3,20,5,"ILR_only","Mahalanobis",0.376404494382022
5.3,20,5,"CDPA_only","RF",0.685393258426966
5.3,20,5,"CDPA_only","MultinomialLasso",0.702247191011236
5.3,20,5,"CDPA_only","Mahalanobis",0.556179775280899
12,1,1,"ILR_CDPA","RF",0.641304347826087
