"repeat_id","fold_id","model","t_end","accuracy_95","accuracy_98","paired_difference_98_minus_95","k_95","k_98"
2,4,"Mahalanobis",10,0.58659217877095,0.608938547486033,0.0223463687150838,7,13
2,5,"RF",10,0.831460674157303,0.808988764044944,-0.0224719101123596,6,13
2,5,"MultinomialLasso",10,0.820224719101124,0.786516853932584,-0.0337078651685393,6,13
2,5,"Mahalanobis",10,0.556179775280899,0.601123595505618,0.0449438202247191,6,13
3,1,"RF",10,0.842391304347826,0.815217391304348,-0.0271739130434783,6,13
3,1,"MultinomialLasso",10,0.815217391304348,0.804347826086957,-0.0108695652173912,6,13
3,1,"Mahalanobis",10,0.603260869565217,0.635869565217391,0.0326086956521739,6,13
3,2,"RF",10,0.765027322404372,0.765027322404372,0,6,12
3,2,"MultinomialLasso",10,0.73224043715847,0.759562841530055,0.0273224043715846,6,12
3,2,"Mahalanobis",10,0.562841530054645,0.573770491803279,0.0109289617486339,6,12
3,3,"RF",10,0.761111111111111,0.761111111111111,0,6,12
3,3,"MultinomialLasso",10,0.766666666666667,0.75,-0.0166666666666667,6,12
3,3,"Mahalanobis",10,0.544444444444444,0.6,0.0555555555555556,6,12
3,4,"RF",10,0.804469273743017,0.782122905027933,-0.0223463687150839,6,13
3,4,"MultinomialLasso",10,0.770949720670391,0.776536312849162,0.005586592178771,6,13
3,4,"Mahalanobis",10,0.592178770949721,0.58659217877095,-0.005586592178771,6,13
3,5,"RF",10,0.808988764044944,0.831460674157303,0.0224719101123596,6,13
3,5,"MultinomialLasso",10,0.808988764044944,0.780898876404494,-0.0280898876404494,6,13
3,5,"Mahalanobis",10,0.578651685393258,0.634831460674157,0.0561797752808989,6,13
4,1,"RF",10,0.766304347826087,0.804347826086957,0.0380434782608696,6,13
4,1,"MultinomialLasso",10,0.760869565217391,0.766304347826087,0.00543478260869557,6,13
4,1,"Mahalanobis",10,0.58695652173913,0.657608695652174,0.0706521739130435,6,13
4,2,"RF",10,0.80327868852459,0.797814207650273,-0.00546448087431695,6,12
4,2,"MultinomialLasso",10,0.814207650273224,0.775956284153005,-0.0382513661202186,6,12
4,2,"Mahalanobis",10,0.60655737704918,0.617486338797814,0.0109289617486339,6,12
4,3,"RF",10,0.777777777777778,0.777777777777778,0,6,13
4,3,"MultinomialLasso",10,0.766666666666667,0.75,-0.0166666666666667,6,13
4,3,"Mahalanobis",10,0.527777777777778,0.566666666666667,0.0388888888888889,6,13
4,4,"RF",10,0.776536312849162,0.793296089385475,0.0167597765363129,6,13
4,4,"MultinomialLasso",10,0.782122905027933,0.815642458100559,0.0335195530726258,6,13
4,4,"Mahalanobis",10,0.575418994413408,0.603351955307263,0.0279329608938548,6,13
4,5,"RF",10,0.792134831460674,0.792134831460674,0,6,12
4,5,"MultinomialLasso",10,0.764044943820225,0.758426966292135,-0.0056179775280899,6,12
4,5,"Mahalanobis",10,0.556179775280899,0.556179775280899,0,6,12
5,1,"RF",10,0.771739130434783,0.782608695652174,0.0108695652173914,6,12
5,1,"MultinomialLasso",10,0.771739130434783,0.766304347826087,-0.00543478260869568,6,12
5,1,"Mahalanobis",10,0.570652173913043,0.58695652173913,0.016304347826087,6,12
5,2,"RF",10,0.770491803278688,0.759562841530055,-0.0109289617486339,6,12
5,2,"MultinomialLasso",10,0.775956284153005,0.781420765027322,0.00546448087431695,6,12
5,2,"Mahalanobis",10,0.557377049180328,0.60655737704918,0.0491803278688525,6,12
5,3,"RF",10,0.761111111111111,0.783333333333333,0.0222222222222223,6,12
5,3,"MultinomialLasso",10,0.766666666666667,0.772222222222222,0.00555555555555554,6,12
5,3,"Mahalanobis",10,0.544444444444444,0.583333333333333,0.038888888888889,6,12
5,4,"RF",10,0.82122905027933,0.815642458100559,-0.00558659217877089,7,13
5,4,"MultinomialLasso",10,0.793296089385475,0.793296089385475,0,7,13
5,4,"Mahalanobis",10,0.581005586592179,0.608938547486033,0.0279329608938547,7,13
5,5,"RF",10,0.780898876404494,0.797752808988764,0.0168539325842696,6,13
5,5,"MultinomialLasso",10,0.780898876404494,0.752808988764045,-0.0280898876404495,6,13
5,5,"Mahalanobis",10,0.601123595505618,0.573033707865168,-0.0280898876404495,6,13
