method,split_method,split_unit,n_splits,outer_test_size,inner_validation_size,t_min,t_max_grid,mean_auc,sd_auc,mean_selected_t_max,sd_selected_t_max,mean_validation_auc,sd_validation_auc,mean_test_pairs,mean_positive_test_pairs,mean_negative_test_pairs,mean_auc_difference_siamese_minus_direct,sd_auc_difference_siamese_minus_direct,embedding_dim,dropout,learning_rate,weight_decay,total_elapsed_minutes,mean_elapsed_minutes_per_split
direct_MFPC_FUSED_similarity_validation_tuned_tmax,GroupShuffleSplit,RCSB30_sequence_cluster,20,0.2,0.2,4.8,8;10;12;15,0.7666749191029205,0.02336233025471404,8.45,1.6050905860647506,0.7823329585793114,0.025697001551254907,40982.25,20564.1,20418.15,,,,,,,46.01268487771352,2.3006342438856757
supervised_Siamese_FUSED_validation_tuned_tmax,GroupShuffleSplit,RCSB30_sequence_cluster,20,0.2,0.2,4.8,8;10;12;15,0.9375268189292834,0.013282003621358068,10.25,2.4894514297436356,0.9449712686462618,0.007351098159036536,40982.25,20564.1,20418.15,0.17085189982636262,0.026635095008631614,64.0,0.2,0.001,0.0001,46.01268487771352,2.3006342438856757
